Date,Montage
2014-01-19,87
2014-01-20,86
2014-01-21,85
2014-01-22,85
2014-01-23,84
2014-01-24,83
2014-01-25,82
2014-01-26,82
2014-01-27,81
2014-01-28,80
2014-01-29,80
2014-01-30,79
2014-01-31,78
2014-02-01,78
