Date,Groupon
2011-06-14,22
2011-06-15,21
2011-06-16,21
2011-06-17,17
2011-06-18,15
2011-06-19,14
2011-06-20,13
2011-06-21,13
2011-06-22,11
2011-06-23,10
2011-06-24,9
2011-06-25,8
2011-06-26,7
2011-06-27,7
2011-06-28,7
2011-06-29,7
2011-06-30,7
2011-07-01,7
2011-07-02,7
2011-07-03,7
2011-07-04,7
2011-07-05,7
2011-07-06,6
2011-07-07,7
2011-07-08,6
2011-07-09,6
2011-07-10,7
2011-07-11,7
2011-07-12,9
2011-07-13,9
2011-07-14,9
2011-07-15,10
2011-07-16,10
2011-07-17,10
2011-07-18,10
2011-07-19,10
2011-07-20,9
2011-07-21,10
2011-07-22,9
2011-07-23,9
2011-07-24,9
2011-07-25,9
2011-07-26,9
2011-07-27,9
2011-07-28,9
2011-07-29,9
2011-07-30,9
2011-07-31,8
2011-08-01,8
2011-08-02,8
2011-08-03,8
2011-08-04,8
2011-08-05,8
2011-08-06,7
2011-08-07,8
2011-08-08,8
2011-08-09,8
2011-08-10,9
2011-08-11,8
2011-08-12,8
2011-08-13,9
2011-08-14,8
2011-08-15,8
2011-08-16,8
2011-08-17,7
2011-08-18,7
2011-08-19,7
2011-08-20,7
2011-08-21,6
2011-08-22,6
2011-08-23,6
2011-08-24,5
2011-08-25,5
2011-08-26,5
2011-08-27,5
2011-08-28,5
2011-08-29,5
2011-08-30,5
2011-08-31,5
2011-09-01,5
2011-09-02,5
2011-09-03,6
2011-09-04,5
2011-09-05,5
2011-09-06,5
2011-09-07,5
2011-09-08,5
2011-09-09,5
2011-09-10,5
2011-09-11,5
2011-09-12,5
2011-09-13,5
2011-09-14,5
2011-09-15,5
2011-09-16,5
2011-09-17,6
2011-09-18,6
2011-09-19,6
2011-09-20,7
2011-09-21,7
2011-09-22,8
2011-09-23,8
2011-09-24,9
2011-09-25,8
2011-09-26,8
2011-09-27,8
2011-09-28,7
2011-09-29,7
2011-09-30,7
2011-10-01,7
2011-10-02,7
2011-10-03,7
2011-10-04,7
2011-10-05,7
2011-10-06,7
2011-10-07,7
2011-10-08,7
2011-10-09,6
2011-10-10,6
2011-10-11,6
2011-10-12,5
2011-10-13,5
2011-10-14,5
2011-10-15,5
2011-10-16,5
2011-10-17,6
2011-10-18,7
2011-10-19,8
2011-10-20,9
2011-10-21,8
2011-10-22,11
2011-10-23,11
2011-10-24,11
2011-10-25,11
2011-10-26,12
2011-10-27,12
2011-10-28,11
2011-10-29,14
2011-10-30,25
2011-10-31,36
2011-11-01,48
2011-11-02,67
2011-11-03,56
2011-11-04,-37
2011-11-05,120
2011-11-06,106
2011-11-07,69
2011-11-08,85
2011-11-09,82
2011-11-10,68
2011-11-11,59
2011-11-12,56
2011-11-13,49
2011-11-14,44
2011-11-15,40
2011-11-16,36
2011-11-17,28
2011-11-18,28
2011-11-19,21
2011-11-20,21
2011-11-21,21
2011-11-22,18
2011-11-23,21
2011-11-24,23
2011-11-25,24
2011-11-26,23
2011-11-27,22
2011-11-28,23
2011-11-29,22
2011-11-30,23
2011-12-01,23
2011-12-02,24
2011-12-03,22
2011-12-04,21
2011-12-05,21
2011-12-06,20
2011-12-07,18
2011-12-08,17
2011-12-09,17
2011-12-10,15
2011-12-11,15
2011-12-12,15
2011-12-13,15
2011-12-14,15
2011-12-15,14
2011-12-16,13
2011-12-17,14
2011-12-18,13
2011-12-19,13
2011-12-20,13
2011-12-21,12
2011-12-22,12
2011-12-23,12
2011-12-24,12
2011-12-25,11
2011-12-26,11
2011-12-27,10
2011-12-28,10
2011-12-29,9
2011-12-30,9
2011-12-31,8
2012-01-01,9
2012-01-02,9
2012-01-03,9
2012-01-04,9
2012-01-05,9
2012-01-06,9
2012-01-07,10
2012-01-08,10
2012-01-09,10
2012-01-10,9
2012-01-11,9
2012-01-12,9
2012-01-13,9
2012-01-14,9
2012-01-15,10
2012-01-16,10
2012-01-17,13
2012-01-18,12
2012-01-19,13
2012-01-20,12
2012-01-21,14
2012-01-22,13
2012-01-23,12
2012-01-24,11
2012-01-25,11
2012-01-26,10
2012-01-27,9
2012-01-28,9
2012-01-29,9
2012-01-30,10
2012-01-31,11
2012-02-01,12
2012-02-02,13
2012-02-03,15
2012-02-04,17
2012-02-05,15
2012-02-06,15
2012-02-07,15
2012-02-08,16
2012-02-09,17
2012-02-10,20
2012-02-11,18
2012-02-12,17
2012-02-13,16
2012-02-14,15
2012-02-15,14
2012-02-16,13
2012-02-17,12
2012-02-18,12
2012-02-19,11
2012-02-20,10
2012-02-21,10
2012-02-22,9
2012-02-23,9
2012-02-24,8
2012-02-25,8
2012-02-26,8
2012-02-27,9
2012-02-28,9
2012-02-29,10
2012-03-01,10
2012-03-02,11
2012-03-03,12
2012-03-04,11
2012-03-05,11
2012-03-06,10
2012-03-07,10
2012-03-08,9
2012-03-09,9
2012-03-10,9
2012-03-11,8
2012-03-12,8
2012-03-13,8
2012-03-14,7
2012-03-15,7
2012-03-16,7
2012-03-17,6
2012-03-18,7
2012-03-19,7
2012-03-20,8
2012-03-21,8
2012-03-22,9
2012-03-23,9
2012-03-24,10
2012-03-25,9
2012-03-26,9
2012-03-27,9
2012-03-28,9
2012-03-29,9
2012-03-30,9
2012-03-31,8
2012-04-01,10
2012-04-02,11
2012-04-03,13
2012-04-04,15
2012-04-05,19
2012-04-06,18
2012-04-07,19
2012-04-08,18
2012-04-09,17
2012-04-10,16
2012-04-11,14
2012-04-12,14
2012-04-13,13
2012-04-14,11
2012-04-15,11
2012-04-16,11
2012-04-17,12
2012-04-18,10
2012-04-19,10
2012-04-20,9
2012-04-21,10
2012-04-22,10
2012-04-23,10
2012-04-24,9
2012-04-25,11
2012-04-26,10
2012-04-27,10
2012-04-28,10
2012-04-29,11
2012-04-30,11
2012-05-01,10
2012-05-02,11
2012-05-03,11
2012-05-04,11
2012-05-05,12
2012-05-06,11
2012-05-07,11
2012-05-08,11
2012-05-09,10
2012-05-10,10
2012-05-11,10
2012-05-12,9
2012-05-13,11
2012-05-14,14
2012-05-15,16
2012-05-16,20
2012-05-17,22
2012-05-18,23
2012-05-19,30
2012-05-20,25
2012-05-21,23
2012-05-22,19
2012-05-23,20
2012-05-24,17
2012-05-25,17
2012-05-26,13
2012-05-27,13
2012-05-28,13
2012-05-29,13
2012-05-30,13
2012-05-31,13
2012-06-01,13
2012-06-02,13
2012-06-03,13
2012-06-04,12
2012-06-05,12
2012-06-06,12
2012-06-07,11
2012-06-08,10
2012-06-09,11
2012-06-10,10
2012-06-11,9
2012-06-12,8
2012-06-13,8
2012-06-14,7
2012-06-15,6
2012-06-16,6
2012-06-17,6
2012-06-18,6
2012-06-19,6
2012-06-20,6
2012-06-21,7
2012-06-22,7
2012-06-23,8
2012-06-24,8
2012-06-25,8
2012-06-26,8
2012-06-27,7
2012-06-28,8
2012-06-29,7
2012-06-30,8
2012-07-01,7
2012-07-02,7
2012-07-03,7
2012-07-04,7
2012-07-05,7
2012-07-06,7
2012-07-07,7
2012-07-08,7
2012-07-09,8
2012-07-10,9
2012-07-11,9
2012-07-12,10
2012-07-13,11
2012-07-14,12
2012-07-15,11
2012-07-16,11
2012-07-17,11
2012-07-18,10
2012-07-19,9
2012-07-20,9
2012-07-21,9
2012-07-22,9
2012-07-23,9
2012-07-24,8
2012-07-25,8
2012-07-26,8
2012-07-27,8
2012-07-28,8
2012-07-29,8
2012-07-30,8
2012-07-31,9
2012-08-01,8
2012-08-02,8
2012-08-03,8
2012-08-04,8
2012-08-05,7
2012-08-06,7
2012-08-07,7
2012-08-08,6
2012-08-09,6
2012-08-10,5
2012-08-11,5
2012-08-12,9
2012-08-13,12
2012-08-14,14
2012-08-15,21
2012-08-16,25
2012-08-17,24
2012-08-18,32
2012-08-19,25
2012-08-20,25
2012-08-21,27
2012-08-22,24
2012-08-23,21
2012-08-24,22
2012-08-25,18
2012-08-26,17
2012-08-27,16
2012-08-28,15
2012-08-29,14
2012-08-30,12
2012-08-31,13
2012-09-01,11
2012-09-02,10
2012-09-03,10
2012-09-04,10
2012-09-05,8
2012-09-06,9
2012-09-07,10
2012-09-08,8
2012-09-09,8
2012-09-10,9
2012-09-11,10
2012-09-12,9
2012-09-13,9
2012-09-14,10
2012-09-15,9
2012-09-16,9
2012-09-17,9
2012-09-18,9
2012-09-19,9
2012-09-20,8
2012-09-21,10
2012-09-22,9
2012-09-23,8
2012-09-24,8
2012-09-25,8
2012-09-26,8
2012-09-27,8
2012-09-28,8
2012-09-29,8
2012-09-30,7
2012-10-01,7
2012-10-02,7
2012-10-03,6
2012-10-04,6
2012-10-05,5
2012-10-06,6
2012-10-07,6
2012-10-08,6
2012-10-09,7
2012-10-10,7
2012-10-11,8
2012-10-12,8
2012-10-13,9
2012-10-14,8
2012-10-15,8
2012-10-16,8
2012-10-17,7
2012-10-18,7
2012-10-19,7
2012-10-20,7
2012-10-21,7
2012-10-22,7
2012-10-23,7
2012-10-24,6
2012-10-25,8
2012-10-26,7
2012-10-27,8
2012-10-28,8
2012-10-29,8
2012-10-30,9
2012-10-31,8
2012-11-01,9
2012-11-02,8
2012-11-03,10
2012-11-04,11
2012-11-05,12
2012-11-06,13
2012-11-07,13
2012-11-08,14
2012-11-09,14
2012-11-10,20
2012-11-11,18
2012-11-12,16
2012-11-13,14
2012-11-14,15
2012-11-15,13
2012-11-16,13
2012-11-17,11
2012-11-18,11
2012-11-19,11
2012-11-20,10
2012-11-21,10
2012-11-22,11
2012-11-23,10
2012-11-24,10
2012-11-25,10
2012-11-26,10
2012-11-27,10
2012-11-28,10
2012-11-29,11
2012-11-30,13
