Date,Bank of America
2006-11-01,28
2006-11-02,30
2006-11-03,30
2006-11-04,33
2006-11-05,32
2006-11-06,29
2006-11-07,30
2006-11-08,27
2006-11-09,27
2006-11-10,25
2006-11-11,28
2006-11-12,26
2006-11-13,25
2006-11-14,26
2006-11-15,26
2006-11-16,28
2006-11-17,27
2006-11-18,30
2006-11-19,26
2006-11-20,24
2006-11-21,23
2006-11-22,21
2006-11-23,22
2006-11-24,17
2006-11-25,16
2006-11-26,18
2006-11-27,19
2006-11-28,21
2006-11-29,22
2006-11-30,24
2006-12-01,26
2006-12-02,32
2006-12-03,28
2006-12-04,28
2006-12-05,29
2006-12-06,28
2006-12-07,29
2006-12-08,28
2006-12-09,32
2006-12-10,31
2006-12-11,29
2006-12-12,30
2006-12-13,30
2006-12-14,29
2006-12-15,29
2006-12-16,34
2006-12-17,30
2006-12-18,27
2006-12-19,25
2006-12-20,24
2006-12-21,23
2006-12-22,23
2006-12-23,20
2006-12-24,23
2006-12-25,22
2006-12-26,24
2006-12-27,25
2006-12-28,27
2006-12-29,28
2006-12-30,30
2006-12-31,32
2007-01-01,31
2007-01-02,31
2007-01-03,32
2007-01-04,32
2007-01-05,33
2007-01-06,35
2007-01-07,34
2007-01-08,32
2007-01-09,32
2007-01-10,33
2007-01-11,32
2007-01-12,32
2007-01-13,35
2007-01-14,31
2007-01-15,31
2007-01-16,31
2007-01-17,32
2007-01-18,31
2007-01-19,30
2007-01-20,31
2007-01-21,32
2007-01-22,29
2007-01-23,29
2007-01-24,29
2007-01-25,28
2007-01-26,28
2007-01-27,30
2007-01-28,29
2007-01-29,30
2007-01-30,31
2007-01-31,33
2007-02-01,34
2007-02-02,35
2007-02-03,38
2007-02-04,39
2007-02-05,35
2007-02-06,34
2007-02-07,33
2007-02-08,33
2007-02-09,31
2007-02-10,32
2007-02-11,31
2007-02-12,32
2007-02-13,33
2007-02-14,34
2007-02-15,35
2007-02-16,36
2007-02-17,41
2007-02-18,38
2007-02-19,35
2007-02-20,34
2007-02-21,32
2007-02-22,32
2007-02-23,29
2007-02-24,29
2007-02-25,28
2007-02-26,29
2007-02-27,30
2007-02-28,31
2007-03-01,33
2007-03-02,33
2007-03-03,36
2007-03-04,35
2007-03-05,34
2007-03-06,34
2007-03-07,35
2007-03-08,34
2007-03-09,34
2007-03-10,36
2007-03-11,37
2007-03-12,35
2007-03-13,36
2007-03-14,37
2007-03-15,37
2007-03-16,40
2007-03-17,42
2007-03-18,37
2007-03-19,35
2007-03-20,35
2007-03-21,32
2007-03-22,30
2007-03-23,29
2007-03-24,29
2007-03-25,28
2007-03-26,28
2007-03-27,31
2007-03-28,30
2007-03-29,31
2007-03-30,32
2007-03-31,35
2007-05-01,32
2007-05-02,35
2007-05-03,33
2007-05-04,35
2007-05-05,37
2007-05-06,35
2007-05-07,32
2007-05-08,31
2007-05-09,31
2007-05-10,29
2007-05-11,29
2007-05-12,29
2007-05-13,28
2007-05-14,28
2007-05-15,29
2007-05-16,31
2007-05-17,31
2007-05-18,31
2007-05-19,34
2007-05-20,31
2007-05-21,30
2007-05-22,29
2007-05-23,29
2007-05-24,29
2007-05-25,27
2007-05-26,29
2007-05-27,27
2007-05-28,29
2007-05-29,29
2007-05-30,29
2007-05-31,30
2007-06-01,31
2007-06-02,34
2007-06-03,35
2007-06-04,32
2007-06-05,33
2007-06-06,32
2007-06-07,32
2007-06-08,33
2007-06-09,34
2007-06-10,34
2007-06-11,33
2007-06-12,33
2007-06-13,34
2007-06-14,35
2007-06-15,34
2007-06-16,38
2007-06-17,36
2007-06-18,32
2007-06-19,31
2007-06-20,31
2007-06-21,29
2007-06-22,28
2007-06-23,29
2007-06-24,28
2007-06-25,28
2007-06-26,29
2007-06-27,30
2007-06-28,30
2007-06-29,31
2007-06-30,32
2007-07-01,34
2007-07-02,31
2007-07-03,31
2007-07-04,34
2007-07-05,29
2007-07-06,29
2007-07-07,31
2007-07-08,30
2007-07-09,31
2007-07-10,32
2007-07-11,33
2007-07-12,34
2007-07-13,35
2007-07-14,38
2007-07-15,37
2007-07-16,34
2007-07-17,35
2007-07-18,34
2007-07-19,34
2007-07-20,32
2007-07-21,35
2007-07-22,32
2007-07-23,32
2007-07-24,33
2007-07-25,33
2007-07-26,35
2007-07-27,34
2007-07-28,38
2007-07-29,38
2007-07-30,37
2007-07-31,38
2007-08-01,39
2007-08-02,42
2007-08-03,42
2007-08-04,42
2007-08-05,45
2007-08-06,45
2007-08-07,48
2007-08-08,48
2007-08-09,50
2007-08-10,52
2007-08-11,57
2007-08-12,63
2007-08-13,67
2007-08-14,75
2007-08-15,80
2007-08-16,86
2007-08-17,100
2007-08-18,110
2007-08-19,98
2007-08-20,91
2007-08-21,87
2007-08-22,86
2007-08-23,78
2007-08-24,78
2007-08-25,75
2007-08-26,68
2007-08-27,64
2007-08-28,63
2007-08-29,59
2007-08-30,58
2007-08-31,54
2007-09-01,53
2007-09-02,53
2007-09-03,48
2007-09-04,45
2007-09-05,44
2007-09-06,41
2007-09-07,39
2007-09-08,39
2007-09-09,39
2007-09-10,39
2007-09-11,40
2007-09-12,41
2007-09-13,42
2007-09-14,43
2007-09-15,47
2007-09-16,44
2007-09-17,42
2007-09-18,41
2007-09-19,40
2007-09-20,40
2007-09-21,39
2007-09-22,39
2007-09-23,37
2007-09-24,36
2007-09-25,36
2007-09-26,36
2007-09-27,35
2007-09-28,35
2007-09-29,38
2007-09-30,36
2007-10-01,35
2007-10-02,36
2007-10-03,35
2007-10-04,37
2007-10-05,36
2007-10-06,37
2007-10-07,36
2007-10-08,34
2007-10-09,34
2007-10-10,33
2007-10-11,33
2007-10-12,32
2007-10-13,34
2007-10-14,32
2007-10-15,33
2007-10-16,34
2007-10-17,36
2007-10-18,37
2007-10-19,37
2007-10-20,41
2007-10-21,38
2007-10-22,37
2007-10-23,37
2007-10-24,36
2007-10-25,36
2007-10-26,36
2007-10-27,39
2007-10-28,36
2007-10-29,36
2007-10-30,37
2007-10-31,36
2007-11-01,36
2007-11-02,38
2007-11-03,38
2007-11-04,39
2007-11-05,35
2007-11-06,36
2007-11-07,34
2007-11-08,34
2007-11-09,33
2007-11-10,35
2007-11-11,34
2007-11-12,33
2007-11-13,33
2007-11-14,33
2007-11-15,33
2007-11-16,33
2007-11-17,36
2007-11-18,32
2007-11-19,31
2007-11-20,30
2007-11-21,29
2007-11-22,32
2007-11-23,27
2007-11-24,26
2007-11-25,27
2007-11-26,29
2007-11-27,31
2007-11-28,33
2007-11-29,35
2007-11-30,37
2007-12-01,42
2007-12-02,41
2007-12-03,38
2007-12-04,37
2007-12-05,38
2007-12-06,36
2007-12-07,36
2007-12-08,39
2007-12-09,35
2007-12-10,34
2007-12-11,34
2007-12-12,34
2007-12-13,33
2007-12-14,32
2007-12-15,34
2007-12-16,34
2007-12-17,30
2007-12-18,30
2007-12-19,28
2007-12-20,27
2007-12-21,26
2007-12-22,28
2007-12-23,27
2007-12-24,26
2007-12-25,29
2007-12-26,26
2007-12-27,26
2007-12-28,26
2007-12-29,28
2007-12-30,29
2007-12-31,30
2008-01-01,35
2008-01-02,33
2008-01-03,35
2008-01-04,37
2008-01-05,42
2008-01-06,43
2008-01-07,45
2008-01-08,49
2008-01-09,52
2008-01-10,56
2008-01-11,59
2008-01-12,71
2008-01-13,63
2008-01-14,58
2008-01-15,55
2008-01-16,55
2008-01-17,52
2008-01-18,49
2008-01-19,47
2008-01-20,47
2008-01-21,45
2008-01-22,45
2008-01-23,45
2008-01-24,45
2008-01-25,45
2008-01-26,46
2008-01-27,49
2008-01-28,48
2008-01-29,49
2008-01-30,51
2008-01-31,52
2008-02-01,54
2008-02-02,59
2008-02-03,57
2008-02-04,52
2008-02-05,51
2008-02-06,49
2008-02-07,49
2008-02-08,46
2008-02-09,48
2008-02-10,47
2008-02-11,45
2008-02-12,45
2008-02-13,46
2008-02-14,45
2008-02-15,45
2008-02-16,49
2008-02-17,45
2008-02-18,41
2008-02-19,39
2008-02-20,39
2008-02-21,36
2008-02-22,33
2008-02-23,33
2008-02-24,34
2008-02-25,33
2008-02-26,33
2008-02-27,34
2008-02-28,35
2008-02-29,35
2008-03-01,37
2008-03-02,37
2008-03-03,36
2008-03-04,36
2008-03-05,37
2008-03-06,36
2008-03-07,36
2008-03-08,37
2008-03-09,38
2008-03-10,37
2008-03-11,38
2008-03-12,39
2008-03-13,38
2008-03-14,39
2008-03-15,42
2008-03-16,41
2008-03-17,39
2008-03-18,39
2008-03-19,38
2008-03-20,37
2008-03-21,39
2008-03-22,39
2008-03-23,37
2008-03-24,35
2008-03-25,36
2008-03-26,35
2008-03-27,35
2008-03-28,33
2008-03-29,33
2008-03-30,35
2008-03-31,34
2008-04-01,35
2008-04-02,36
2008-04-03,35
2008-04-04,36
2008-04-05,38
2008-04-06,38
2008-04-07,36
2008-04-08,37
2008-04-09,35
2008-04-10,35
2008-04-11,35
2008-04-12,35
2008-04-13,37
2008-04-14,34
2008-04-15,34
2008-04-16,36
2008-04-17,36
2008-04-18,34
2008-04-19,37
2008-04-20,34
2008-04-21,32
2008-04-22,31
2008-04-23,30
2008-04-24,29
2008-04-25,28
2008-04-26,28
2008-04-27,30
2008-04-28,29
2008-04-29,31
2008-04-30,32
2008-05-01,34
2008-05-02,35
2008-05-03,40
2008-05-04,38
2008-05-05,35
2008-05-06,35
2008-05-07,35
2008-05-08,34
2008-05-09,34
2008-05-10,33
2008-05-11,35
2008-05-12,32
2008-05-13,34
2008-05-14,32
2008-05-15,32
2008-05-16,32
2008-05-17,35
2008-05-18,31
2008-05-19,29
2008-05-20,28
2008-05-21,28
2008-05-22,26
2008-05-23,25
2008-05-24,26
2008-05-25,24
2008-05-26,24
2008-05-27,24
2008-05-28,24
2008-05-29,24
2008-05-30,24
2008-05-31,25
2008-06-01,26
2008-06-02,24
2008-06-03,25
2008-06-04,25
2008-06-05,25
2008-06-06,25
2008-06-07,28
2008-06-08,27
2008-06-09,26
2008-06-10,26
2008-06-11,28
2008-06-12,26
2008-06-13,26
2008-06-14,29
2008-06-15,26
2008-06-16,25
2008-06-17,26
2008-06-18,25
2008-06-19,24
2008-06-20,24
2008-06-21,24
2008-06-22,23
2008-06-23,23
2008-06-24,23
2008-06-25,23
2008-06-26,23
2008-06-27,23
2008-06-28,24
2008-06-29,24
2008-06-30,24
2008-07-01,24
2008-07-02,25
2008-07-03,26
2008-07-04,30
2008-07-05,27
2008-07-06,28
2008-07-07,26
2008-07-08,26
2008-07-09,26
2008-07-10,26
2008-07-11,26
2008-07-12,27
2008-07-13,28
2008-07-14,27
2008-07-15,28
2008-07-16,30
2008-07-17,31
2008-07-18,32
2008-07-19,34
2008-07-20,31
2008-07-21,29
2008-07-22,27
2008-07-23,28
2008-07-24,24
2008-07-25,23
2008-07-26,24
2008-07-27,22
2008-07-28,22
2008-07-29,23
2008-07-30,23
2008-07-31,24
2008-08-01,24
2008-08-02,26
2008-08-03,26
2008-08-04,24
2008-08-05,24
2008-08-06,24
2008-08-07,24
2008-08-08,24
2008-08-09,26
2008-08-10,25
2008-08-11,24
2008-08-12,24
2008-08-13,25
2008-08-14,25
2008-08-15,25
2008-08-16,29
2008-08-17,27
2008-08-18,24
2008-08-19,23
2008-08-20,23
2008-08-21,21
2008-08-22,20
2008-08-23,22
2008-08-24,19
2008-08-25,19
2008-08-26,19
2008-08-27,19
2008-08-28,18
2008-08-29,18
2008-08-30,19
2008-08-31,20
2008-09-01,18
2008-09-02,19
2008-09-03,19
2008-09-04,20
2008-09-05,20
2008-09-06,23
2008-09-07,22
2008-09-08,21
2008-09-09,22
2008-09-10,22
2008-09-11,23
2008-09-12,23
2008-09-13,27
2008-09-14,24
2008-09-15,24
2008-09-16,26
2008-09-17,26
2008-09-18,27
2008-09-19,26
2008-09-20,27
2008-09-21,28
2008-09-22,25
2008-09-23,24
2008-09-24,24
2008-09-25,22
2008-09-26,22
2008-09-27,23
2008-09-28,22
2008-09-29,22
2008-09-30,23
2008-10-01,24
2008-10-02,25
2008-10-03,26
2008-10-04,28
2008-10-05,28
2008-10-06,28
2008-10-07,29
2008-10-08,33
2008-10-09,33
2008-10-10,33
2008-10-11,38
2008-10-12,35
2008-10-13,32
2008-10-14,31
2008-10-15,29
2008-10-16,28
2008-10-17,28
2008-10-18,28
2008-10-19,27
2008-10-20,24
2008-10-21,23
2008-10-22,22
2008-10-23,21
2008-10-24,20
2008-10-25,20
2008-10-26,19
2008-10-27,19
2008-10-28,19
2008-10-29,20
2008-10-30,20
2008-10-31,20
