Date,Bank of America
2012-11-14,28
2012-11-15,28
2012-11-16,32
2012-11-17,32
2012-11-18,28
2012-11-19,27
2012-11-20,28
2012-11-21,27
2012-11-22,23
2012-11-23,22
2012-11-24,21
2012-11-25,22
2012-11-26,23
2012-11-27,25
2012-11-28,27
2012-11-29,28
2012-11-30,30
2012-12-01,32
2012-12-02,32
2012-12-03,30
2012-12-04,30
2012-12-05,32
2012-12-06,30
2012-12-07,30
2012-12-08,31
2012-12-09,29
2012-12-10,29
2012-12-11,29
2012-12-12,30
2012-12-13,29
2012-12-14,29
2012-12-15,31
2012-12-16,29
2012-12-17,27
2012-12-18,27
2012-12-19,26
2012-12-20,24
2012-12-21,24
2012-12-22,22
2012-12-23,22
2012-12-24,22
2012-12-25,22
2012-12-26,23
2012-12-27,23
2012-12-28,23
2012-12-29,24
2012-12-30,25
2012-12-31,26
2013-01-01,28
2013-01-02,29
2013-01-03,33
2013-01-04,32
2013-01-05,36
2013-01-06,34
2013-01-07,34
2013-01-08,36
2013-01-09,35
2013-01-10,38
2013-01-11,35
2013-01-12,40
2013-01-13,35
2013-01-14,34
2013-01-15,33
2013-01-16,33
2013-01-17,32
2013-01-18,34
2013-01-19,32
2013-01-20,32
2013-01-21,31
2013-01-22,31
2013-01-23,31
2013-01-24,32
2013-01-25,31
2013-01-26,36
2013-01-27,32
2013-01-28,33
2013-01-29,34
2013-01-30,34
2013-01-31,37
2013-02-01,35
2013-02-02,36
2013-02-03,39
2013-02-04,34
2013-02-05,34
2013-02-06,34
2013-02-07,32
2013-02-08,32
2013-02-09,31
2013-02-10,31
2013-02-11,32
2013-02-12,33
2013-02-13,35
2013-02-14,35
2013-02-15,36
2013-02-16,41
2013-02-17,38
2013-02-18,35
2013-02-19,34
2013-02-20,34
2013-02-21,33
2013-02-22,32
2013-02-23,34
2013-02-24,31
2013-02-25,31
2013-02-26,32
2013-02-27,31
2013-02-28,32
2013-03-01,31
2013-03-02,31
2013-03-03,30
2013-03-04,30
2013-03-05,30
2013-03-06,31
2013-03-07,30
2013-03-08,29
2013-03-09,29
2013-03-10,29
2013-03-11,29
2013-03-12,29
2013-03-13,29
2013-03-14,29
2013-03-15,30
2013-03-16,30
2013-03-17,30
2013-03-18,29
2013-03-19,30
2013-03-20,32
2013-03-21,29
2013-03-22,30
2013-03-23,33
2013-03-24,30
2013-03-25,30
2013-03-26,32
2013-03-27,30
2013-03-28,30
2013-03-29,30
2013-03-30,33
2013-03-31,31
