Date,Barclays Capital
2012-07-01,88
2012-07-02,90
2012-07-03,92
2012-07-04,97
2012-07-05,98
2012-07-06,100
2012-07-07,105
2012-07-08,97
2012-07-09,94
2012-07-10,93
2012-07-11,89
2012-07-12,85
2012-07-13,84
2012-07-14,84
2012-07-15,80
2012-07-16,78
2012-07-17,79
2012-07-18,76
2012-07-19,75
2012-07-20,74
2012-07-21,79
2012-07-22,74
2012-07-23,74
2012-07-24,74
2012-07-25,74
2012-07-26,75
2012-07-27,74
2012-07-28,81
2012-07-29,75
2012-07-30,76
2012-07-31,76
2012-08-01,77
2012-08-02,80
2012-08-03,78
2012-08-04,83
2012-08-05,79
2012-08-06,77
2012-08-07,77
2012-08-08,76
2012-08-09,75
2012-08-10,74
2012-08-11,78
2012-08-12,76
2012-08-13,74
2012-08-14,75
2012-08-15,76
2012-08-16,75
2012-08-17,75
2012-08-18,79
2012-08-19,78
2012-08-20,76
2012-08-21,76
2012-08-22,77
2012-08-23,76
2012-08-24,76
2012-08-25,82
2012-08-26,80
2012-08-27,77
2012-08-28,77
2012-08-29,78
2012-08-30,77
2012-08-31,77
2012-09-01,82
2012-09-02,77
2012-09-03,77
2012-09-04,78
2012-09-05,80
2012-09-06,79
2012-09-07,79
2012-09-08,85
2012-09-09,80
2012-09-10,78
2012-09-11,80
2012-09-12,77
2012-09-13,77
2012-09-14,76
2012-09-15,79
2012-09-16,77
2012-09-17,77
2012-09-18,78
2012-09-19,79
2012-09-20,78
2012-09-21,79
2012-09-22,83
2012-09-23,81
2012-09-24,81
2012-09-25,81
2012-09-26,82
2012-09-27,83
2012-09-28,83
2012-09-29,89
2012-09-30,85
2012-10-01,83
2012-10-02,85
2012-10-03,85
2012-10-04,83
2012-10-05,83
2012-10-06,87
2012-10-07,81
2012-10-08,80
2012-10-09,79
2012-10-10,78
2012-10-11,76
2012-10-12,78
2012-10-13,77
2012-10-14,74
2012-10-15,74
2012-10-16,74
2012-10-17,74
2012-10-18,74
2012-10-19,74
2012-10-20,77
2012-10-21,74
2012-10-22,73
2012-10-23,74
2012-10-24,72
2012-10-25,71
2012-10-26,71
2012-10-27,75
2012-10-28,71
2012-10-29,71
2012-10-30,71
2012-10-31,72
2012-11-01,74
2012-11-02,73
2012-11-03,76
2012-11-04,73
2012-11-05,72
2012-11-06,73
2012-11-07,72
2012-11-08,71
2012-11-09,73
2012-11-10,75
2012-11-11,70
2012-11-12,69
2012-11-13,70
2012-11-14,70
2012-11-15,68
2012-11-16,67
2012-11-17,70
2012-11-18,67
2012-11-19,66
2012-11-20,67
2012-11-21,67
2012-11-22,66
2012-11-23,66
2012-11-24,71
2012-11-25,66
2012-11-26,66
2012-11-27,68
2012-11-28,67
2012-11-29,68
2012-11-30,68
2012-12-01,72
2012-12-02,69
2012-12-03,69
2012-12-04,69
2012-12-05,70
2012-12-06,69
2012-12-07,69
2012-12-08,73
2012-12-09,69
2012-12-10,67
