Date,Seeking
2012-08-01,76
2012-08-02,77
2012-08-03,84
2012-08-04,79
2012-08-05,80
2012-08-06,81
2012-08-07,85
2012-08-08,84
2012-08-09,86
2012-08-10,93
2012-08-11,93
2012-08-12,84
2012-08-13,80
2012-08-14,75
2012-08-15,71
2012-08-16,69
2012-08-17,62
2012-08-18,58
2012-08-19,60
2012-08-20,63
2012-08-21,65
2012-08-22,73
2012-08-23,70
2012-08-24,75
2012-08-25,76
2012-08-26,76
2012-08-27,76
2012-08-28,83
2012-08-29,76
2012-08-30,80
2012-08-31,76
2012-09-01,79
2012-09-02,76
2012-09-03,79
2012-09-04,76
2012-09-05,77
2012-09-06,84
2012-09-07,77
2012-09-08,78
2012-09-09,78
2012-09-10,76
2012-09-11,75
2012-09-12,79
2012-09-13,73
2012-09-14,72
2012-09-15,71
2012-09-16,70
2012-09-17,69
2012-09-18,69
2012-09-19,69
2012-09-20,71
2012-09-21,66
2012-09-22,66
2012-09-23,66
2012-09-24,67
2012-09-25,73
2012-09-26,68
2012-09-27,77
2012-09-28,70
2012-09-29,71
2012-09-30,71
2012-10-01,72
2012-10-02,73
2012-10-03,74
2012-10-04,76
2012-10-05,82
2012-10-06,78
2012-10-07,76
2012-10-08,76
2012-10-09,77
2012-10-10,75
2012-10-11,75
2012-10-12,80
2012-10-13,78
2012-10-14,73
2012-10-15,72
2012-10-16,72
2012-10-17,70
2012-10-18,76
2012-10-19,71
2012-10-20,67
2012-10-21,67
2012-10-22,67
2012-10-23,70
2012-10-24,74
2012-10-25,69
2012-10-26,69
2012-10-27,71
2012-10-28,71
2012-10-29,72
2012-10-30,73
2012-10-31,74
2012-11-01,75
2012-11-02,76
2012-11-03,79
2012-11-04,79
2012-11-05,78
2012-11-06,80
2012-11-07,79
2012-11-08,81
2012-11-09,81
2012-11-10,89
2012-11-11,79
2012-11-12,76
2012-11-13,78
2012-11-14,70
2012-11-15,67
2012-11-16,69
2012-11-17,61
2012-11-18,60
2012-11-19,60
2012-11-20,63
2012-11-21,59
