Date,Citibank
2009-02-07,59
2009-02-08,57
2009-02-09,56
2009-02-10,54
2009-02-11,53
2009-02-12,52
2009-02-13,50
2009-02-14,49
2009-02-15,48
2009-02-16,48
2009-02-17,48
2009-02-18,47
2009-02-19,47
2009-02-20,47
2009-02-21,47
2009-02-22,46
2009-02-23,47
2009-02-24,46
2009-02-25,46
2009-02-26,46
2009-02-27,46
2009-02-28,46
2009-03-01,44
2009-03-02,42
2009-03-03,40
2009-03-04,39
2009-03-05,37
2009-03-06,35
2009-03-07,34
2009-03-08,35
2009-03-09,37
2009-03-10,38
2009-03-11,40
2009-03-12,41
2009-03-13,43
2009-03-14,45
2009-03-15,44
2009-03-16,44
2009-03-17,43
2009-03-18,43
2009-03-19,42
2009-03-20,42
2009-03-21,42
2009-03-22,43
2009-03-23,45
2009-03-24,47
2009-03-25,48
2009-03-26,50
2009-03-27,52
2009-03-28,54
2009-03-29,55
2009-05-01,64
2009-05-02,64
2009-05-03,64
2009-05-04,64
2009-05-05,64
2009-05-06,65
2009-05-07,65
2009-05-08,65
2009-05-09,66
2009-05-10,66
2009-05-11,66
2009-05-12,68
2009-05-13,66
2009-05-14,66
2009-05-15,66
2009-05-16,66
2009-05-17,64
2009-05-18,62
2009-05-19,61
2009-05-20,59
2009-05-21,59
2009-05-22,56
2009-05-23,55
2009-05-24,55
2009-05-25,55
2009-05-26,56
2009-05-27,56
2009-05-28,57
2009-05-29,57
2009-05-30,58
2009-05-31,60
2009-06-01,62
2009-06-02,64
2009-06-03,66
2009-06-04,68
2009-06-05,70
2009-06-06,73
2009-06-07,72
2009-06-08,79
2009-06-09,72
2009-06-10,72
2009-06-11,72
2009-06-12,72
2009-06-13,72
2009-06-14,71
2009-06-15,71
2009-06-16,69
2009-06-17,68
2009-06-18,69
2009-06-19,66
2009-06-20,66
2009-06-21,66
2009-06-22,66
2009-06-23,69
2009-06-24,67
2009-06-25,68
2009-06-26,68
2009-06-27,69
2009-06-28,71
2009-06-29,73
2009-06-30,80
2009-07-01,77
2009-07-02,79
2009-07-03,81
2009-07-04,83
2009-07-05,80
2009-07-06,78
2009-07-07,76
2009-07-08,73
2009-07-09,71
2009-07-10,69
2009-07-11,67
2009-07-12,68
2009-07-13,69
2009-07-14,71
2009-07-15,71
2009-07-16,73
2009-07-17,73
2009-07-18,75
2009-07-19,75
2009-07-20,76
2009-07-21,77
2009-07-22,77
2009-07-23,78
2009-07-24,79
2009-07-25,80
2009-07-26,78
2009-07-27,76
2009-07-28,74
2009-07-29,72
2009-07-30,70
2009-07-31,68
2009-08-01,67
2009-08-02,69
2009-08-03,71
2009-08-04,74
2009-08-05,76
2009-08-06,78
2009-08-07,81
2009-08-08,83
2009-08-09,84
2009-08-10,85
2009-08-11,92
2009-08-12,87
2009-08-13,88
2009-08-14,89
2009-08-15,91
2009-08-16,87
2009-08-17,83
2009-08-18,79
2009-08-19,75
2009-08-20,71
2009-08-21,67
2009-08-22,64
2009-08-23,66
2009-08-24,68
2009-08-25,72
2009-08-26,74
2009-08-27,75
2009-08-28,77
2009-08-29,80
2009-08-30,77
2009-08-31,75
2009-09-01,73
2009-09-02,71
2009-09-03,68
2009-09-04,66
2009-09-05,66
2009-09-06,66
2009-09-07,68
2009-09-08,72
2009-09-09,72
2009-09-10,74
2009-09-11,76
2009-09-12,79
2009-09-13,76
2009-09-14,74
2009-09-15,72
2009-09-16,70
2009-09-17,68
2009-09-18,66
2009-09-19,64
2009-09-20,62
2009-09-21,60
2009-09-22,58
2009-09-23,56
2009-09-24,54
2009-09-25,52
2009-09-26,51
2009-09-27,53
2009-09-28,55
2009-09-29,58
2009-09-30,61
2009-10-01,61
2009-10-02,63
2009-10-03,66
2009-10-04,65
2009-10-05,65
2009-10-06,64
2009-10-07,64
2009-10-08,63
2009-10-09,63
2009-10-10,63
2009-10-11,61
2009-10-12,60
2009-10-13,59
2009-10-14,57
2009-10-15,56
2009-10-16,55
2009-10-17,54
2009-10-18,56
2009-10-19,61
2009-10-20,62
2009-10-21,64
2009-10-22,67
2009-10-23,71
2009-10-24,73
2009-10-25,74
2009-10-26,75
2009-10-27,83
2009-10-28,77
2009-10-29,78
2009-10-30,79
2009-10-31,80
2009-11-01,78
2009-11-02,77
2009-11-03,79
2009-11-04,75
2009-11-05,74
2009-11-06,73
2009-11-07,76
2009-11-08,70
2009-11-09,68
2009-11-10,66
2009-11-11,64
2009-11-12,63
2009-11-13,60
2009-11-14,59
2009-11-15,57
2009-11-16,56
2009-11-17,55
2009-11-18,53
2009-11-19,52
2009-11-20,51
2009-11-21,50
2009-11-22,49
