Date,Stifel
2012-12-02,63
2012-12-03,65
2012-12-04,68
2012-12-05,70
2012-12-06,73
2012-12-07,75
2012-12-08,78
2012-12-09,73
2012-12-10,69
2012-12-11,65
2012-12-12,60
2012-12-13,56
2012-12-14,52
2012-12-15,48
2012-12-16,49
2012-12-17,50
2012-12-18,51
2012-12-19,53
2012-12-20,54
2012-12-21,55
2012-12-22,57
2012-12-23,58
2012-12-24,59
2012-12-25,60
2012-12-26,62
2012-12-27,63
2012-12-28,64
2012-12-29,66
2012-12-30,67
2012-12-31,68
2013-01-01,69
2013-01-02,71
2013-01-03,72
2013-01-04,73
2013-01-05,75
2013-01-06,78
2013-01-07,81
2013-01-08,84
2013-01-09,87
2013-01-10,90
2013-01-11,93
2013-01-12,96
2013-01-13,91
2013-01-14,84
2013-01-15,79
2013-01-16,73
2013-01-17,68
2013-01-18,62
2013-01-19,57
2013-01-20,55
2013-01-21,53
2013-01-22,51
2013-01-23,50
2013-01-24,48
2013-01-25,46
2013-01-26,45
2013-01-27,50
2013-01-28,57
2013-01-29,63
2013-01-30,69
2013-01-31,75
2013-02-01,81
2013-02-02,87
2013-02-03,82
2013-02-04,75
2013-02-05,70
2013-02-06,64
2013-02-07,59
2013-02-08,54
2013-02-09,49
2013-02-10,53
2013-02-11,57
2013-02-12,62
2013-02-13,66
2013-02-14,70
2013-02-15,74
2013-02-16,79
2013-02-17,77
2013-02-18,74
2013-02-19,72
2013-02-20,70
2013-02-21,68
2013-02-22,66
2013-02-23,64
2013-02-24,69
2013-03-03,98
2013-03-04,99
2013-03-05,98
2013-03-06,98
2013-03-07,98
2013-03-08,97
2013-03-09,97
2013-03-10,94
2013-03-11,90
2013-03-12,87
2013-03-13,84
2013-03-14,81
2013-03-15,78
2013-03-16,75
2013-03-17,75
2013-03-18,76
2013-03-19,77
2013-03-20,77
2013-03-21,78
2013-03-22,79
2013-03-23,79
2013-03-24,81
2013-03-25,81
2013-03-26,83
2013-03-27,84
2013-03-28,86
2013-03-29,87
2013-03-30,89
2013-03-31,90
2013-04-01,92
2013-04-02,94
2013-04-03,95
2013-04-04,97
2013-04-05,99
2013-04-06,100
2013-04-07,95
