Date,JMP Securities
2013-11-06,68
2013-11-07,68
2013-11-08,68
2013-11-09,69
2013-11-10,69
2013-11-11,69
2013-11-12,69
2013-11-13,69
2013-11-14,69
2013-11-15,69
2013-11-16,70
2013-11-17,70
2013-11-18,70
2013-11-19,70
2013-11-20,70
2013-11-21,70
2013-11-22,70
2013-11-23,70
2013-11-24,71
2013-11-25,71
2013-11-26,71
2013-11-27,71
2013-11-28,71
2013-11-29,71
2013-11-30,71
2013-12-01,72
2013-12-02,72
2013-12-03,72
2013-12-04,72
2013-12-05,72
2013-12-06,72
2013-12-07,72
2013-12-08,73
2013-12-09,73
2013-12-10,73
2013-12-11,73
2013-12-12,73
2013-12-13,73
2013-12-14,74
2013-12-15,74
2013-12-16,74
2013-12-17,74
2013-12-18,74
2013-12-19,74
2013-12-20,75
2013-12-21,75
2013-12-22,75
2013-12-23,75
2013-12-24,75
2013-12-25,75
2013-12-26,76
2013-12-27,76
2013-12-28,76
2013-12-29,76
2013-12-30,76
2013-12-31,76
2014-01-01,77
2014-01-02,74
2014-01-03,72
2014-01-04,69
2014-01-05,67
2014-01-06,64
2014-01-07,62
2014-01-08,59
2014-01-09,57
2014-01-10,54
2014-01-11,52
2014-01-12,49
2014-01-13,47
2014-01-14,44
2014-01-15,42
2014-01-16,39
2014-01-17,37
2014-01-18,34
2014-01-19,32
2014-01-20,29
2014-01-21,27
2014-01-22,24
2014-01-23,22
2014-01-24,19
2014-01-25,17
2014-01-26,14
2014-01-27,12
2014-01-28,9
2014-01-29,7
2014-01-30,4
2014-01-31,2
