Date,Robert W Baird
2013-10-29,50
2013-10-30,51
2013-10-31,52
2013-11-01,52
2013-11-02,53
2013-11-03,51
2013-11-04,49
2013-11-05,47
2013-11-06,45
2013-11-07,43
2013-11-08,41
2013-11-09,39
2013-11-10,38
2013-11-11,38
2013-11-12,38
2013-11-13,38
2013-11-14,38
2013-11-15,38
2013-11-16,38
2013-11-17,38
2013-11-18,38
2013-11-19,39
2013-11-20,39
2013-11-21,40
2013-11-22,40
2013-11-23,41
2013-11-24,44
2013-11-25,47
2013-11-26,50
2013-11-27,53
2013-11-28,56
2013-11-29,59
2013-11-30,62
2013-12-01,61
2013-12-02,60
2013-12-03,60
2013-12-04,59
2013-12-05,58
2013-12-06,57
2013-12-07,56
2013-12-08,55
2013-12-09,54
2013-12-10,53
2013-12-11,52
2013-12-12,51
2013-12-13,50
2013-12-14,49
2013-12-15,51
2013-12-16,54
2013-12-17,56
2013-12-18,59
2013-12-19,61
2013-12-20,64
2013-12-21,67
2013-12-22,65
2013-12-23,63
2013-12-24,61
2013-12-25,59
2013-12-26,57
2013-12-27,55
2013-12-28,53
2013-12-29,54
2014-01-05,66
2014-01-06,68
2014-01-07,69
2014-01-08,69
2014-01-09,70
2014-01-10,71
2014-01-11,72
2014-01-12,70
2014-01-13,68
2014-01-14,66
2014-01-15,64
2014-01-16,62
2014-01-17,60
2014-01-18,59
2014-01-19,58
2014-01-20,57
2014-01-21,56
2014-01-22,56
2014-01-23,55
2014-01-24,54
2014-01-25,54
2014-01-26,55
2014-01-27,56
2014-01-28,57
2014-01-29,58
2014-01-30,59
2014-01-31,60
2014-02-01,61
