Date,Robert W Baird
2013-01-06,73
2013-01-07,68
2013-01-08,63
2013-01-09,57
2013-01-10,52
2013-01-11,47
2013-01-12,42
2013-01-13,43
2013-01-14,45
2013-01-15,47
2013-01-16,49
2013-01-17,51
2013-01-18,53
2013-01-19,55
2013-01-20,57
2013-01-21,61
2013-01-22,63
2013-01-23,66
2013-01-24,69
2013-01-25,72
2013-01-26,75
2013-01-27,76
2013-01-28,77
2013-01-29,78
2013-01-30,79
2013-01-31,80
2013-02-01,81
2013-02-02,82
2013-02-03,80
2013-02-04,79
2013-02-05,77
2013-02-06,76
2013-02-07,74
2013-02-08,73
2013-02-09,72
2013-02-10,73
2013-02-11,75
2013-02-12,76
2013-02-13,77
2013-02-14,78
2013-02-15,79
2013-02-16,81
2013-02-17,76
2013-02-18,70
2013-02-19,66
2013-02-20,61
2013-02-21,57
2013-02-22,52
2013-02-23,48
2013-02-24,47
2013-02-25,47
2013-02-26,47
2013-02-27,46
2013-02-28,46
2013-03-01,46
2013-03-02,46
2013-03-03,53
2013-03-04,62
2013-03-05,69
2013-03-06,77
2013-03-07,85
2013-03-08,93
2013-03-09,101
2013-03-10,96
2013-03-11,89
2013-03-12,84
2013-03-13,79
2013-03-14,74
2013-03-15,69
2013-03-16,64
2013-03-17,65
2013-03-18,67
2013-03-19,68
2013-03-20,70
2013-03-21,71
2013-03-22,73
2013-03-23,74
2013-03-24,71
2013-03-25,67
2013-03-26,64
2013-03-27,61
2013-03-28,58
2013-03-29,55
2013-03-30,52
2013-03-31,55
2013-04-07,79
2013-04-08,80
2013-04-09,81
2013-04-10,82
2013-04-11,83
2013-04-12,84
2013-04-13,86
2013-04-14,87
2013-04-15,89
2013-04-16,90
2013-04-17,91
2013-04-18,92
2013-04-19,93
2013-04-20,95
2013-04-21,90
2013-04-22,85
2013-04-23,80
2013-04-24,76
2013-04-25,71
2013-04-26,66
2013-04-27,62
2013-04-28,63
2013-04-29,64
2013-04-30,65
2013-05-01,67
2013-05-02,68
2013-05-03,69
2013-05-04,71
2013-05-05,73
2013-05-06,75
2013-05-07,78
2013-05-08,80
2013-05-09,82
2013-05-10,85
2013-05-11,87
2013-05-12,83
2013-05-13,79
2013-05-14,75
2013-05-15,71
2013-05-16,67
2013-05-17,63
2013-05-18,59
2013-05-19,61
2013-05-20,63
2013-05-21,65
2013-05-22,68
2013-05-23,70
2013-05-24,72
2013-05-25,75
2013-05-26,73
2013-05-27,73
2013-05-28,72
2013-05-29,71
2013-05-30,70
2013-05-31,68
2013-06-01,67
2013-06-02,66
2013-06-03,63
2013-06-04,61
2013-06-05,60
2013-06-06,58
2013-06-07,56
2013-06-08,55
2013-06-09,54
2013-06-10,54
2013-06-11,54
2013-06-12,54
2013-06-13,54
2013-06-14,54
2013-06-15,54
2013-06-16,57
2013-06-17,60
2013-06-18,64
2013-06-19,67
2013-06-20,71
2013-06-21,74
2013-06-22,78
2013-06-23,76
2013-06-24,74
2013-06-25,72
2013-06-26,71
2013-06-27,69
2013-06-28,67
2013-06-29,65
2013-06-30,66
2013-07-07,66
2013-07-08,60
2013-07-09,54
2013-07-10,48
2013-07-11,42
2013-07-12,36
2013-07-13,30
2013-07-14,34
2013-07-15,39
2013-07-16,43
2013-07-17,47
2013-07-18,52
2013-07-19,56
2013-07-20,61
2013-07-21,59
2013-07-22,57
2013-07-23,55
2013-07-24,53
2013-07-25,51
2013-07-26,49
2013-07-27,47
2013-07-28,47
2013-07-29,47
2013-07-30,48
2013-07-31,48
2013-08-01,48
2013-08-02,49
2013-08-03,49
2013-08-04,48
2013-08-05,47
2013-08-06,46
2013-08-07,46
2013-08-08,45
2013-08-09,44
2013-08-10,44
2013-08-11,44
2013-08-12,45
2013-08-13,45
2013-08-14,46
2013-08-15,46
2013-08-16,47
2013-08-17,47
2013-08-18,47
2013-08-19,47
2013-08-20,46
2013-08-21,46
2013-08-22,46
2013-08-23,46
2013-08-24,46
2013-08-25,45
2013-08-26,43
2013-08-27,42
2013-08-28,40
2013-08-29,39
2013-08-30,38
2013-08-31,37
2013-09-01,39
2013-09-02,42
2013-09-03,45
2013-09-04,48
2013-09-05,51
2013-09-06,54
2013-09-07,57
2013-09-08,54
2013-09-09,51
2013-09-10,48
2013-09-11,46
2013-09-12,43
2013-09-13,40
2013-09-14,38
2013-09-15,40
2013-09-16,43
2013-09-17,46
2013-09-18,48
2013-09-19,51
2013-09-20,54
2013-09-21,56
2013-09-22,55
2013-09-23,53
2013-09-24,51
2013-09-25,50
2013-09-26,48
2013-09-27,47
2013-09-28,46
2013-09-29,47
2013-10-06,58
2013-10-07,58
2013-10-08,58
2013-10-09,58
2013-10-10,58
2013-10-11,58
2013-10-12,59
2013-10-13,61
2013-10-14,63
2013-10-15,66
2013-10-16,68
2013-10-17,70
2013-10-18,72
2013-10-19,75
2013-10-20,71
2013-10-21,66
2013-10-22,62
2013-10-23,58
2013-10-24,54
2013-10-25,50
2013-10-26,47
2013-10-27,47
2013-10-28,49
