Date,RBC Capital Markets
2011-02-06,72
2011-02-07,77
2011-02-08,81
2011-02-09,85
2011-02-10,90
2011-02-11,94
2011-02-12,99
2011-02-13,96
2011-02-14,90
2011-02-15,87
2011-02-16,83
2011-02-17,80
2011-02-18,77
2011-02-19,74
2011-02-20,72
2011-02-21,71
2011-02-22,70
2011-02-23,68
2011-02-24,67
2011-02-25,66
2011-02-26,65
2011-02-27,69
2011-02-28,73
2011-03-01,77
2011-03-02,82
2011-03-03,86
2011-03-04,90
2011-03-05,94
2011-03-06,89
2011-03-07,83
2011-03-08,78
2011-03-09,72
2011-03-10,67
2011-03-11,61
2011-03-12,56
2011-03-13,55
2011-03-14,54
2011-03-15,54
2011-03-16,53
2011-03-17,53
2011-03-18,52
2011-03-19,52
2011-03-20,55
2011-03-21,59
2011-03-22,62
2011-03-23,66
2011-03-24,69
2011-03-25,73
2011-03-26,77
2011-03-27,79
2011-05-01,61
2011-05-02,65
2011-05-03,69
2011-05-04,72
2011-05-05,76
2011-05-06,79
2011-05-07,83
2011-05-08,79
2011-05-09,73
2011-05-10,69
2011-05-11,64
2011-05-12,60
2011-05-13,56
2011-05-14,52
2011-05-15,55
2011-05-16,58
2011-05-17,61
2011-05-18,64
2011-05-19,67
2011-05-20,70
2011-05-21,74
2011-05-22,71
2011-05-23,68
2011-05-24,65
2011-05-25,63
2011-05-26,60
2011-05-27,58
2011-05-28,56
2011-05-29,56
2011-05-30,56
2011-05-31,56
2011-06-01,56
2011-06-02,56
2011-06-03,56
2011-06-04,57
2011-06-05,57
2011-06-06,58
2011-06-07,59
2011-06-08,60
2011-06-09,61
2011-06-10,62
2011-06-11,63
2011-06-12,66
2011-06-13,70
2011-06-14,73
2011-06-15,76
2011-06-16,80
2011-06-17,83
2011-06-18,86
2011-06-19,83
2011-06-20,78
2011-06-21,74
2011-06-22,71
2011-06-23,67
2011-06-24,63
2011-06-25,60
2011-06-26,61
2011-06-27,62
2011-06-28,64
2011-06-29,65
2011-06-30,66
2011-07-01,68
2011-07-02,69
2011-07-03,71
2011-07-04,72
2011-07-05,74
2011-07-06,76
2011-07-07,78
2011-07-08,80
2011-07-09,82
2011-07-10,78
2011-07-11,74
2011-07-12,71
2011-07-13,67
2011-07-14,64
2011-07-15,60
2011-07-16,57
2011-07-17,62
2011-07-18,68
2011-07-19,73
2011-07-20,79
2011-07-21,84
2011-07-22,90
2011-07-23,96
2011-07-24,92
2011-07-25,88
2011-07-26,84
2011-07-27,80
2011-07-28,76
2011-07-29,73
2011-07-30,71
2011-07-31,66
2011-08-07,76
2011-08-08,78
2011-08-09,79
2011-08-10,81
2011-08-11,82
2011-08-12,84
2011-08-13,85
2011-08-14,84
2011-08-15,81
2011-08-16,80
2011-08-17,79
2011-08-18,78
2011-08-19,77
2011-08-20,76
