Date,Morgan Stanley
2007-02-10,35
2007-02-11,34
2007-02-12,34
2007-02-13,35
2007-02-14,33
2007-02-15,33
2007-02-16,32
2007-02-17,33
2007-02-18,32
2007-02-19,32
2007-02-20,32
2007-02-21,33
2007-02-22,36
2007-02-23,33
2007-02-24,34
2007-02-25,35
2007-02-26,33
2007-02-27,33
2007-02-28,32
2007-03-01,34
2007-03-02,32
2007-03-03,32
2007-03-04,31
2007-03-05,31
2007-03-06,31
2007-03-07,32
2007-03-08,32
2007-03-09,31
2007-03-10,30
2007-03-11,29
2007-03-12,28
2007-03-13,28
2007-03-14,27
2007-03-15,27
2007-03-16,26
2007-03-17,26
2007-03-18,26
2007-03-19,26
2007-03-20,28
2007-03-21,26
2007-03-22,26
2007-03-23,27
2007-03-24,28
2007-03-25,27
2007-03-26,28
2007-03-27,29
2007-03-28,30
2007-03-29,33
2007-03-30,32
2007-03-31,33
2007-05-01,32
2007-05-02,33
2007-05-03,33
2007-05-04,32
2007-05-05,31
2007-05-06,30
2007-05-07,30
2007-05-08,30
2007-05-09,31
2007-05-10,33
2007-05-11,30
2007-05-12,30
2007-05-13,30
2007-05-14,28
2007-05-15,28
2007-05-16,28
2007-05-17,27
2007-05-18,28
2007-05-19,27
2007-05-20,26
2007-05-21,27
2007-05-22,27
2007-05-23,28
2007-05-24,28
2007-05-25,29
2007-05-26,33
2007-05-27,30
2007-05-28,32
2007-05-29,32
2007-05-30,33
2007-05-31,34
2007-06-01,36
2007-06-02,39
2007-06-03,36
2007-06-04,36
2007-06-05,36
2007-06-06,37
2007-06-07,36
2007-06-08,36
2007-06-09,37
2007-06-10,35
2007-06-11,34
2007-06-12,34
2007-06-13,35
2007-06-14,33
2007-06-15,32
2007-06-16,32
2007-06-17,31
2007-06-18,31
2007-06-19,30
2007-06-20,30
2007-06-21,30
2007-06-22,31
2007-06-23,29
2007-06-24,30
2007-06-25,31
2007-06-26,33
2007-06-27,33
2007-06-28,34
2007-06-29,35
2007-06-30,36
2007-07-01,35
2007-07-02,35
2007-07-03,34
2007-07-04,34
2007-07-05,34
2007-07-06,33
2007-07-07,35
2007-07-08,32
2007-07-09,32
2007-07-10,32
2007-07-11,33
2007-07-12,31
2007-07-13,31
2007-07-14,32
2007-07-15,31
2007-07-16,31
2007-07-17,32
2007-07-18,34
2007-07-19,33
2007-07-20,36
2007-07-21,34
2007-07-22,33
2007-07-23,32
2007-07-24,33
2007-07-25,32
2007-07-26,30
2007-07-27,30
2007-07-28,30
2007-07-29,29
2007-07-30,31
2007-07-31,31
2007-08-01,32
2007-08-02,33
2007-08-03,34
2007-08-04,37
2007-08-05,34
2007-08-06,34
2007-08-07,35
2007-08-08,34
2007-08-09,32
2007-08-10,36
2007-08-11,32
2007-08-12,32
2007-08-13,32
2007-08-14,33
2007-08-15,36
2007-08-16,34
2007-08-17,35
2007-08-18,35
2007-08-19,34
2007-08-20,32
2007-08-21,31
2007-08-22,31
2007-08-23,29
2007-08-24,28
2007-08-25,28
2007-08-26,27
2007-08-27,27
2007-08-28,27
2007-08-29,27
2007-08-30,28
2007-08-31,27
2007-09-01,27
2007-09-02,26
2007-09-03,26
2007-09-04,26
2007-09-05,25
2007-09-06,28
2007-09-07,25
2007-09-08,25
2007-09-09,25
2007-09-10,26
2007-09-11,27
2007-09-12,28
2007-09-13,28
2007-09-14,30
2007-09-15,31
2007-09-16,30
2007-09-17,30
2007-09-18,31
2007-09-19,30
2007-09-20,30
2007-09-21,30
2007-09-22,32
2007-09-23,32
2007-09-24,31
2007-09-25,31
2007-09-26,32
2007-09-27,32
2007-09-28,32
2007-09-29,34
2007-09-30,33
2007-10-01,33
2007-10-02,33
2007-10-03,33
2007-10-04,34
2007-10-05,33
2007-10-06,34
2007-10-07,32
2007-10-08,32
2007-10-09,31
2007-10-10,31
2007-10-11,31
2007-10-12,32
2007-10-13,30
2007-10-14,30
2007-10-15,30
2007-10-16,31
2007-10-17,30
2007-10-18,33
2007-10-19,30
2007-10-20,30
2007-10-21,30
2007-10-22,30
2007-10-23,30
2007-10-24,30
2007-10-25,32
2007-10-26,31
2007-10-27,33
2007-10-28,31
2007-10-29,31
2007-10-30,31
2007-10-31,31
2007-11-01,31
2007-11-02,33
2007-11-03,32
2007-11-04,31
2007-11-05,31
2007-11-06,33
2007-11-07,30
2007-11-08,32
2007-11-09,33
2007-11-10,30
2007-11-11,29
2007-11-12,28
2007-11-13,28
2007-11-14,28
2007-11-15,27
2007-11-16,27
2007-11-17,26
2007-11-18,28
2007-11-19,26
2007-11-20,28
2007-11-21,27
2007-11-22,28
2007-11-23,27
2007-11-24,29
2007-11-25,28
2007-11-26,28
2007-11-27,28
2007-11-28,28
2007-11-29,29
2007-11-30,28
2007-12-01,29
2007-12-02,29
2007-12-03,28
2007-12-04,29
2007-12-05,31
2007-12-06,30
2007-12-07,31
2007-12-08,31
2007-12-09,32
2007-12-10,30
2007-12-11,29
2007-12-12,29
2007-12-13,29
2007-12-14,29
2007-12-15,28
2007-12-16,28
2007-12-17,28
2007-12-18,28
2007-12-19,28
2007-12-20,28
2007-12-21,28
2007-12-22,28
2007-12-23,27
2007-12-24,27
2007-12-25,28
2007-12-26,26
2007-12-27,26
2007-12-28,25
2007-12-29,25
2007-12-30,25
2007-12-31,25
2008-01-01,26
2008-01-02,26
2008-01-03,27
2008-01-04,27
2008-01-05,30
2008-01-06,28
2008-01-07,28
2008-01-08,29
2008-01-09,29
2008-01-10,29
2008-01-11,29
