Date,Deutsche Bank
2007-03-01,76
2007-03-02,79
2007-03-03,86
2007-03-04,78
2007-03-05,78
2007-03-06,79
2007-03-07,77
2007-03-08,80
2007-03-09,77
2007-03-10,84
2007-03-11,76
2007-03-12,75
2007-03-13,74
2007-03-14,75
2007-03-15,73
2007-03-16,74
2007-03-17,78
2007-03-18,71
2007-03-19,71
2007-03-20,71
2007-03-21,70
2007-03-22,70
2007-03-23,72
2007-03-24,75
2007-03-25,72
2007-03-26,71
2007-03-27,72
2007-03-28,72
2007-03-29,73
2007-03-30,74
2007-03-31,80
2007-04-01,74
2007-04-02,74
2007-04-03,74
2007-04-04,74
2007-04-05,74
2007-04-06,77
2007-04-07,74
2007-04-08,73
2007-04-09,70
2007-04-10,69
2007-04-11,69
2007-04-12,69
2007-04-13,68
2007-04-14,73
2007-04-15,67
2007-04-16,68
2007-04-17,69
2007-04-18,72
2007-04-19,70
2007-04-20,72
2007-04-21,78
2007-04-22,72
2007-04-23,72
2007-04-24,72
2007-04-25,74
2007-04-26,72
2007-04-27,73
2007-04-28,79
2007-04-29,73
2007-04-30,73
2007-05-01,80
2007-05-02,73
2007-05-03,74
2007-05-04,74
2007-05-05,78
2007-05-06,75
2007-05-07,72
2007-05-08,72
2007-05-09,73
2007-05-10,72
2007-05-11,71
2007-05-12,77
2007-05-13,70
2007-05-14,69
2007-05-15,69
2007-05-16,68
2007-05-17,72
2007-05-18,67
2007-05-19,73
2007-05-20,67
2007-05-21,67
2007-05-22,67
2007-05-23,69
2007-05-24,68
2007-05-25,68
2007-05-26,75
2007-05-27,70
2007-05-28,70
2007-05-29,71
2007-05-30,72
2007-05-31,73
2007-06-01,74
2007-06-02,82
2007-06-03,75
2007-06-04,75
2007-06-05,75
2007-06-06,76
2007-06-07,77
2007-06-08,75
2007-06-09,80
2007-06-10,74
2007-06-11,74
2007-06-12,75
2007-06-13,74
2007-06-14,73
2007-06-15,73
2007-06-16,78
2007-06-17,73
2007-06-18,73
2007-06-19,76
2007-06-20,74
2007-06-21,74
2007-06-22,75
2007-06-23,83
2007-06-24,75
2007-06-25,76
2007-06-26,78
2007-06-27,77
2007-06-28,78
2007-06-29,80
2007-06-30,85
2007-07-01,80
2007-07-02,81
2007-07-03,83
2007-07-04,83
2007-07-05,87
2007-07-06,87
2007-07-07,96
2007-07-08,84
2007-07-09,82
2007-07-10,82
2007-07-11,79
2007-07-12,79
2007-07-13,76
2007-07-14,81
2007-07-15,75
2007-07-16,75
2007-07-17,76
2007-07-18,75
2007-07-19,75
2007-07-20,76
2007-07-21,81
2007-07-22,75
2007-07-23,75
2007-07-24,76
2007-07-25,75
2007-07-26,75
2007-07-27,75
2007-07-28,81
2007-07-29,75
2007-07-30,76
2007-07-31,77
2007-08-01,77
2007-08-02,80
2007-08-03,80
2007-08-04,87
2007-08-05,79
2007-08-06,78
2007-08-07,78
2007-08-08,78
2007-08-09,77
2007-08-10,76
2007-08-11,81
2007-08-12,77
2007-08-13,74
2007-08-14,74
2007-08-15,73
2007-08-16,72
2007-08-17,74
2007-08-18,77
2007-08-19,71
2007-08-20,71
2007-08-21,73
2007-08-22,71
2007-08-23,71
2007-08-24,73
2007-08-25,78
2007-08-26,73
2007-08-27,75
2007-08-28,77
2007-08-29,79
2007-08-30,80
2007-08-31,82
2007-09-01,84
2007-09-02,83
2007-09-03,82
2007-09-04,83
2007-09-05,82
2007-09-06,79
2007-09-07,80
2007-09-08,83
2007-09-09,77
2007-09-10,76
2007-09-11,76
2007-09-12,74
2007-09-13,73
2007-09-14,73
2007-09-15,75
2007-09-16,71
2007-09-17,71
2007-09-18,72
2007-09-19,72
2007-09-20,72
2007-09-21,74
2007-09-22,79
2007-09-23,74
2007-09-24,74
2007-09-25,75
2007-09-26,75
2007-09-27,77
2007-09-28,76
2007-09-29,82
2007-09-30,77
2007-10-01,76
2007-10-02,78
2007-10-03,79
2007-10-04,75
2007-10-05,76
2007-10-06,82
2007-10-07,76
2007-10-08,74
2007-10-09,75
2007-10-10,74
2007-10-11,75
2007-10-12,74
2007-10-13,80
2007-10-14,74
2007-10-15,73
2007-10-16,74
2007-10-17,72
2007-10-18,72
2007-10-19,73
2007-10-20,77
2007-10-21,71
2007-10-22,71
2007-10-23,73
2007-10-24,72
2007-10-25,72
2007-10-26,73
2007-10-27,79
2007-10-28,74
2007-10-29,76
2007-10-30,79
2007-10-31,79
2007-11-01,85
2007-11-02,83
2007-11-03,92
2007-11-04,83
2007-11-05,82
2007-11-06,83
2007-11-07,80
2007-11-08,79
2007-11-09,79
2007-11-10,84
2007-11-11,76
2007-11-12,76
2007-11-13,77
2007-11-14,76
2007-11-15,78
2007-11-16,76
2007-11-17,83
2007-11-18,77
2007-11-19,78
2007-11-20,81
2007-11-21,81
2007-11-22,82
2007-11-23,89
2007-11-24,93
2007-11-25,86
2007-11-26,87
2007-11-27,88
2007-11-28,89
2007-11-29,90
2007-11-30,91
2007-12-01,92
2007-12-02,91
2007-12-03,91
2007-12-04,93
2007-12-05,90
2007-12-06,91
2007-12-07,90
2007-12-08,96
2007-12-09,86
2007-12-10,84
2007-12-11,82
2007-12-12,79
2007-12-13,78
2007-12-14,75
2007-12-15,79
2007-12-16,73
2007-12-17,74
2007-12-18,74
2007-12-19,77
2007-12-20,75
2007-12-21,76
2007-12-22,82
2007-12-23,77
2007-12-24,73
2007-12-25,74
2007-12-26,69
2007-12-27,67
2007-12-28,66
2007-12-29,67
2007-12-30,65
2007-12-31,68
2008-01-01,71
2008-01-02,73
2008-01-03,77
2008-01-04,79
2008-01-05,87
2008-01-06,81
2008-01-07,81
2008-01-08,81
2008-01-09,82
2008-01-10,81
2008-01-11,82
2008-01-12,86
2008-01-13,80
2008-01-14,79
2008-01-15,81
2008-01-16,78
2008-01-17,78
2008-01-18,77
2008-01-19,81
2008-01-20,76
2008-01-21,76
2008-01-22,76
2008-01-23,78
2008-01-24,77
2008-01-25,76
2008-01-26,84
2008-01-27,78
2008-01-28,79
2008-01-29,81
2008-01-30,82
2008-01-31,83
2008-02-01,86
2008-02-02,92
2008-02-03,85
2008-02-04,84
2008-02-05,83
2008-02-06,84
2008-02-07,82
2008-02-08,85
2008-02-09,88
2008-02-10,79
2008-02-11,78
2008-02-12,77
2008-02-13,77
2008-02-14,75
2008-02-15,75
2008-02-16,78
2008-02-17,73
2008-02-18,73
2008-02-19,73
2008-02-20,73
2008-02-21,74
2008-02-22,73
2008-02-23,78
2008-02-24,74
2008-02-25,75
2008-02-26,78
2008-02-27,78
2008-02-28,80
2008-02-29,81
2008-03-01,83
2008-03-02,85
2008-03-03,82
2008-03-04,83
2008-03-05,83
2008-03-06,82
2008-03-07,84
2008-03-08,87
2008-03-09,82
2008-03-10,79
2008-03-11,78
2008-03-12,78
2008-03-13,75
2008-03-14,75
2008-03-15,79
2008-03-16,72
2008-03-17,72
2008-03-18,71
2008-03-19,72
2008-03-20,72
2008-03-21,76
2008-03-22,70
2008-03-23,73
2008-03-24,71
2008-03-25,71
2008-03-26,72
2008-03-27,73
2008-03-28,73
2008-03-29,81
2008-03-30,75
2008-03-31,76
2008-04-01,78
2008-04-02,79
2008-04-03,81
2008-04-04,82
2008-04-05,89
2008-04-06,80
2008-04-07,79
2008-04-08,78
2008-04-09,77
2008-04-10,75
2008-04-11,77
2008-04-12,76
2008-04-13,74
2008-04-14,73
2008-04-15,73
2008-04-16,73
2008-04-17,74
2008-04-18,74
2008-04-19,78
2008-04-20,72
2008-04-21,72
2008-04-22,72
2008-04-23,71
2008-04-24,73
2008-04-25,71
2008-04-26,77
2008-04-27,72
2008-04-28,71
2008-04-29,71
2008-04-30,71
2008-05-01,80
2008-05-02,71
2008-05-03,76
2008-05-04,72
2008-05-05,72
2008-05-06,75
2008-05-07,75
2008-05-08,74
2008-05-09,76
2008-05-10,81
2008-05-11,76
2008-05-12,72
2008-05-13,71
2008-05-14,70
2008-05-15,69
2008-05-16,67
2008-05-17,71
2008-05-18,66
2008-05-19,67
2008-05-20,70
2008-05-21,68
2008-05-22,70
2008-05-23,69
2008-05-24,76
2008-05-25,71
2008-05-26,73
2008-05-27,76
2008-05-28,76
2008-05-29,77
2008-05-30,80
2008-05-31,87
