Date,Morgan Stanley
2011-07-09,82
2011-07-10,79
2011-07-11,77
2011-07-12,80
2011-07-13,79
2011-07-14,80
2011-07-15,87
2011-07-16,87
2011-07-17,86
2011-07-18,83
2011-07-19,86
2011-07-20,84
2011-07-21,84
2011-07-22,88
2011-07-23,96
2011-07-24,84
2011-07-25,81
2011-07-26,82
2011-07-27,81
2011-07-28,77
2011-07-29,75
2011-07-30,86
2011-07-31,74
2011-08-01,75
2011-08-02,77
2011-08-03,77
2011-08-04,84
2011-08-05,79
2011-08-06,88
2011-08-07,81
2011-08-08,83
2011-08-09,84
2011-08-10,88
2011-08-11,89
2011-08-12,94
2011-08-13,101
2011-08-14,90
2011-08-15,89
2011-08-16,91
2011-08-17,89
2011-08-18,86
2011-08-19,92
2011-08-20,92
2011-08-21,86
2011-08-22,83
2011-08-23,82
2011-08-24,84
2011-08-25,80
2011-08-26,79
2011-08-27,90
2011-08-28,76
2011-08-29,75
2011-08-30,73
2011-08-31,72
2011-09-01,71
2011-09-02,74
2011-09-03,72
2011-09-04,68
2011-09-05,65
2011-09-06,63
2011-09-07,62
2011-09-08,65
2011-09-09,61
2011-09-10,61
2011-09-11,62
2011-09-12,63
2011-09-13,66
2011-09-14,70
2011-09-15,71
2011-09-16,77
2011-09-17,85
2011-09-18,78
2011-09-19,74
2011-09-20,73
2011-09-21,72
2011-09-22,70
2011-09-23,71
2011-09-24,73
2011-09-25,70
2011-09-26,70
2011-09-27,71
2011-09-28,75
2011-09-29,73
2011-09-30,75
2011-10-01,76
2011-10-02,80
2011-10-03,78
2011-10-04,79
2011-10-05,82
2011-10-06,81
2011-10-07,85
2011-10-08,91
2011-10-09,88
2011-10-10,78
2011-10-11,76
2011-10-12,73
2011-10-13,71
2011-10-14,69
2011-10-15,77
2011-10-16,68
2011-10-17,71
2011-10-18,78
2011-10-19,77
2011-10-20,83
2011-10-21,83
2011-10-22,89
2011-10-23,92
2011-10-24,84
2011-10-25,83
2011-10-26,85
2011-10-27,81
2011-10-28,80
2011-10-29,92
2011-10-30,78
2011-10-31,77
2011-11-01,76
2011-11-02,76
2011-11-03,76
2011-11-04,74
2011-11-05,83
2011-11-06,74
2011-11-07,74
2011-11-08,74
2011-11-09,80
2011-11-10,75
2011-11-11,76
2011-11-12,85
2011-11-13,78
2011-11-14,72
2011-11-15,70
2011-11-16,68
2011-11-17,69
2011-11-18,64
2011-11-19,70
2011-11-20,61
2011-11-21,60
2011-11-22,58
2011-11-23,58
2011-11-24,61
2011-11-25,54
2011-11-26,56
2011-11-27,59
2011-11-28,57
2011-11-29,59
2011-11-30,61
2011-12-01,63
2011-12-02,65
2011-12-03,78
2011-12-04,69
2011-12-05,69
2011-12-06,69
2011-12-07,72
2011-12-08,70
2011-12-09,71
2011-12-10,79
2011-12-11,72
2011-12-12,69
2011-12-13,68
2011-12-14,69
2011-12-15,66
2011-12-16,65
2011-12-17,73
2011-12-18,64
2011-12-19,64
2011-12-20,64
2011-12-21,65
2011-12-22,67
2011-12-23,65
2011-12-24,73
2011-12-25,69
2011-12-26,65
2011-12-27,64
2011-12-28,64
2011-12-29,68
2011-12-30,63
2011-12-31,66
2012-01-01,63
2012-01-02,64
2012-01-03,65
2012-01-04,65
2012-01-05,67
2012-01-06,67
2012-01-07,73
2012-01-08,71
2012-01-09,68
2012-01-10,70
2012-01-11,69
2012-01-12,70
2012-01-13,73
2012-01-14,76
2012-01-15,73
2012-01-16,73
2012-01-17,74
2012-01-18,76
2012-01-19,76
2012-01-20,79
2012-01-21,86
2012-01-22,85
2012-01-23,80
2012-01-24,82
2012-01-25,81
2012-01-26,82
2012-01-27,83
2012-01-28,90
2012-01-29,86
2012-01-30,88
2012-01-31,90
2012-02-01,92
2012-02-02,96
2012-02-03,97
2012-02-04,106
2012-02-05,107
2012-02-06,96
2012-02-07,95
2012-02-08,95
2012-02-09,93
2012-02-10,91
2012-02-11,102
2012-02-12,90
2012-02-13,91
2012-02-14,91
2012-02-15,92
2012-02-16,93
2012-02-17,93
2012-02-18,104
2012-02-19,96
2012-02-20,93
2012-02-21,93
2012-02-22,94
2012-02-23,95
2012-02-24,95
2012-02-25,95
2012-02-26,96
2012-02-27,90
2012-02-28,89
2012-02-29,87
2012-03-01,90
2012-03-02,85
2012-03-03,92
2012-03-04,83
2012-03-05,82
2012-03-06,81
2012-03-07,84
2012-03-08,79
2012-03-09,80
2012-03-10,84
2012-03-11,83
2012-03-12,80
2012-03-13,84
2012-03-14,83
2012-03-15,84
2012-03-16,90
2012-03-17,97
2012-03-18,87
