Date,Citigroup
2009-11-01,81
2009-11-02,84
2009-11-03,93
2009-11-04,94
2009-11-05,94
2009-11-06,96
2009-11-07,109
2009-11-08,103
2009-11-09,92
2009-11-10,90
2009-11-11,87
2009-11-12,82
2009-11-13,81
2009-11-14,79
2009-11-15,79
2009-11-16,75
2009-11-17,76
2009-11-18,77
2009-11-19,75
2009-11-20,77
2009-11-21,80
2009-11-22,77
2009-11-23,72
2009-11-24,70
2009-11-25,69
2009-11-26,69
2009-11-27,64
2009-11-28,66
2009-11-29,65
2009-11-30,65
2009-12-01,68
2009-12-02,71
2009-12-03,71
2009-12-04,73
2009-12-05,80
2009-12-06,81
2009-12-07,75
2009-12-08,75
2009-12-09,76
2009-12-10,77
2009-12-11,78
2009-12-12,82
2009-12-13,82
2009-12-14,83
2009-12-15,86
2009-12-16,89
2009-12-17,92
2009-12-18,100
2009-12-19,103
2009-12-20,100
2009-12-21,88
2009-12-22,83
2009-12-23,79
2009-12-24,76
2009-12-25,75
2009-12-26,64
2009-12-27,67
2009-12-28,66
2009-12-29,67
2009-12-30,68
2009-12-31,69
2010-01-01,78
2010-01-02,71
2010-01-03,73
2010-01-04,76
2010-01-05,78
2010-01-06,82
2010-01-07,83
2010-01-08,86
2010-01-09,98
2010-01-10,91
2010-01-11,86
2010-01-12,84
2010-01-13,85
2010-01-14,81
2010-01-15,80
2010-01-16,87
2010-01-17,84
2010-01-18,80
2010-01-19,80
2010-01-20,85
2010-01-21,83
2010-01-22,82
2010-01-23,88
2010-01-24,88
2010-01-25,80
2010-01-26,79
2010-01-27,78
2010-01-28,77
2010-01-29,76
2010-01-30,81
2010-01-31,79
2010-02-01,75
2010-02-02,75
2010-02-03,77
2010-02-04,76
2010-02-05,77
2010-02-06,84
2010-02-07,78
2010-02-08,75
2010-02-09,74
2010-02-10,74
2010-02-11,72
2010-02-12,71
2010-02-13,77
2010-02-14,75
2010-02-15,72
2010-02-16,73
2010-02-17,74
2010-02-18,74
2010-02-19,75
2010-02-20,82
2010-02-21,80
2010-02-22,76
2010-02-23,78
2010-02-24,76
2010-02-25,76
2010-02-26,76
2010-02-27,83
2010-02-28,79
2010-03-01,74
2010-03-02,74
2010-03-03,73
2010-03-04,72
2010-03-05,72
2010-03-06,77
2010-03-07,74
2010-03-08,75
2010-03-09,78
2010-03-10,80
2010-03-11,83
2010-03-12,86
2010-03-13,97
2010-03-14,88
2010-03-15,84
2010-03-16,85
2010-03-17,81
2010-03-18,81
2010-03-19,78
2010-03-20,85
2010-03-21,79
2010-03-22,79
2010-03-23,80
2010-03-24,82
2010-03-25,82
2010-03-26,83
2010-03-27,91
2010-03-28,86
2010-03-29,84
2010-03-30,84
2010-03-31,84
2010-05-01,81
2010-05-02,81
2010-05-03,80
2010-05-04,80
2010-05-05,81
2010-05-06,79
2010-05-07,80
2010-05-08,91
2010-05-09,80
2010-05-10,77
2010-05-11,77
2010-05-12,75
2010-05-13,76
2010-05-14,73
2010-05-15,81
2010-05-16,79
2010-05-17,73
2010-05-18,73
2010-05-19,73
2010-05-20,73
2010-05-21,73
2010-05-22,80
2010-05-23,75
2010-05-24,72
2010-05-25,71
2010-05-26,71
2010-05-27,72
2010-05-28,70
2010-05-29,77
2010-05-30,71
2010-05-31,71
2010-06-01,71
2010-06-02,72
2010-06-03,73
2010-06-04,73
2010-06-05,81
2010-06-06,78
2010-06-07,72
2010-06-08,71
2010-06-09,71
2010-06-10,70
2010-06-11,72
2010-06-12,74
2010-06-13,73
2010-06-14,70
2010-06-15,71
2010-06-16,73
2010-06-17,72
2010-06-18,73
2010-06-19,82
2010-06-20,73
2010-06-21,72
2010-06-22,72
2010-06-23,70
2010-06-24,69
2010-06-25,69
2010-06-26,74
2010-06-27,70
2010-06-28,69
2010-06-29,70
2010-06-30,70
2010-07-01,72
2010-07-02,73
2010-07-03,79
2010-07-04,78
2010-07-05,73
2010-07-06,73
2010-07-07,74
2010-07-08,75
2010-07-09,73
2010-07-10,80
2010-07-11,79
2010-07-12,76
2010-07-13,79
2010-07-14,80
2010-07-15,81
2010-07-16,82
2010-07-17,94
2010-07-18,89
2010-07-19,81
2010-07-20,82
2010-07-21,78
2010-07-22,80
2010-07-23,76
2010-07-24,83
2010-07-25,75
2010-07-26,75
2010-07-27,75
2010-07-28,76
2010-07-29,75
2010-07-30,76
2010-07-31,84
2010-08-01,76
2010-08-02,76
2010-08-03,77
2010-08-04,78
2010-08-05,78
2010-08-06,78
2010-08-07,87
2010-08-08,80
2010-08-09,77
2010-08-10,77
2010-08-11,78
2010-08-12,76
2010-08-13,76
2010-08-14,80
2010-08-15,78
2010-08-16,74
2010-08-17,74
2010-08-18,75
2010-08-19,75
2010-08-20,73
2010-08-21,80
2010-08-22,76
2010-08-23,72
2010-08-24,71
2010-08-25,71
2010-08-26,72
2010-08-27,70
2010-08-28,77
2010-08-29,72
2010-08-30,70
2010-08-31,71
2010-09-01,70
2010-09-02,70
2010-09-03,70
2010-09-04,78
2010-09-05,71
2010-09-06,69
2010-09-07,69
2010-09-08,69
2010-09-09,68
2010-09-10,68
2010-09-11,74
2010-09-12,70
2010-09-13,70
2010-09-14,72
2010-09-15,73
2010-09-16,76
2010-09-17,75
2010-09-18,84
2010-09-19,80
2010-09-20,75
2010-09-21,74
2010-09-22,76
2010-09-23,73
2010-09-24,73
2010-09-25,77
2010-09-26,75
2010-09-27,71
2010-09-28,71
2010-09-29,71
2010-09-30,71
2010-10-01,71
2010-10-02,77
2010-10-03,74
2010-10-04,69
2010-10-05,69
2010-10-06,69
2010-10-07,68
2010-10-08,68
2010-10-09,74
2010-10-10,67
2010-10-11,67
2010-10-12,67
2010-10-13,67
2010-10-14,67
2010-10-15,67
2010-10-16,75
2010-10-17,70
2010-10-18,69
2010-10-19,72
2010-10-20,74
2010-10-21,72
2010-10-22,73
2010-10-23,83
2010-10-24,74
2010-10-25,71
2010-10-26,71
2010-10-27,69
2010-10-28,67
2010-10-29,66
2010-10-30,72
2010-10-31,68
2010-11-01,65
2010-11-02,66
2010-11-03,66
2010-11-04,68
2010-11-05,67
2010-11-06,74
2010-11-07,71
2010-11-08,66
2010-11-09,66
2010-11-10,66
2010-11-11,67
2010-11-12,64
