Date,Lehman Brothers
2006-07-08,22
2006-07-09,23
2006-07-10,24
2006-07-11,25
2006-07-12,26
2006-07-13,27
2006-07-14,29
2006-07-15,29
2006-07-16,29
2006-07-17,30
2006-07-18,30
2006-07-19,31
2006-07-20,34
2006-07-21,32
2006-07-22,34
2006-07-23,31
2006-07-24,29
2006-07-25,28
2006-07-26,26
2006-07-27,26
2006-07-28,23
2006-07-29,22
2006-07-30,22
2006-07-31,22
2006-08-01,22
2006-08-02,22
2006-08-03,22
2006-08-04,22
2006-08-05,22
2006-08-06,23
2006-08-07,25
2006-08-08,25
2006-08-09,26
2006-08-10,27
2006-08-11,28
2006-08-12,30
2006-08-13,29
2006-08-14,28
2006-08-15,27
2006-08-16,26
2006-08-17,25
2006-08-18,25
2006-08-19,23
2006-08-20,23
2006-08-21,23
2006-08-22,23
2006-08-23,24
2006-08-24,23
2006-08-25,23
2006-08-26,23
2006-08-27,22
2006-08-28,22
2006-08-29,22
2006-08-30,21
2006-08-31,21
2006-09-01,22
2006-09-02,21
2006-09-03,21
2006-09-04,21
2006-09-05,21
2006-09-06,21
2006-09-07,21
2006-09-08,21
2006-09-09,21
2006-09-10,22
2006-09-11,23
2006-09-12,24
2006-09-13,26
2006-09-14,29
2006-09-15,28
2006-09-16,30
2006-09-17,30
2006-09-18,30
2006-09-19,33
2006-09-20,30
2006-09-21,30
2006-09-22,30
2006-09-23,31
2006-09-24,30
2006-09-25,31
2006-09-26,29
2006-09-27,29
2006-09-28,30
2006-09-29,28
2006-09-30,28
2006-10-01,28
2006-10-02,28
2006-10-03,30
2006-10-04,28
2006-10-05,28
2006-10-06,29
2006-10-07,28
2006-10-08,28
2006-10-09,28
2006-10-10,28
2006-10-11,28
2006-10-12,30
2006-10-13,28
2006-10-14,28
2006-10-15,28
2006-10-16,28
2006-10-17,28
2006-10-18,30
2006-10-19,28
2006-10-20,30
2006-10-21,29
2006-10-22,29
2006-10-23,29
2006-10-24,31
2006-10-25,29
2006-10-26,29
2006-10-27,30
2006-10-28,30
2006-10-29,29
2006-10-30,29
2006-10-31,29
2006-11-01,30
2006-11-02,29
2006-11-03,30
2006-11-04,29
2006-11-05,29
2006-11-06,29
2006-11-07,30
