Date,Deutsche Bank
2007-07-01,79
2007-07-02,80
2007-07-03,81
2007-07-04,81
2007-07-05,84
2007-07-06,84
2007-07-07,91
2007-07-08,81
2007-07-09,80
2007-07-10,81
2007-07-11,77
2007-07-12,77
2007-07-13,75
2007-07-14,80
2007-07-15,74
2007-07-16,74
2007-07-17,76
2007-07-18,74
2007-07-19,74
2007-07-20,75
2007-07-21,82
2007-07-22,74
2007-07-23,74
2007-07-24,74
2007-07-25,74
2007-07-26,74
2007-07-27,74
2007-07-28,80
2007-07-29,75
2007-07-30,76
2007-07-31,77
2007-08-01,78
2007-08-02,80
2007-08-03,81
2007-08-04,87
2007-08-05,81
2007-08-06,79
2007-08-07,78
2007-08-08,79
2007-08-09,77
2007-08-10,76
2007-08-11,83
2007-08-12,75
2007-08-13,74
2007-08-14,73
2007-08-15,73
2007-08-16,71
2007-08-17,72
2007-08-18,75
2007-08-19,70
2007-08-20,70
2007-08-21,71
2007-08-22,71
2007-08-23,70
2007-08-24,72
2007-08-25,76
2007-08-26,72
2007-08-27,73
2007-08-28,74
2007-08-29,76
2007-08-30,76
2007-08-31,77
2007-09-01,85
2007-09-02,79
2007-09-03,79
2007-09-04,82
2007-09-05,81
2007-09-06,79
2007-09-07,81
2007-09-08,85
2007-09-09,78
2007-09-10,77
2007-09-11,77
2007-09-12,74
2007-09-13,73
2007-09-14,72
2007-09-15,76
2007-09-16,70
2007-09-17,70
2007-09-18,71
2007-09-19,71
2007-09-20,70
2007-09-21,72
2007-09-22,75
2007-09-23,72
2007-09-24,72
2007-09-25,74
2007-09-26,74
2007-09-27,76
2007-09-28,76
2007-09-29,82
2007-09-30,79
2007-10-01,77
2007-10-02,79
2007-10-03,79
2007-10-04,75
2007-10-05,77
2007-10-06,82
2007-10-07,75
2007-10-08,75
2007-10-09,76
2007-10-10,75
2007-10-11,75
2007-10-12,76
2007-10-13,80
2007-10-14,75
2007-10-15,73
2007-10-16,73
2007-10-17,71
2007-10-18,70
2007-10-19,71
2007-10-20,75
2007-10-21,69
2007-10-22,69
2007-10-23,69
2007-10-24,69
2007-10-25,69
2007-10-26,70
2007-10-27,74
2007-10-28,71
2007-10-29,73
2007-10-30,76
2007-10-31,77
2007-11-01,82
2007-11-02,81
2007-11-03,91
2007-11-04,82
2007-11-05,81
2007-11-06,82
2007-11-07,79
2007-11-08,78
2007-11-09,78
2007-11-10,82
2007-11-11,76
2007-11-12,76
2007-11-13,79
2007-11-14,77
2007-11-15,78
2007-11-16,78
2007-11-17,84
2007-11-18,79
2007-11-19,80
2007-11-20,84
2007-11-21,82
2007-11-22,83
2007-11-23,90
2007-11-24,94
2007-11-25,86
2007-11-26,86
2007-11-27,88
2007-11-28,87
2007-11-29,87
2007-11-30,87
2007-12-01,95
2007-12-02,87
2007-12-03,87
2007-12-04,89
2007-12-05,87
2007-12-06,89
2007-12-07,88
2007-12-08,94
2007-12-09,85
2007-12-10,83
2007-12-11,81
2007-12-12,79
2007-12-13,79
2007-12-14,75
2007-12-15,80
2007-12-16,74
2007-12-17,74
2007-12-18,75
2007-12-19,76
2007-12-20,76
2007-12-21,76
2007-12-22,83
2007-12-23,76
2007-12-24,73
2007-12-25,74
2007-12-26,69
2007-12-27,67
2007-12-28,66
2007-12-29,70
2007-12-30,66
2007-12-31,69
2008-01-01,71
2008-01-02,74
2008-01-03,78
2008-01-04,82
2008-01-05,87
2008-01-06,81
2008-01-07,81
2008-01-08,81
2008-01-09,80
2008-01-10,79
2008-01-11,81
2008-01-12,84
2008-01-13,78
2008-01-14,77
2008-01-15,78
2008-01-16,75
2008-01-17,74
2008-01-18,73
2008-01-19,78
2008-01-20,73
2008-01-21,74
2008-01-22,75
2008-01-23,77
2008-01-24,78
2008-01-25,78
2008-01-26,87
2008-01-27,79
2008-01-28,80
2008-01-29,82
2008-01-30,82
2008-01-31,84
2008-02-01,85
2008-02-02,91
2008-02-03,84
2008-02-04,84
2008-02-05,83
2008-02-06,84
2008-02-07,82
2008-02-08,86
2008-02-09,89
2008-02-10,80
2008-02-11,79
2008-02-12,78
2008-02-13,79
2008-02-14,76
2008-02-15,75
2008-02-16,79
2008-02-17,73
2008-02-18,73
2008-02-19,74
2008-02-20,72
2008-02-21,73
2008-02-22,71
2008-02-23,77
2008-02-24,72
2008-02-25,73
2008-02-26,75
2008-02-27,76
2008-02-28,78
2008-02-29,79
2008-03-01,86
2008-03-02,82
2008-03-03,80
2008-03-04,81
2008-03-05,81
2008-03-06,79
2008-03-07,80
2008-03-08,84
2008-03-09,81
2008-03-10,77
2008-03-11,76
2008-03-12,75
2008-03-13,74
2008-03-14,74
2008-03-15,78
