Date,Seeking
2009-05-09,74
2009-05-10,72
2009-05-11,68
2009-05-12,65
2009-05-13,63
2009-05-14,60
2009-05-15,57
2009-05-16,55
2009-05-17,57
2009-05-18,59
2009-05-19,62
2009-05-20,64
2009-05-21,66
2009-05-22,69
2009-05-23,71
2009-05-24,70
2009-05-25,69
2009-05-26,68
2009-05-27,67
2009-05-28,66
2009-05-29,65
2009-05-30,64
2009-05-31,66
2009-06-01,68
2009-06-02,71
2009-06-03,73
2009-06-04,75
2009-06-05,77
2009-06-06,80
2009-06-07,78
2009-06-08,76
2009-06-09,74
2009-06-10,73
2009-06-11,71
2009-06-12,69
2009-06-13,68
2009-06-14,69
2009-06-15,71
2009-06-16,73
2009-06-17,75
2009-06-18,77
2009-06-19,78
2009-06-20,80
2009-06-21,78
2009-06-22,76
2009-06-23,74
2009-06-24,72
2009-06-25,70
2009-06-26,68
2009-06-27,67
2009-06-28,64
2009-06-29,62
2009-06-30,60
2009-07-01,58
2009-07-02,55
2009-07-03,53
2009-07-04,51
2009-07-05,52
2009-07-06,53
2009-07-07,54
2009-07-08,55
2009-07-09,56
2009-07-10,57
2009-07-11,59
2009-07-12,61
2009-07-13,63
2009-07-14,65
2009-07-15,68
2009-07-16,70
2009-07-17,72
2009-07-18,74
2009-07-19,72
2009-07-20,70
2009-07-21,68
2009-07-22,67
2009-07-23,65
2009-07-24,63
2009-07-25,62
2009-07-26,62
2009-08-02,64
2009-08-03,62
2009-08-04,59
2009-08-05,57
2009-08-06,54
2009-08-07,52
2009-08-08,50
2009-08-09,51
2009-08-10,53
2009-08-11,55
2009-08-12,57
2009-08-13,59
2009-08-14,61
2009-08-15,63
2009-08-16,61
2009-08-17,60
2009-08-18,59
2009-08-19,58
2009-08-20,57
2009-08-21,56
2009-08-22,55
2009-08-23,57
2009-08-24,60
2009-08-25,62
2009-08-26,64
2009-08-27,67
2009-08-28,69
2009-08-29,72
2009-08-30,71
2009-08-31,70
2009-09-01,69
2009-09-02,68
2009-09-03,67
2009-09-04,66
2009-09-05,65
2009-09-06,65
2009-09-07,66
2009-09-08,67
2009-09-09,68
2009-09-10,68
2009-09-11,69
2009-09-12,70
2009-09-13,69
2009-09-14,67
2009-09-15,66
2009-09-16,64
2009-09-17,63
2009-09-18,62
2009-09-19,61
2009-09-20,65
2009-09-21,69
2009-09-22,74
2009-09-23,78
2009-09-24,82
2009-09-25,87
2009-09-26,91
2009-09-27,88
2009-09-28,85
2009-09-29,82
2009-09-30,79
2009-10-01,76
2009-10-02,73
2009-10-03,71
2009-10-04,71
2009-10-05,72
2009-10-06,73
2009-10-07,73
2009-10-08,74
2009-10-09,75
2009-10-10,76
2009-10-11,75
2009-10-12,74
2009-10-13,73
2009-10-14,72
2009-10-15,71
2009-10-16,70
2009-10-17,69
2009-10-18,68
2009-10-19,68
2009-10-20,68
2009-10-21,68
2009-10-22,67
2009-10-23,67
2009-10-24,67
2009-10-25,67
2009-11-01,69
2009-11-02,68
2009-11-03,67
2009-11-04,66
2009-11-05,65
2009-11-06,64
