Date,Jefferies
2006-12-01,86
2006-12-02,86
2006-12-03,86
2006-12-04,86
2006-12-05,87
2006-12-06,87
2006-12-07,87
2006-12-08,88
2006-12-09,88
2006-12-10,88
2006-12-11,89
2006-12-12,89
2006-12-13,89
2006-12-14,90
2006-12-15,90
2006-12-16,90
2006-12-17,91
2006-12-18,91
2006-12-19,91
2006-12-20,92
2006-12-21,92
2006-12-22,92
2006-12-23,93
2006-12-24,93
2006-12-25,93
2006-12-26,94
2006-12-27,94
2006-12-28,94
2006-12-29,95
2006-12-30,95
2006-12-31,95
2007-01-01,96
2007-01-02,95
2007-01-03,94
2007-01-04,94
2007-01-05,93
2007-01-06,93
2007-01-07,92
2007-01-08,92
2007-01-09,91
2007-01-10,91
2007-01-11,90
2007-01-12,89
2007-01-13,89
2007-01-14,88
2007-01-15,88
2007-01-16,87
2007-01-17,87
2007-01-18,86
2007-01-19,86
2007-01-20,85
2007-01-21,85
2007-01-22,84
2007-01-23,83
2007-01-24,83
2007-01-25,82
2007-01-26,82
2007-01-27,81
2007-01-28,81
2007-01-29,80
2007-01-30,80
2007-01-31,79
2007-02-01,79
2007-02-02,79
2007-02-03,80
2007-02-04,80
2007-02-05,81
2007-02-06,81
2007-02-07,82
2007-02-08,82
2007-02-09,83
2007-02-10,83
2007-02-11,84
2007-02-12,84
2007-02-13,85
2007-02-14,85
2007-02-15,86
2007-02-16,86
2007-02-17,87
2007-02-18,87
2007-02-19,88
2007-02-20,88
2007-02-21,89
2007-02-22,89
2007-02-23,90
2007-02-24,90
2007-02-25,91
2007-02-26,91
2007-02-27,92
2007-02-28,92
2007-03-01,93
2007-03-02,92
2007-03-03,92
2007-03-04,91
2007-03-05,91
2007-03-06,90
2007-03-07,90
2007-03-08,89
2007-03-09,89
2007-03-10,88
2007-03-11,88
2007-03-12,87
2007-03-13,87
2007-03-14,86
2007-03-15,86
2007-03-16,85
2007-03-17,85
2007-03-18,84
2007-03-19,84
2007-03-20,83
2007-03-21,83
2007-03-22,82
2007-03-23,82
2007-03-24,81
2007-03-25,81
2007-03-26,80
2007-03-27,80
2007-03-28,79
2007-03-29,79
2007-03-30,78
2007-03-31,78
2007-04-01,78
2007-04-02,76
2007-04-03,75
2007-04-04,74
2007-04-05,73
2007-04-06,71
2007-04-07,70
2007-04-08,69
2007-04-09,68
2007-04-10,66
2007-04-11,65
2007-04-12,64
2007-04-13,63
2007-04-14,61
2007-04-15,60
2007-04-16,59
2007-04-17,58
2007-04-18,57
2007-04-19,55
2007-04-20,54
2007-04-21,53
2007-04-22,52
2007-04-23,50
2007-04-24,49
2007-04-25,48
2007-04-26,47
2007-04-27,45
2007-04-28,44
2007-04-29,43
2007-04-30,42
2007-05-01,41
2007-05-02,42
2007-05-03,43
