Date,Barclays Capital
2010-05-01,95
2010-05-02,97
2010-05-03,94
2010-05-04,93
2010-05-05,93
2010-05-06,95
2010-05-07,92
2010-05-08,95
2010-05-09,95
2010-05-10,92
2010-05-11,94
2010-05-12,93
2010-05-13,93
2010-05-14,96
2010-05-15,99
2010-05-16,93
2010-05-17,92
2010-05-18,92
2010-05-19,91
2010-05-20,89
2010-05-21,88
2010-05-22,92
2010-05-23,89
2010-05-24,88
2010-05-25,89
2010-05-26,91
2010-05-27,90
2010-05-28,91
2010-05-29,97
2010-05-30,94
2010-05-31,89
2010-06-01,88
2010-06-02,87
2010-06-03,88
2010-06-04,84
2010-06-05,88
2010-06-06,83
2010-06-07,83
2010-06-08,87
2010-06-09,84
2010-06-10,86
2010-06-11,85
2010-06-12,92
2010-06-13,86
2010-06-14,85
2010-06-15,86
2010-06-16,84
2010-06-17,83
2010-06-18,83
2010-06-19,87
2010-06-20,84
2010-06-21,82
2010-06-22,82
2010-06-23,81
2010-06-24,81
2010-06-25,81
2010-06-26,86
2010-06-27,83
2010-06-28,85
2010-06-29,90
2010-06-30,90
2010-07-01,93
2010-07-02,96
2010-07-03,104
2010-07-04,98
2010-07-05,95
2010-07-06,96
2010-07-07,93
2010-07-08,92
2010-07-09,93
2010-07-10,94
2010-07-11,92
2010-07-12,89
2010-07-13,90
2010-07-14,90
2010-07-15,89
2010-07-16,89
2010-07-17,94
2010-07-18,91
2010-07-19,90
2010-07-20,92
2010-07-21,91
2010-07-22,95
2010-07-23,93
2010-07-24,98
2010-07-25,98
2010-07-26,95
2010-07-27,96
2010-07-28,98
2010-07-29,98
2010-07-30,98
2010-07-31,107
2010-08-01,99
2010-08-02,99
2010-08-03,101
2010-08-04,99
2010-08-05,100
2010-08-06,100
2010-08-07,109
2010-08-08,98
2010-08-09,97
2010-08-10,96
2010-08-11,94
2010-08-12,95
2010-08-13,93
2010-08-14,93
2010-08-15,95
2010-08-16,90
2010-08-17,90
2010-08-18,91
2010-08-19,89
2010-08-20,91
2010-08-21,92
2010-08-22,91
2010-08-23,87
2010-08-24,88
2010-08-25,86
2010-08-26,87
2010-08-27,85
2010-08-28,91
2010-08-29,86
2010-08-30,84
2010-08-31,83
2010-09-01,83
2010-09-02,83
2010-09-03,83
2010-09-04,87
2010-09-05,82
2010-09-06,83
2010-09-07,84
2010-09-08,86
2010-09-09,85
2010-09-10,87
2010-09-11,93
2010-09-12,86
2010-09-13,86
2010-09-14,87
2010-09-15,87
2010-09-16,86
2010-09-17,85
2010-09-18,91
2010-09-19,85
2010-09-20,85
2010-09-21,85
2010-09-22,86
2010-09-23,86
2010-09-24,88
2010-09-25,92
2010-09-26,87
2010-09-27,87
2010-09-28,87
2010-09-29,88
2010-09-30,87
2010-10-01,87
2010-10-02,91
2010-10-03,88
2010-10-04,86
2010-10-05,87
2010-10-06,87
2010-10-07,86
2010-10-08,87
2010-10-09,91
2010-10-10,87
2010-10-11,85
2010-10-12,86
2010-10-13,84
2010-10-14,85
2010-10-15,83
2010-10-16,88
2010-10-17,82
2010-10-18,81
2010-10-19,83
2010-10-20,81
2010-10-21,80
2010-10-22,80
2010-10-23,84
2010-10-24,79
2010-10-25,80
2010-10-26,82
2010-10-27,82
2010-10-28,82
2010-10-29,83
2010-10-30,89
2010-10-31,86
2010-11-01,84
2010-11-02,85
2010-11-03,88
2010-11-04,86
2010-11-05,86
2010-11-06,93
2010-11-07,86
2010-11-08,85
2010-11-09,85
2010-11-10,85
2010-11-11,84
2010-11-12,83
2010-11-13,88
2010-11-14,82
2010-11-15,81
2010-11-16,84
2010-11-17,80
2010-11-18,80
2010-11-19,78
2010-11-20,82
2010-11-21,79
2010-11-22,79
2010-11-23,80
2010-11-24,81
2010-11-25,80
2010-11-26,82
2010-11-27,86
2010-11-28,82
2010-11-29,81
2010-11-30,81
2010-12-01,82
2010-12-02,82
2010-12-03,81
2010-12-04,86
2010-12-05,80
2010-12-06,78
2010-12-07,77
2010-12-08,77
2010-12-09,74
2010-12-10,74
2010-12-11,76
2010-12-12,72
2010-12-13,73
2010-12-14,74
2010-12-15,74
