Date,Jefferies
2011-06-11,25
2011-06-12,28
2011-06-13,31
2011-06-14,34
2011-06-15,37
2011-06-16,40
2011-06-17,43
2011-06-18,46
2011-06-19,44
2011-06-20,43
2011-06-21,41
2011-06-22,39
2011-06-23,38
2011-06-24,36
2011-06-25,35
2011-06-26,34
2011-06-27,33
2011-06-28,32
2011-06-29,31
2011-06-30,30
2011-07-01,29
2011-07-02,29
2011-07-03,27
2011-07-04,26
2011-07-05,25
2011-07-06,24
2011-07-07,23
2011-07-08,22
2011-07-09,21
2011-07-10,24
2011-07-11,28
2011-07-12,32
2011-07-13,36
2011-07-14,40
2011-07-15,44
2011-07-16,48
2011-07-17,47
2011-07-18,45
2011-07-19,44
2011-07-20,43
2011-07-21,42
2011-07-22,41
2011-07-23,41
2011-07-24,38
2011-07-25,35
2011-07-26,32
2011-07-27,29
2011-07-28,26
2011-07-29,23
2011-07-30,21
2011-07-31,23
2011-08-01,25
2011-08-02,27
2011-08-03,30
2011-08-04,32
2011-08-05,34
2011-08-06,37
2011-08-07,36
2011-08-08,37
2011-08-09,36
2011-08-10,36
2011-08-11,36
2011-08-12,36
2011-08-13,36
2011-08-14,36
2011-08-15,36
2011-08-16,36
2011-08-17,37
2011-08-18,37
2011-08-19,37
2011-08-20,38
2011-08-21,37
2011-08-22,37
2011-08-23,37
2011-08-24,37
2011-08-25,37
2011-08-26,37
2011-08-27,37
2011-08-28,35
2011-09-04,25
2011-09-05,26
2011-09-06,27
2011-09-07,28
2011-09-08,30
2011-09-09,31
2011-09-10,32
2011-09-11,31
2011-09-12,30
2011-09-13,29
2011-09-14,28
2011-09-15,27
2011-09-16,26
2011-09-17,25
2011-09-18,25
2011-09-19,26
2011-09-20,27
2011-09-21,27
2011-09-22,28
2011-09-23,29
2011-09-24,30
2011-09-25,31
2011-09-26,32
2011-09-27,33
2011-09-28,34
2011-09-29,35
2011-09-30,36
2011-10-01,38
2011-10-02,37
2011-10-03,36
2011-10-04,35
2011-10-05,35
2011-10-06,34
2011-10-07,33
2011-10-08,33
2011-10-09,34
2011-10-10,35
2011-10-11,37
2011-10-12,38
2011-10-13,39
2011-10-14,41
2011-10-15,42
2011-10-16,40
2011-10-17,38
2011-10-18,36
2011-10-19,34
2011-10-20,32
2011-10-21,30
2011-10-22,28
2011-10-23,28
2011-10-24,29
2011-10-25,29
2011-10-26,30
2011-10-27,30
2011-10-28,31
2011-10-29,32
2011-10-30,41
2011-10-31,52
2011-11-01,62
2011-11-02,72
2011-11-03,82
2011-11-04,92
2011-11-05,102
2011-11-06,94
2011-11-07,83
2011-11-08,75
2011-11-09,67
2011-11-10,59
