Date,Credit Suisse
2011-02-12,91
2011-02-13,81
2011-02-14,81
2011-02-15,82
2011-02-16,80
2011-02-17,81
2011-02-18,79
2011-02-19,88
2011-02-20,78
2011-02-21,77
2011-02-22,76
2011-02-23,81
2011-02-24,74
2011-02-25,74
2011-02-26,79
2011-02-27,73
2011-02-28,74
2011-03-01,78
2011-03-02,76
2011-03-03,77
2011-03-04,78
2011-03-05,85
2011-03-06,78
2011-03-07,78
2011-03-08,77
2011-03-09,79
2011-03-10,77
2011-03-11,85
2011-03-12,76
2011-03-13,74
2011-03-14,72
2011-03-15,70
2011-03-16,68
2011-03-17,67
2011-03-18,64
2011-03-19,66
2011-03-20,65
2011-03-21,65
2011-03-22,67
2011-03-23,70
2011-03-24,71
2011-03-25,73
2011-03-26,83
2011-03-27,78
2011-03-28,76
2011-03-29,79
2011-03-30,79
2011-03-31,77
2011-05-01,74
2011-05-02,75
2011-05-03,76
2011-05-04,82
2011-05-05,80
2011-05-06,78
2011-05-07,93
2011-05-08,79
2011-05-09,79
2011-05-10,80
2011-05-11,80
2011-05-12,81
2011-05-13,85
2011-05-14,86
2011-05-15,82
2011-05-16,79
2011-05-17,82
2011-05-18,76
2011-05-19,74
2011-05-20,73
2011-05-21,81
2011-05-22,73
2011-05-23,74
2011-05-24,76
2011-05-25,79
2011-05-26,80
2011-05-27,81
2011-05-28,84
2011-05-29,86
2011-05-30,80
2011-05-31,80
2011-06-01,84
2011-06-02,78
2011-06-03,76
2011-06-04,80
2011-06-05,75
2011-06-06,74
2011-06-07,73
2011-06-08,73
2011-06-09,71
2011-06-10,73
2011-06-11,73
2011-06-12,71
2011-06-13,70
2011-06-14,71
2011-06-15,74
2011-06-16,72
2011-06-17,75
2011-06-18,78
2011-06-19,74
2011-06-20,75
2011-06-21,77
2011-06-22,76
2011-06-23,79
2011-06-24,79
2011-06-25,81
2011-06-26,78
2011-06-27,79
2011-06-28,84
2011-06-29,80
2011-06-30,83
2011-07-01,81
2011-07-02,91
2011-07-03,79
2011-07-04,77
2011-07-05,74
2011-07-06,72
2011-07-07,71
2011-07-08,68
2011-07-09,67
2011-07-10,68
2011-07-11,72
2011-07-12,76
2011-07-13,82
2011-07-14,88
2011-07-15,88
2011-07-16,106
2011-07-17,90
2011-07-18,89
2011-07-19,90
2011-07-20,86
2011-07-21,85
2011-07-22,88
2011-07-23,90
2011-07-24,84
2011-07-25,85
2011-07-26,86
