Date,UBS Securities
2011-03-12,80
2011-03-13,73
2011-03-14,72
2011-03-15,71
2011-03-16,71
2011-03-17,70
2011-03-18,72
2011-03-19,75
2011-03-20,70
2011-03-21,71
2011-03-22,73
2011-03-23,74
2011-03-24,77
2011-03-25,77
2011-03-26,84
2011-03-27,80
2011-03-28,81
2011-03-29,82
2011-03-30,84
2011-03-31,86
2011-04-01,88
2011-04-02,98
2011-04-03,86
2011-04-04,85
2011-04-05,87
2011-04-06,82
2011-04-07,82
2011-04-08,81
2011-04-09,87
2011-04-10,78
2011-04-11,77
2011-04-12,78
2011-04-13,78
2011-04-14,75
2011-04-15,77
2011-04-16,78
2011-04-17,76
2011-04-18,74
2011-04-19,76
2011-04-20,74
2011-04-21,76
2011-04-22,79
2011-04-23,74
2011-04-24,78
2011-04-25,75
2011-04-26,76
2011-04-27,78
2011-04-28,78
2011-04-29,80
2011-04-30,88
2011-05-01,80
2011-05-02,80
2011-05-03,80
2011-05-04,80
2011-05-05,80
2011-05-06,84
2011-05-07,89
2011-05-08,80
2011-05-09,79
2011-05-10,79
2011-05-11,81
2011-05-12,78
2011-05-13,77
2011-05-14,83
2011-05-15,75
2011-05-16,74
2011-05-17,74
2011-05-18,71
2011-05-19,72
2011-05-20,70
2011-05-21,73
2011-05-22,69
2011-05-23,71
2011-05-24,73
2011-05-25,74
2011-05-26,77
2011-05-27,80
2011-05-28,85
2011-05-29,80
2011-05-30,79
2011-05-31,80
2011-06-01,78
2011-06-02,82
2011-06-03,79
2011-06-04,80
2011-06-05,77
2011-06-06,76
2011-06-07,75
2011-06-08,78
2011-06-09,76
2011-06-10,72
2011-06-11,80
2011-06-12,73
2011-06-13,71
2011-06-14,71
2011-06-15,72
2011-06-16,71
2011-06-17,72
2011-06-18,76
2011-06-19,73
2011-06-20,71
2011-06-21,74
2011-06-22,71
2011-06-23,71
2011-06-24,71
2011-06-25,77
2011-06-26,73
2011-06-27,75
2011-06-28,78
2011-06-29,79
2011-06-30,82
2011-07-01,83
2011-07-02,95
2011-07-03,83
2011-07-04,82
2011-07-05,82
2011-07-06,80
2011-07-07,78
2011-07-08,80
2011-07-09,80
2011-07-10,76
2011-07-11,76
2011-07-12,77
2011-07-13,79
2011-07-14,78
2011-07-15,79
2011-07-16,86
2011-07-17,78
2011-07-18,78
2011-07-19,79
2011-07-20,78
2011-07-21,79
2011-07-22,80
2011-07-23,83
2011-07-24,79
2011-07-25,80
2011-07-26,81
2011-07-27,86
2011-07-28,83
2011-07-29,85
2011-07-30,91
2011-07-31,87
2011-08-01,85
2011-08-02,85
2011-08-03,85
2011-08-04,87
2011-08-05,85
2011-08-06,92
2011-08-07,85
2011-08-08,86
2011-08-09,87
2011-08-10,88
2011-08-11,91
2011-08-12,90
2011-08-13,102
2011-08-14,88
2011-08-15,86
2011-08-16,83
2011-08-17,81
2011-08-18,83
2011-08-19,76
2011-08-20,81
2011-08-21,75
2011-08-22,77
2011-08-23,79
2011-08-24,80
2011-08-25,82
2011-08-26,87
2011-08-27,93
2011-08-28,85
2011-08-29,85
2011-08-30,84
2011-08-31,84
2011-09-01,83
2011-09-02,88
2011-09-03,90
2011-09-04,82
2011-09-05,82
2011-09-06,83
2011-09-07,82
2011-09-08,83
2011-09-09,83
2011-09-10,90
2011-09-11,83
2011-09-12,86
2011-09-13,94
2011-09-14,91
2011-09-15,94
2011-09-16,100
2011-09-17,109
2011-09-18,102
2011-09-19,99
2011-09-20,99
2011-09-21,101
2011-09-22,97
2011-09-23,97
2011-09-24,105
2011-09-25,96
2011-09-26,95
2011-09-27,99
2011-09-28,95
2011-09-29,97
2011-09-30,93
2011-10-01,101
2011-10-02,90
2011-10-03,87
2011-10-04,86
2011-10-05,83
2011-10-06,81
2011-10-07,79
2011-10-08,79
2011-10-09,74
2011-10-10,73
2011-10-11,72
2011-10-12,71
2011-10-13,72
2011-10-14,69
2011-10-15,73
2011-10-16,67
2011-10-17,66
2011-10-18,65
2011-10-19,64
2011-10-20,63
2011-10-21,62
2011-10-22,64
2011-10-23,65
2011-10-24,65
2011-10-25,68
2011-10-26,71
2011-10-27,74
2011-10-28,75
2011-10-29,83
2011-10-30,78
2011-10-31,79
2011-11-01,84
2011-11-02,81
2011-11-03,82
2011-11-04,84
2011-11-05,91
2011-11-06,83
2011-11-07,82
2011-11-08,85
2011-11-09,81
2011-11-10,81
2011-11-11,81
2011-11-12,88
2011-11-13,78
2011-11-14,78
2011-11-15,78
2011-11-16,78
2011-11-17,78
2011-11-18,79
2011-11-19,84
2011-11-20,77
2011-11-21,76
