Date,Jefferies
2013-01-12,55
2013-01-13,61
2013-01-14,67
2013-01-15,74
2013-01-16,80
2013-01-17,87
2013-01-18,93
2013-01-19,100
2013-01-20,98
2013-01-21,96
2013-01-22,94
2013-01-23,93
2013-01-24,91
2013-01-25,89
2013-01-26,88
2013-01-27,88
2013-01-28,90
2013-01-29,91
2013-01-30,92
2013-01-31,92
2013-02-01,93
2013-02-02,94
2013-02-03,90
2013-02-04,85
2013-02-05,82
2013-02-06,78
2013-02-07,74
2013-02-08,70
2013-02-09,66
2013-02-10,65
2013-02-11,63
2013-02-12,61
2013-02-13,59
2013-02-14,58
2013-02-15,56
2013-02-16,55
2013-02-17,54
2013-02-18,52
2013-02-19,51
2013-02-20,50
2013-02-21,49
2013-02-22,48
2013-02-23,47
2013-02-24,53
2013-02-25,60
2013-02-26,67
2013-02-27,74
2013-02-28,80
2013-03-01,87
2013-03-02,94
2013-03-03,91
2013-03-04,88
2013-03-05,85
2013-03-06,82
2013-03-07,80
2013-03-08,77
2013-03-09,74
2013-03-10,73
2013-03-11,72
2013-03-12,71
2013-03-13,70
2013-03-14,69
2013-03-15,68
2013-03-16,67
2013-03-17,68
2013-03-18,70
2013-03-19,71
2013-03-20,72
2013-03-21,74
2013-03-22,75
2013-03-23,76
2013-03-24,74
2013-03-25,71
2013-03-26,69
2013-03-27,66
2013-03-28,64
2013-03-29,62
2013-03-30,60
2013-03-31,61
2013-04-07,66
2013-04-08,65
2013-04-09,64
2013-04-10,63
2013-04-11,62
2013-04-12,60
2013-04-13,59
2013-04-14,57
2013-04-15,54
2013-04-16,52
2013-04-17,50
2013-04-18,48
2013-04-19,46
2013-04-20,44
2013-04-21,48
2013-04-22,53
2013-04-23,58
2013-04-24,63
2013-04-25,68
2013-04-26,73
2013-04-27,77
2013-04-28,75
2013-04-29,71
2013-04-30,68
2013-05-01,65
2013-05-02,62
2013-05-03,59
2013-05-04,57
2013-05-05,57
2013-05-06,58
2013-05-07,59
2013-05-08,60
2013-05-09,60
2013-05-10,61
2013-05-11,62
2013-05-12,60
2013-05-13,58
2013-05-14,56
2013-05-15,53
2013-05-16,51
2013-05-17,49
2013-05-18,47
2013-05-19,45
2013-05-20,43
2013-05-21,41
2013-05-22,40
2013-05-23,38
2013-05-24,36
2013-05-25,35
2013-05-26,38
2013-05-27,41
2013-05-28,44
2013-05-29,47
2013-05-30,50
2013-05-31,53
2013-06-01,56
2013-06-02,54
2013-06-03,53
2013-06-04,51
2013-06-05,50
2013-06-06,48
2013-06-07,47
2013-06-08,46
2013-06-09,50
2013-06-10,54
2013-06-11,58
2013-06-12,62
2013-06-13,66
2013-06-14,71
2013-06-15,75
2013-06-16,71
2013-06-17,67
2013-06-18,63
2013-06-19,60
2013-06-20,56
2013-06-21,53
2013-06-22,50
2013-06-23,53
2013-06-24,56
2013-06-25,59
2013-06-26,62
2013-06-27,65
2013-06-28,68
2013-06-29,71
2013-06-30,70
2013-07-07,64
2013-07-08,63
2013-07-09,61
2013-07-10,59
2013-07-11,58
2013-07-12,56
2013-07-13,54
2013-07-14,52
2013-07-15,49
2013-07-16,46
2013-07-17,44
2013-07-18,41
2013-07-19,39
2013-07-20,37
2013-07-21,38
2013-07-22,40
2013-07-23,41
2013-07-24,43
2013-07-25,44
2013-07-26,46
2013-07-27,48
2013-07-28,52
2013-07-29,56
2013-07-30,60
2013-07-31,65
2013-08-01,69
2013-08-02,73
2013-08-03,77
2013-08-04,74
2013-08-05,70
2013-08-06,67
2013-08-07,63
2013-08-08,60
2013-08-09,57
2013-08-10,54
2013-08-11,52
2013-08-12,51
2013-08-13,50
2013-08-14,48
2013-08-15,47
2013-08-16,46
2013-08-17,45
