Date,Merrill Lynch
2006-04-08,70
2006-04-09,66
2006-04-10,66
2006-04-11,68
2006-04-12,67
2006-04-13,70
2006-04-14,67
2006-04-15,75
2006-04-16,69
2006-04-17,70
2006-04-18,72
2006-04-19,73
2006-04-20,75
2006-04-21,79
2006-04-22,87
2006-04-23,77
2006-04-24,76
2006-04-25,75
2006-04-26,77
2006-04-27,73
2006-04-28,72
2006-04-29,75
2006-04-30,71
2006-05-01,71
2006-05-02,71
2006-05-03,71
2006-05-04,71
2006-05-05,71
2006-05-06,71
2006-05-07,77
2006-05-08,72
2006-05-09,74
2006-05-10,73
2006-05-11,78
2006-05-12,75
2006-05-13,78
2006-05-14,79
2006-05-15,76
2006-05-16,79
2006-05-17,76
2006-05-18,76
2006-05-19,76
2006-05-20,85
2006-05-21,74
2006-05-22,72
2006-05-23,71
2006-05-24,74
2006-05-25,68
2006-05-26,66
2006-05-27,69
2006-05-28,64
2006-05-29,63
2006-05-30,62
2006-05-31,61
2006-06-01,60
2006-06-02,61
2006-06-03,61
2006-06-04,58
2006-06-05,58
2006-06-06,58
2006-06-07,61
2006-06-08,57
2006-06-09,58
2006-06-10,61
2006-06-11,58
2006-06-12,59
2006-06-13,62
2006-06-14,62
2006-06-15,63
2006-06-16,69
2006-06-17,69
2006-06-18,68
2006-06-19,71
2006-06-20,74
2006-06-21,76
2006-06-22,87
2006-06-23,83
2006-06-24,88
2006-06-25,86
2006-06-26,80
2006-06-27,77
2006-06-28,76
2006-06-29,74
2006-06-30,70
2006-07-01,68
2006-07-02,72
2006-07-03,66
2006-07-04,68
2006-07-05,64
2006-07-06,66
2006-07-07,62
2006-07-08,67
2006-07-09,63
2006-07-10,64
2006-07-11,65
2006-07-12,72
2006-07-13,67
2006-07-14,68
2006-07-15,74
2006-07-16,67
2006-07-17,66
2006-07-18,65
2006-07-19,63
2006-07-20,66
2006-07-21,61
2006-07-22,60
2006-07-23,61
2006-07-24,63
2006-07-25,68
2006-07-26,67
2006-07-27,73
2006-07-28,77
2006-07-29,75
2006-07-30,73
2006-07-31,73
2006-08-01,73
2006-08-02,74
2006-08-03,78
2006-08-04,73
2006-08-05,80
2006-08-06,73
2006-08-07,72
2006-08-08,73
2006-08-09,70
2006-08-10,72
2006-08-11,69
2006-08-12,68
2006-08-13,67
2006-08-14,67
2006-08-15,68
2006-08-16,68
2006-08-17,73
2006-08-18,69
2006-08-19,70
2006-08-20,74
2006-08-21,68
2006-08-22,71
2006-08-23,66
2006-08-24,71
2006-08-25,64
2006-08-26,71
2006-08-27,63
2006-08-28,63
2006-08-29,63
2006-08-30,62
2006-08-31,62
2006-09-01,62
2006-09-02,69
2006-09-03,62
2006-09-04,61
2006-09-05,61
2006-09-06,65
2006-09-07,60
2006-09-08,61
2006-09-09,64
2006-09-10,61
2006-09-11,62
2006-09-12,63
2006-09-13,65
2006-09-14,67
2006-09-15,68
2006-09-16,69
2006-09-17,68
2006-09-18,67
2006-09-19,67
2006-09-20,66
2006-09-21,65
2006-09-22,69
2006-09-23,67
2006-09-24,63
2006-09-25,62
2006-09-26,62
2006-09-27,62
2006-09-28,60
2006-09-29,62
2006-09-30,59
2006-10-01,62
2006-10-02,65
2006-10-03,69
2006-10-04,76
2006-10-05,76
2006-10-06,82
2006-10-07,86
2006-10-08,81
2006-10-09,80
2006-10-10,76
2006-10-11,73
2006-10-12,71
2006-10-13,71
2006-10-14,73
2006-10-15,67
2006-10-16,68
2006-10-17,74
2006-10-18,69
2006-10-19,72
2006-10-20,72
2006-10-21,76
2006-10-22,75
2006-10-23,71
2006-10-24,73
2006-10-25,73
2006-10-26,71
2006-10-27,71
2006-10-28,76
2006-10-29,74
2006-10-30,72
2006-10-31,72
2006-11-01,73
2006-11-02,76
2006-11-03,79
2006-11-04,77
2006-11-05,74
2006-11-06,73
2006-11-07,72
2006-11-08,71
2006-11-09,72
2006-11-10,69
2006-11-11,75
2006-11-12,69
2006-11-13,69
2006-11-14,69
2006-11-15,69
2006-11-16,71
2006-11-17,69
2006-11-18,75
2006-11-19,67
2006-11-20,66
2006-11-21,65
2006-11-22,64
2006-11-23,66
2006-11-24,64
2006-11-25,65
2006-11-26,62
2006-11-27,63
2006-11-28,68
2006-11-29,65
