Date,Morgan Stanley
2011-10-01,75
2011-10-02,80
2011-10-03,79
2011-10-04,81
2011-10-05,85
2011-10-06,85
2011-10-07,90
2011-10-08,97
2011-10-09,93
2011-10-10,83
2011-10-11,80
2011-10-12,78
2011-10-13,76
2011-10-14,73
2011-10-15,82
2011-10-16,72
2011-10-17,74
2011-10-18,80
2011-10-19,79
2011-10-20,84
2011-10-21,84
2011-10-22,89
2011-10-23,92
2011-10-24,83
2011-10-25,81
2011-10-26,83
2011-10-27,78
2011-10-28,77
2011-10-29,89
2011-10-30,74
2011-10-31,73
2011-11-01,71
2011-11-02,70
2011-11-03,69
2011-11-04,67
2011-11-05,74
2011-11-06,67
2011-11-07,68
2011-11-08,69
2011-11-09,75
2011-11-10,72
2011-11-11,74
2011-11-12,84
2011-11-13,77
2011-11-14,72
2011-11-15,71
2011-11-16,70
2011-11-17,72
2011-11-18,68
2011-11-19,75
2011-11-20,64
2011-11-21,62
2011-11-22,59
2011-11-23,58
2011-11-24,60
2011-11-25,52
2011-11-26,53
2011-11-27,56
2011-11-28,54
2011-11-29,57
2011-11-30,59
2011-12-01,62
2011-12-02,64
2011-12-03,77
2011-12-04,68
2011-12-05,68
2011-12-06,69
2011-12-07,72
2011-12-08,71
2011-12-09,72
2011-12-10,80
2011-12-11,73
2011-12-12,70
2011-12-13,69
2011-12-14,70
2011-12-15,67
2011-12-16,66
2011-12-17,74
2011-12-18,65
2011-12-19,65
2011-12-20,65
2011-12-21,65
2011-12-22,66
2011-12-23,65
2011-12-24,72
2011-12-25,67
2011-12-26,64
2011-12-27,63
2011-12-28,63
2011-12-29,67
2011-12-30,62
2011-12-31,65
2012-01-01,62
2012-01-02,63
2012-01-03,64
2012-01-04,65
2012-01-05,67
2012-01-06,67
2012-01-07,73
2012-01-08,71
2012-01-09,68
2012-01-10,68
2012-01-11,68
2012-01-12,68
2012-01-13,71
2012-01-14,73
2012-01-15,70
2012-01-16,71
2012-01-17,73
2012-01-18,76
2012-01-19,77
2012-01-20,81
2012-01-21,89
2012-01-22,86
2012-01-23,81
2012-01-24,82
2012-01-25,81
2012-01-26,81
2012-01-27,81
2012-01-28,87
2012-01-29,83
2012-01-30,85
2012-01-31,88
