Date,Merrill Lynch
2006-08-01,70
2006-08-02,71
2006-08-03,73
2006-08-04,74
2006-08-05,80
2006-08-06,75
2006-08-07,71
2006-08-08,71
2006-08-09,68
2006-08-10,72
2006-08-11,64
2006-08-12,68
2006-08-13,65
2006-08-14,66
2006-08-15,68
2006-08-16,70
2006-08-17,77
2006-08-18,73
2006-08-19,77
2006-08-20,81
2006-08-21,74
2006-08-22,76
2006-08-23,73
2006-08-24,81
2006-08-25,72
2006-08-26,77
2006-08-27,71
2006-08-28,72
2006-08-29,70
2006-08-30,72
2006-08-31,69
2006-09-01,71
2006-09-02,77
2006-09-03,69
2006-09-04,68
2006-09-05,68
2006-09-06,69
2006-09-07,67
2006-09-08,74
2006-09-09,68
2006-09-10,71
2006-09-11,68
2006-09-12,69
2006-09-13,69
2006-09-14,71
2006-09-15,73
2006-09-16,83
2006-09-17,70
2006-09-18,68
2006-09-19,68
2006-09-20,64
2006-09-21,62
2006-09-22,66
2006-09-23,62
2006-09-24,58
2006-09-25,58
2006-09-26,58
2006-09-27,58
2006-09-28,58
2006-09-29,58
2006-09-30,59
2006-10-01,66
2006-10-02,65
2006-10-03,69
2006-10-04,79
2006-10-05,79
2006-10-06,81
2006-10-07,87
2006-10-08,88
2006-10-09,80
2006-10-10,78
2006-10-11,76
2006-10-12,74
2006-10-13,76
2006-10-14,76
2006-10-15,76
2006-10-16,71
2006-10-17,74
2006-10-18,74
2006-10-19,76
2006-10-20,75
2006-10-21,83
2006-10-22,75
2006-10-23,75
2006-10-24,74
2006-10-25,77
2006-10-26,73
2006-10-27,73
2006-10-28,78
2006-10-29,77
2006-10-30,73
2006-10-31,73
2006-11-01,73
2006-11-02,73
2006-11-03,78
2006-11-04,79
2006-11-05,73
2006-11-06,73
2006-11-07,73
2006-11-08,72
2006-11-09,76
2006-11-10,72
2006-11-11,79
2006-11-12,72
2006-11-13,72
2006-11-14,72
2006-11-15,73
2006-11-16,74
2006-11-17,72
2006-11-18,81
2006-11-19,70
2006-11-20,68
2006-11-21,66
2006-11-22,67
2006-11-23,65
2006-11-24,62
2006-11-25,62
2006-11-26,59
2006-11-27,59
2006-11-28,65
2006-11-29,60
2006-11-30,60
2006-12-01,61
2006-12-02,64
2006-12-03,62
2006-12-04,63
2006-12-05,66
2006-12-06,65
2006-12-07,68
2006-12-08,67
2006-12-09,72
2006-12-10,77
2006-12-11,69
2006-12-12,69
2006-12-13,70
2006-12-14,76
2006-12-15,70
2006-12-16,81
2006-12-17,72
2006-12-18,67
2006-12-19,65
2006-12-20,64
2006-12-21,62
2006-12-22,61
2006-12-23,62
2006-12-24,58
2006-12-25,58
2006-12-26,58
2006-12-27,58
2006-12-28,58
2006-12-29,59
2006-12-30,62
2006-12-31,59
2007-01-01,61
2007-01-02,62
2007-01-03,64
2007-01-04,65
2007-01-05,67
2007-01-06,81
2007-01-07,69
2007-01-08,69
2007-01-09,70
2007-01-10,70
2007-01-11,71
2007-01-12,71
2007-01-13,81
2007-01-14,71
2007-01-15,71
2007-01-16,71
2007-01-17,73
2007-01-18,70
2007-01-19,70
2007-01-20,81
2007-01-21,69
2007-01-22,68
2007-01-23,67
2007-01-24,66
2007-01-25,68
2007-01-26,64
2007-01-27,70
2007-01-28,65
2007-01-29,67
2007-01-30,73
2007-01-31,71
2007-02-01,73
2007-02-02,75
2007-02-03,86
2007-02-04,78
2007-02-05,76
2007-02-06,75
2007-02-07,75
2007-02-08,74
2007-02-09,74
2007-02-10,81
2007-02-11,73
2007-02-12,70
2007-02-13,68
2007-02-14,69
2007-02-15,65
2007-02-16,64
2007-02-17,63
2007-02-18,67
2007-02-19,62
2007-02-20,64
2007-02-21,62
2007-02-22,62
2007-02-23,63
2007-02-24,65
2007-02-25,63
2007-02-26,64
2007-02-27,66
2007-02-28,67
2007-03-01,69
2007-03-02,76
2007-03-03,72
2007-03-04,76
2007-03-05,72
2007-03-06,74
2007-03-07,73
2007-03-08,76
2007-03-09,76
2007-03-10,76
2007-03-11,74
2007-03-12,71
2007-03-13,70
2007-03-14,68
2007-03-15,68
2007-03-16,67
2007-03-17,69
2007-03-18,63
2007-03-19,63
2007-03-20,65
2007-03-21,68
2007-03-22,64
2007-03-23,66
2007-03-24,74
2007-03-25,64
2007-03-26,64
2007-03-27,64
2007-03-28,64
2007-03-29,66
2007-03-30,63
2007-03-31,63
2007-05-01,62
2007-05-02,64
2007-05-03,62
2007-05-04,64
2007-05-05,66
2007-05-06,67
2007-05-07,60
2007-05-08,60
2007-05-09,64
2007-05-10,59
2007-05-11,58
2007-05-12,64
2007-05-13,60
2007-05-14,57
2007-05-15,58
2007-05-16,56
2007-05-17,58
2007-05-18,59
2007-05-19,56
2007-05-20,61
2007-05-21,56
2007-05-22,56
2007-05-23,56
2007-05-24,56
2007-05-25,58
2007-05-26,63
2007-05-27,57
2007-05-28,57
2007-05-29,57
2007-05-30,60
2007-05-31,57
2007-06-01,60
2007-06-02,61
2007-06-03,62
2007-06-04,58
2007-06-05,58
2007-06-06,59
2007-06-07,58
2007-06-08,58
2007-06-09,65
2007-06-10,61
2007-06-11,57
2007-06-12,57
2007-06-13,56
2007-06-14,56
2007-06-15,55
2007-06-16,60
2007-06-17,55
2007-06-18,56
2007-06-19,57
2007-06-20,60
2007-06-21,61
2007-06-22,60
2007-06-23,68
2007-06-24,62
2007-06-25,62
2007-06-26,62
2007-06-27,63
2007-06-28,63
2007-06-29,66
2007-06-30,71
2007-07-01,69
2007-07-02,62
2007-07-03,63
2007-07-04,60
2007-07-05,59
2007-07-06,62
2007-07-07,59
2007-07-08,60
2007-07-09,63
2007-07-10,66
2007-07-11,69
2007-07-12,72
2007-07-13,75
2007-07-14,82
2007-07-15,85
2007-07-16,76
2007-07-17,76
2007-07-18,79
2007-07-19,76
2007-07-20,74
2007-07-21,78
2007-07-22,79
2007-07-23,72
2007-07-24,72
2007-07-25,71
2007-07-26,70
2007-07-27,75
2007-07-28,72
2007-07-29,71
2007-07-30,67
2007-07-31,66
2007-08-01,65
2007-08-02,66
2007-08-03,65
2007-08-04,66
2007-08-05,67
2007-08-06,63
2007-08-07,63
2007-08-08,65
2007-08-09,68
2007-08-10,66
2007-08-11,71
2007-08-12,67
2007-08-13,69
2007-08-14,71
2007-08-15,72
2007-08-16,74
2007-08-17,81
2007-08-18,81
2007-08-19,79
2007-08-20,72
2007-08-21,71
2007-08-22,67
2007-08-23,66
2007-08-24,62
2007-08-25,65
2007-08-26,61
2007-08-27,58
2007-08-28,57
2007-08-29,57
2007-08-30,56
2007-08-31,59
2007-09-01,58
2007-09-02,53
2007-09-03,51
2007-09-04,49
2007-09-05,50
2007-09-06,47
2007-09-07,44
2007-09-08,46
2007-09-09,45
2007-09-10,48
2007-09-11,51
2007-09-12,56
2007-09-13,56
2007-09-14,59
2007-09-15,68
2007-09-16,66
2007-09-17,64
2007-09-18,65
2007-09-19,66
2007-09-20,68
2007-09-21,70
2007-09-22,74
2007-09-23,69
2007-09-24,69
2007-09-25,69
2007-09-26,69
2007-09-27,72
2007-09-28,71
2007-09-29,75
2007-09-30,70
2007-10-01,69
2007-10-02,68
2007-10-03,68
2007-10-04,68
2007-10-05,67
2007-10-06,69
2007-10-07,68
2007-10-08,67
2007-10-09,67
2007-10-10,67
2007-10-11,70
2007-10-12,67
2007-10-13,73
2007-10-14,68
2007-10-15,68
2007-10-16,69
2007-10-17,68
2007-10-18,68
2007-10-19,71
2007-10-20,74
2007-10-21,72
2007-10-22,74
2007-10-23,78
2007-10-24,81
2007-10-25,86
2007-10-26,93
2007-10-27,93
2007-10-28,95
2007-10-29,94
2007-10-30,95
2007-10-31,99
2007-11-01,97
2007-11-02,98
2007-11-03,109
2007-11-04,96
2007-11-05,92
2007-11-06,88
2007-11-07,85
2007-11-08,80
2007-11-09,81
2007-11-10,72
2007-11-11,76
2007-11-12,72
2007-11-13,73
2007-11-14,73
2007-11-15,76
2007-11-16,74
2007-11-17,84
2007-11-18,77
2007-11-19,70
2007-11-20,68
2007-11-21,68
2007-11-22,67
2007-11-23,61
2007-11-24,59
2007-11-25,63
2007-11-26,63
2007-11-27,67
2007-11-28,68
2007-11-29,71
2007-11-30,73
2007-12-01,86
2007-12-02,78
2007-12-03,76
2007-12-04,77
2007-12-05,76
2007-12-06,79
2007-12-07,76
2007-12-08,83
2007-12-09,74
2007-12-10,72
2007-12-11,72
2007-12-12,67
2007-12-13,65
2007-12-14,66
2007-12-15,66
2007-12-16,62
2007-12-17,60
2007-12-18,60
2007-12-19,60
2007-12-20,61
2007-12-21,60
2007-12-22,65
2007-12-23,61
2007-12-24,59
2007-12-25,59
2007-12-26,59
2007-12-27,61
2007-12-28,59
2007-12-29,66
2007-12-30,60
2007-12-31,61
2008-01-01,62
2008-01-02,63
2008-01-03,64
2008-01-04,65
2008-01-05,76
2008-01-06,66
2008-01-07,67
2008-01-08,68
2008-01-09,69
2008-01-10,70
2008-01-11,71
2008-01-12,77
2008-01-13,76
2008-01-14,78
2008-01-15,81
2008-01-16,87
2008-01-17,87
2008-01-18,95
2008-01-19,102
2008-01-20,97
2008-01-21,90
2008-01-22,88
2008-01-23,87
2008-01-24,91
2008-01-25,82
2008-01-26,84
2008-01-27,79
2008-01-28,75
2008-01-29,76
2008-01-30,70
2008-01-31,68
2008-02-01,66
2008-02-02,70
2008-02-03,63
2008-02-04,63
2008-02-05,65
2008-02-06,62
2008-02-07,62
2008-02-08,64
2008-02-09,63
2008-02-10,66
2008-02-11,61
2008-02-12,62
2008-02-13,62
2008-02-14,60
2008-02-15,62
