Date,Stifel
2009-09-01,87
2009-09-02,85
2009-09-03,83
2009-09-04,81
2009-09-05,79
2009-09-06,77
2009-09-07,75
2009-09-08,73
2009-09-09,71
2009-09-10,69
2009-09-11,67
2009-09-12,65
2009-09-13,63
2009-09-14,61
2009-09-15,59
2009-09-16,58
2009-09-17,56
2009-09-18,54
2009-09-19,52
2009-09-20,50
2009-09-21,48
2009-09-22,46
2009-09-23,44
2009-09-24,42
2009-09-25,40
2009-09-26,38
2009-09-27,36
2009-09-28,34
2009-09-29,32
2009-09-30,30
2009-10-01,29
2009-10-02,29
2009-10-03,29
2009-10-04,30
2009-10-05,30
2009-10-06,31
2009-10-07,31
2009-10-08,31
2009-10-09,32
2009-10-10,32
2009-10-11,33
2009-10-12,33
2009-10-13,34
2009-10-14,34
2009-10-15,34
2009-10-16,35
2009-10-17,35
2009-10-18,36
2009-10-19,36
2009-10-20,36
2009-10-21,37
2009-10-22,37
2009-10-23,38
2009-10-24,38
2009-10-25,39
2009-10-26,39
2009-10-27,39
2009-10-28,40
2009-10-29,40
2009-10-30,41
2009-10-31,41
2009-11-01,42
2009-11-02,43
2009-11-03,44
2009-11-04,45
2009-11-05,46
2009-11-06,47
2009-11-07,49
2009-11-08,50
2009-11-09,51
2009-11-10,52
2009-11-11,53
2009-11-12,54
2009-11-13,56
2009-11-14,57
2009-11-15,58
2009-11-16,59
2009-11-17,60
2009-11-18,61
2009-11-19,63
2009-11-20,64
2009-11-21,65
2009-11-22,66
2009-11-23,67
2009-11-24,68
2009-11-25,70
2009-11-26,71
2009-11-27,72
2009-11-28,73
2009-11-29,74
2009-11-30,75
2009-12-01,77
2009-12-02,77
2009-12-03,77
2009-12-04,77
2009-12-05,78
2009-12-06,78
2009-12-07,78
2009-12-08,78
2009-12-09,79
2009-12-10,79
2009-12-11,79
2009-12-12,79
2009-12-13,80
2009-12-14,80
2009-12-15,80
2009-12-16,80
2009-12-17,81
2009-12-18,81
2009-12-19,81
2009-12-20,81
2009-12-21,82
2009-12-22,82
