Date,Seeking
2009-04-11,48
2009-04-12,50
2009-04-13,53
2009-04-14,55
2009-04-15,58
2009-04-16,60
2009-04-17,63
2009-04-18,66
2009-04-19,66
2009-04-20,67
2009-04-21,67
2009-04-22,68
2009-04-23,68
2009-04-24,68
2009-04-25,69
2009-04-26,67
2009-04-27,66
2009-04-28,64
2009-04-29,63
2009-04-30,61
2009-05-01,60
2009-05-02,59
2009-05-03,61
2009-05-04,64
2009-05-05,67
2009-05-06,70
2009-05-07,73
2009-05-08,75
2009-05-09,78
2009-05-10,75
2009-05-11,72
2009-05-12,69
2009-05-13,66
2009-05-14,63
2009-05-15,60
2009-05-16,58
2009-05-17,60
2009-05-18,63
2009-05-19,66
2009-05-20,69
2009-05-21,72
2009-05-22,74
2009-05-23,77
2009-05-24,74
2009-05-25,71
2009-05-26,68
2009-05-27,66
2009-05-28,63
2009-05-29,60
2009-05-30,58
2009-05-31,62
2009-06-01,66
2009-06-02,70
2009-06-03,74
2009-06-04,78
2009-06-05,82
2009-06-06,86
2009-06-07,83
2009-06-08,80
2009-06-09,78
2009-06-10,75
2009-06-11,73
2009-06-12,70
2009-06-13,68
2009-06-14,71
2009-06-15,74
2009-06-16,77
2009-06-17,80
2009-06-18,83
2009-06-19,86
2009-06-20,89
2009-06-21,85
2009-06-22,79
2009-06-23,75
2009-06-24,70
2009-06-25,66
2009-06-26,61
2009-06-27,57
2009-06-28,57
2009-07-05,60
2009-07-06,62
2009-07-07,64
2009-07-08,66
2009-07-09,67
2009-07-10,69
2009-07-11,71
2009-07-12,70
2009-07-13,70
2009-07-14,70
2009-07-15,70
2009-07-16,69
2009-07-17,69
2009-07-18,69
2009-07-19,67
2009-07-20,65
2009-07-21,63
2009-07-22,62
2009-07-23,60
2009-07-24,58
2009-07-25,57
2009-07-26,57
2009-07-27,58
2009-07-28,59
2009-07-29,60
2009-07-30,60
2009-07-31,61
2009-08-01,62
2009-08-02,59
2009-08-03,56
2009-08-04,53
2009-08-05,51
2009-08-06,48
2009-08-07,45
2009-08-08,43
2009-08-09,46
2009-08-10,50
2009-08-11,54
2009-08-12,57
2009-08-13,61
2009-08-14,65
2009-08-15,69
2009-08-16,67
2009-08-17,66
2009-08-18,65
2009-08-19,63
2009-08-20,62
2009-08-21,61
2009-08-22,60
2009-08-23,63
2009-08-24,67
2009-08-25,71
2009-08-26,74
2009-08-27,78
2009-08-28,81
2009-08-29,85
2009-08-30,82
2009-08-31,78
2009-09-01,74
2009-09-02,71
2009-09-03,67
2009-09-04,64
2009-09-05,61
2009-09-06,64
2009-09-07,67
2009-09-08,70
2009-09-09,74
2009-09-10,77
2009-09-11,80
2009-09-12,84
2009-09-13,81
2009-09-14,79
2009-09-15,77
2009-09-16,75
2009-09-17,73
2009-09-18,71
2009-09-19,69
2009-09-20,70
2009-09-21,72
2009-09-22,73
2009-09-23,75
2009-09-24,76
2009-09-25,78
2009-09-26,79
2009-09-27,76
2009-10-04,57
2009-10-05,59
2009-10-06,61
2009-10-07,63
2009-10-08,65
2009-10-09,67
2009-10-10,70
2009-10-11,71
2009-10-12,72
2009-10-13,73
2009-10-14,74
2009-10-15,75
2009-10-16,76
2009-10-17,77
2009-10-18,76
2009-10-19,76
2009-10-20,76
2009-10-21,75
2009-10-22,75
2009-10-23,74
2009-10-24,74
2009-10-25,74
2009-10-26,74
2009-10-27,74
2009-10-28,74
2009-10-29,74
2009-10-30,74
2009-10-31,75
2009-11-01,72
2009-11-02,70
2009-11-03,68
2009-11-04,65
2009-11-05,63
2009-11-06,61
2009-11-07,59
2009-11-08,63
2009-11-09,69
2009-11-10,74
2009-11-11,78
2009-11-12,83
2009-11-13,88
2009-11-14,93
2009-11-15,90
2009-11-16,87
2009-11-17,83
2009-11-18,80
2009-11-19,77
2009-11-20,73
2009-11-21,70
