Date,Barclays Capital
2010-01-09,97
2010-01-10,90
2010-01-11,90
2010-01-12,93
2010-01-13,90
2010-01-14,89
2010-01-15,90
2010-01-16,93
2010-01-17,90
2010-01-18,89
2010-01-19,89
2010-01-20,90
2010-01-21,90
2010-01-22,89
2010-01-23,95
2010-01-24,91
2010-01-25,88
2010-01-26,90
2010-01-27,88
2010-01-28,88
2010-01-29,88
2010-01-30,91
2010-01-31,88
2010-02-01,89
2010-02-02,89
2010-02-03,91
2010-02-04,92
2010-02-05,91
2010-02-06,97
2010-02-07,90
2010-02-08,89
2010-02-09,88
2010-02-10,88
2010-02-11,85
2010-02-12,84
2010-02-13,89
2010-02-14,84
2010-02-15,86
2010-02-16,88
2010-02-17,93
2010-02-18,91
2010-02-19,96
2010-02-20,99
2010-02-21,94
2010-02-22,93
2010-02-23,92
2010-02-24,95
2010-02-25,91
2010-02-26,90
2010-02-27,95
2010-02-28,90
2010-03-01,90
2010-03-02,92
2010-03-03,91
2010-03-04,93
2010-03-05,92
2010-03-06,98
2010-03-07,93
2010-03-08,91
2010-03-09,91
2010-03-10,90
2010-03-11,92
2010-03-12,89
2010-03-13,93
2010-03-14,92
2010-03-15,88
2010-03-16,87
2010-03-17,88
2010-03-18,87
2010-03-19,86
2010-03-20,89
2010-03-21,87
2010-03-22,87
2010-03-23,88
2010-03-24,88
2010-03-25,88
2010-03-26,90
2010-03-27,94
2010-03-28,92
2010-03-29,91
2010-03-30,93
2010-03-31,92
2010-04-01,93
2010-04-02,98
2010-04-03,95
2010-04-04,98
2010-04-05,94
2010-04-06,94
2010-04-07,95
2010-04-08,95
2010-04-09,95
2010-04-10,96
2010-04-11,93
2010-04-12,92
2010-04-13,93
2010-04-14,91
2010-04-15,92
2010-04-16,93
2010-04-17,96
2010-04-18,91
2010-04-19,89
2010-04-20,89
2010-04-21,87
2010-04-22,86
2010-04-23,86
2010-04-24,87
2010-04-25,85
2010-04-26,86
2010-04-27,90
2010-04-28,89
2010-04-29,91
2010-04-30,92
2010-05-01,100
2010-05-02,95
2010-05-03,92
2010-05-04,92
2010-05-05,92
2010-05-06,94
2010-05-07,90
2010-05-08,94
2010-05-09,91
2010-05-10,90
2010-05-11,93
2010-05-12,91
2010-05-13,91
2010-05-14,93
2010-05-15,96
2010-05-16,93
2010-05-17,90
2010-05-18,90
2010-05-19,88
2010-05-20,87
2010-05-21,87
2010-05-22,90
2010-05-23,85
2010-05-24,86
2010-05-25,87
2010-05-26,89
2010-05-27,89
2010-05-28,90
2010-05-29,96
2010-05-30,92
2010-05-31,89
2010-06-01,88
2010-06-02,88
2010-06-03,88
2010-06-04,85
2010-06-05,91
2010-06-06,84
2010-06-07,84
2010-06-08,86
2010-06-09,85
2010-06-10,85
2010-06-11,85
2010-06-12,93
2010-06-13,86
2010-06-14,85
2010-06-15,87
2010-06-16,85
2010-06-17,84
2010-06-18,84
2010-06-19,90
2010-06-20,84
2010-06-21,82
2010-06-22,83
2010-06-23,81
2010-06-24,81
2010-06-25,80
2010-06-26,85
2010-06-27,82
2010-06-28,84
2010-06-29,88
2010-06-30,89
2010-07-01,91
2010-07-02,94
2010-07-03,102
2010-07-04,95
2010-07-05,93
2010-07-06,94
2010-07-07,90
2010-07-08,89
2010-07-09,90
2010-07-10,92
2010-07-11,88
2010-07-12,86
2010-07-13,88
2010-07-14,86
2010-07-15,85
2010-07-16,86
2010-07-17,89
2010-07-18,86
2010-07-19,87
2010-07-20,89
2010-07-21,89
2010-07-22,91
2010-07-23,91
2010-07-24,97
2010-07-25,96
2010-07-26,93
2010-07-27,93
2010-07-28,94
2010-07-29,95
2010-07-30,95
2010-07-31,104
2010-08-01,96
2010-08-02,97
2010-08-03,100
2010-08-04,98
2010-08-05,99
2010-08-06,100
2010-08-07,108
2010-08-08,99
2010-08-09,96
2010-08-10,95
2010-08-11,93
2010-08-12,94
2010-08-13,91
2010-08-14,90
2010-08-15,94
2010-08-16,88
2010-08-17,87
2010-08-18,89
2010-08-19,86
2010-08-20,88
2010-08-21,87
2010-08-22,88
2010-08-23,85
2010-08-24,86
2010-08-25,84
2010-08-26,86
2010-08-27,84
2010-08-28,90
2010-08-29,84
2010-08-30,83
2010-08-31,83
2010-09-01,83
2010-09-02,82
2010-09-03,84
2010-09-04,87
2010-09-05,82
2010-09-06,82
2010-09-07,85
2010-09-08,84
2010-09-09,85
2010-09-10,85
2010-09-11,91
2010-09-12,84
2010-09-13,84
2010-09-14,84
2010-09-15,84
2010-09-16,83
2010-09-17,82
2010-09-18,86
2010-09-19,82
2010-09-20,82
2010-09-21,84
2010-09-22,84
2010-09-23,84
2010-09-24,85
2010-09-25,90
2010-09-26,86
2010-09-27,85
2010-09-28,87
2010-09-29,85
2010-09-30,85
2010-10-01,85
2010-10-02,90
2010-10-03,86
2010-10-04,85
2010-10-05,87
2010-10-06,86
2010-10-07,86
2010-10-08,88
2010-10-09,92
2010-10-10,87
2010-10-11,85
2010-10-12,86
2010-10-13,84
2010-10-14,84
2010-10-15,82
2010-10-16,88
2010-10-17,81
2010-10-18,81
2010-10-19,80
2010-10-20,82
2010-10-21,79
2010-10-22,80
2010-10-23,84
2010-10-24,79
2010-10-25,80
2010-10-26,81
2010-10-27,84
2010-10-28,83
2010-10-29,84
2010-10-30,90
2010-10-31,87
2010-11-01,85
2010-11-02,86
2010-11-03,86
2010-11-04,86
2010-11-05,86
2010-11-06,91
2010-11-07,85
2010-11-08,85
2010-11-09,85
2010-11-10,85
2010-11-11,87
2010-11-12,85
2010-11-13,90
2010-11-14,85
2010-11-15,82
2010-11-16,84
2010-11-17,80
2010-11-18,80
2010-11-19,78
2010-11-20,80
2010-11-21,79
2010-11-22,77
2010-11-23,79
2010-11-24,78
2010-11-25,79
2010-11-26,82
2010-11-27,82
2010-11-28,81
2010-11-29,79
2010-11-30,79
2010-12-01,81
2010-12-02,79
2010-12-03,79
2010-12-04,84
2010-12-05,78
2010-12-06,77
2010-12-07,76
2010-12-08,77
2010-12-09,74
2010-12-10,73
2010-12-11,78
2010-12-12,73
2010-12-13,73
2010-12-14,73
2010-12-15,74
2010-12-16,73
2010-12-17,73
2010-12-18,77
2010-12-19,74
2010-12-20,72
2010-12-21,71
2010-12-22,71
2010-12-23,70
2010-12-24,73
2010-12-25,76
2010-12-26,69
2010-12-27,70
2010-12-28,70
2010-12-29,71
2010-12-30,71
2010-12-31,74
2011-01-01,73
2011-01-02,74
2011-01-03,76
2011-01-04,77
2011-01-05,81
2011-01-06,81
2011-01-07,82
2011-01-08,89
2011-01-09,85
2011-01-10,85
2011-01-11,85
2011-01-12,87
2011-01-13,87
2011-01-14,87
2011-01-15,92
2011-01-16,88
2011-01-17,86
2011-01-18,86
2011-01-19,87
2011-01-20,86
2011-01-21,85
2011-01-22,87
2011-01-23,84
2011-01-24,84
2011-01-25,86
2011-01-26,85
2011-01-27,86
2011-01-28,87
2011-01-29,92
2011-01-30,86
2011-01-31,85
2011-02-01,87
2011-02-02,84
2011-02-03,85
2011-02-04,83
2011-02-05,87
2011-02-06,83
2011-02-07,82
2011-02-08,82
2011-02-09,83
2011-02-10,81
2011-02-11,82
2011-02-12,83
2011-02-13,82
2011-02-14,82
2011-02-15,82
2011-02-16,86
2011-02-17,85
2011-02-18,84
2011-02-19,88
2011-02-20,89
2011-02-21,85
2011-02-22,87
2011-02-23,86
2011-02-24,87
2011-02-25,86
2011-02-26,93
2011-02-27,87
2011-02-28,87
2011-03-01,88
2011-03-02,89
2011-03-03,88
2011-03-04,89
2011-03-05,93
2011-03-06,88
2011-03-07,87
2011-03-08,87
2011-03-09,86
2011-03-10,84
2011-03-11,83
2011-03-12,88
2011-03-13,82
2011-03-14,82
2011-03-15,82
2011-03-16,82
2011-03-17,82
2011-03-18,82
2011-03-19,88
2011-03-20,82
2011-03-21,82
2011-03-22,83
2011-03-23,83
2011-03-24,83
2011-03-25,83
2011-03-26,91
2011-03-27,84
2011-03-28,85
2011-03-29,86
2011-03-30,87
2011-03-31,87
2011-04-01,88
2011-04-02,94
2011-04-03,90
2011-04-04,88
2011-04-05,88
2011-04-06,88
2011-04-07,87
2011-04-08,87
2011-04-09,91
2011-04-10,85
2011-04-11,84
2011-04-12,84
2011-04-13,82
2011-04-14,81
2011-04-15,80
2011-04-16,83
2011-04-17,81
2011-04-18,78
2011-04-19,80
2011-04-20,77
2011-04-21,77
2011-04-22,79
2011-04-23,77
2011-04-24,79
2011-04-25,76
2011-04-26,76
2011-04-27,76
2011-04-28,76
2011-04-29,82
2011-04-30,76
2011-05-01,78
2011-05-02,77
2011-05-03,78
2011-05-04,80
2011-05-05,80
2011-05-06,82
2011-05-07,85
2011-05-08,83
2011-05-09,82
2011-05-10,84
2011-05-11,82
2011-05-12,83
2011-05-13,82
2011-05-14,86
2011-05-15,83
2011-05-16,81
2011-05-17,82
2011-05-18,82
2011-05-19,81
2011-05-20,82
2011-05-21,84
2011-05-22,81
2011-05-23,80
2011-05-24,80
2011-05-25,79
2011-05-26,78
2011-05-27,79
2011-05-28,82
2011-05-29,80
2011-05-30,78
2011-05-31,79
2011-06-01,79
2011-06-02,81
2011-06-03,81
2011-06-04,84
2011-06-05,80
2011-06-06,79
2011-06-07,79
2011-06-08,78
2011-06-09,80
2011-06-10,77
2011-06-11,80
2011-06-12,77
2011-06-13,77
2011-06-14,80
2011-06-15,79
2011-06-16,79
2011-06-17,80
2011-06-18,82
2011-06-19,81
2011-06-20,79
2011-06-21,78
2011-06-22,78
2011-06-23,79
2011-06-24,77
2011-06-25,80
2011-06-26,79
2011-06-27,78
2011-06-28,79
2011-06-29,80
2011-06-30,80
2011-07-01,81
2011-07-02,87
2011-07-03,82
2011-07-04,82
2011-07-05,86
2011-07-06,83
2011-07-07,84
2011-07-08,84
2011-07-09,89
2011-07-10,86
2011-07-11,83
2011-07-12,83
2011-07-13,83
2011-07-14,82
2011-07-15,81
2011-07-16,84
2011-07-17,83
2011-07-18,81
2011-07-19,82
2011-07-20,82
2011-07-21,82
2011-07-22,84
2011-07-23,87
2011-07-24,83
2011-07-25,81
2011-07-26,83
2011-07-27,80
2011-07-28,80
2011-07-29,78
2011-07-30,82
2011-07-31,82
2011-08-01,81
2011-08-02,83
2011-08-03,87
2011-08-04,88
2011-08-05,89
2011-08-06,97
2011-08-07,91
2011-08-08,89
2011-08-09,91
2011-08-10,88
2011-08-11,87
2011-08-12,87
2011-08-13,92
2011-08-14,85
2011-08-15,84
2011-08-16,85
2011-08-17,83
2011-08-18,82
2011-08-19,83
2011-08-20,86
2011-08-21,81
2011-08-22,80
2011-08-23,82
2011-08-24,81
2011-08-25,80
2011-08-26,80
2011-08-27,86
2011-08-28,82
2011-08-29,80
2011-08-30,81
2011-08-31,81
2011-09-01,82
2011-09-02,84
2011-09-03,88
2011-09-04,83
2011-09-05,83
2011-09-06,84
2011-09-07,84
2011-09-08,84
2011-09-09,84
2011-09-10,87
2011-09-11,84
2011-09-12,83
2011-09-13,83
2011-09-14,82
2011-09-15,81
2011-09-16,83
2011-09-17,83
2011-09-18,83
2011-09-19,81
2011-09-20,81
2011-09-21,82
2011-09-22,82
2011-09-23,82
2011-09-24,88
2011-09-25,83
2011-09-26,82
2011-09-27,83
2011-09-28,82
2011-09-29,82
2011-09-30,82
2011-10-01,82
2011-10-02,83
2011-10-03,82
2011-10-04,83
2011-10-05,82
2011-10-06,82
2011-10-07,83
2011-10-08,86
2011-10-09,81
2011-10-10,81
2011-10-11,83
2011-10-12,80
2011-10-13,79
2011-10-14,80
2011-10-15,83
2011-10-16,80
2011-10-17,79
2011-10-18,81
2011-10-19,82
2011-10-20,80
2011-10-21,81
2011-10-22,87
2011-10-23,81
2011-10-24,82
2011-10-25,84
2011-10-26,83
2011-10-27,83
2011-10-28,85
2011-10-29,91
2011-10-30,85
2011-10-31,85
2011-11-01,88
2011-11-02,86
2011-11-03,89
2011-11-04,87
2011-11-05,92
2011-11-06,89
2011-11-07,87
2011-11-08,87
2011-11-09,86
2011-11-10,87
2011-11-11,87
2011-11-12,89
2011-11-13,84
2011-11-14,83
