Date,Morgan Stanley
2010-12-11,85
2010-12-12,88
2010-12-13,78
2010-12-14,78
2010-12-15,78
2010-12-16,78
2010-12-17,78
2010-12-18,87
2010-12-19,77
2010-12-20,76
2010-12-21,75
2010-12-22,77
2010-12-23,73
2010-12-24,80
2010-12-25,72
2010-12-26,70
2010-12-27,69
2010-12-28,69
2010-12-29,67
2010-12-30,66
2010-12-31,68
2011-01-01,70
2011-01-02,67
2011-01-03,71
2011-01-04,75
2011-01-05,78
2011-01-06,85
2011-01-07,86
2011-01-08,104
2011-01-09,90
2011-01-10,90
2011-01-11,93
2011-01-12,91
2011-01-13,90
2011-01-14,90
2011-01-15,99
2011-01-16,96
2011-01-17,90
2011-01-18,90
2011-01-19,89
2011-01-20,92
2011-01-21,89
2011-01-22,96
2011-01-23,97
2011-01-24,87
2011-01-25,86
2011-01-26,88
2011-01-27,85
2011-01-28,84
2011-01-29,96
2011-01-30,85
2011-01-31,86
2011-02-01,87
2011-02-02,91
2011-02-03,89
2011-02-04,94
2011-02-05,100
2011-02-06,93
2011-02-07,93
2011-02-08,94
2011-02-09,97
2011-02-10,97
2011-02-11,99
2011-02-12,105
2011-02-13,106
2011-02-14,100
2011-02-15,100
2011-02-16,100
2011-02-17,100
2011-02-18,100
2011-02-19,107
2011-02-20,102
2011-02-21,95
2011-02-22,93
2011-02-23,90
2011-02-24,90
2011-02-25,89
2011-02-26,89
2011-02-27,92
2011-02-28,85
2011-03-01,86
2011-03-02,90
2011-03-03,88
2011-03-04,88
2011-03-05,90
2011-03-06,94
2011-03-07,89
2011-03-08,90
2011-03-09,90
2011-03-10,90
2011-03-11,96
2011-03-12,97
2011-03-13,93
2011-03-14,87
2011-03-15,85
2011-03-16,87
2011-03-17,81
2011-03-18,79
2011-03-19,83
2011-03-20,82
2011-03-21,79
2011-03-22,80
2011-03-23,82
2011-03-24,85
2011-03-25,83
2011-03-26,94
2011-03-27,85
2011-03-28,87
2011-03-29,91
2011-03-30,91
2011-03-31,97
2011-04-01,95
2011-04-02,107
2011-04-03,97
2011-04-04,97
2011-04-05,98
2011-04-06,102
2011-04-07,97
2011-04-08,103
2011-04-09,100
2011-04-10,105
2011-04-11,97
2011-04-12,96
2011-04-13,99
2011-04-14,95
2011-04-15,98
2011-04-16,103
2011-04-17,93
2011-04-18,92
2011-04-19,91
2011-04-20,92
2011-04-21,87
2011-04-22,95
2011-04-23,87
2011-04-24,96
2011-04-25,85
2011-04-26,86
2011-04-27,86
2011-04-28,87
2011-04-29,91
2011-04-30,97
2011-05-01,86
2011-05-02,83
2011-05-03,81
2011-05-04,80
2011-05-05,76
2011-05-06,74
2011-05-07,83
2011-05-08,73
2011-05-09,74
2011-05-10,75
2011-05-11,78
2011-05-12,78
2011-05-13,81
2011-05-14,92
2011-05-15,80
2011-05-16,78
2011-05-17,77
2011-05-18,75
2011-05-19,76
2011-05-20,73
2011-05-21,84
2011-05-22,74
2011-05-23,71
2011-05-24,71
2011-05-25,72
2011-05-26,73
2011-05-27,71
2011-05-28,78
2011-05-29,72
