Date,JP Morgan Securities
2009-09-12,84
2009-09-13,75
2009-09-14,77
2009-09-15,79
2009-09-16,84
2009-09-17,83
2009-09-18,85
2009-09-19,97
2009-09-20,84
2009-09-21,82
2009-09-22,80
2009-09-23,78
2009-09-24,76
2009-09-25,76
2009-09-26,77
2009-09-27,80
2009-09-28,73
2009-09-29,74
2009-09-30,77
2009-10-01,76
2009-10-02,79
2009-10-03,87
2009-10-04,77
2009-10-05,76
2009-10-06,78
2009-10-07,75
2009-10-08,76
2009-10-09,73
2009-10-10,80
2009-10-11,76
2009-10-12,76
2009-10-13,78
2009-10-14,79
2009-10-15,81
2009-10-16,85
2009-10-17,100
2009-10-18,84
2009-10-19,84
2009-10-20,84
2009-10-21,84
2009-10-22,86
2009-10-23,83
2009-10-24,91
2009-10-25,85
2009-10-26,80
2009-10-27,80
2009-10-28,78
2009-10-29,79
2009-10-30,76
2009-10-31,81
2009-11-01,79
2009-11-02,75
2009-11-03,75
2009-11-04,79
2009-11-05,76
2009-11-06,78
2009-11-07,85
2009-11-08,81
2009-11-09,76
2009-11-10,76
2009-11-11,75
2009-11-12,77
2009-11-13,74
2009-11-14,80
2009-11-15,75
2009-11-16,74
2009-11-17,75
2009-11-18,75
2009-11-19,78
2009-11-20,75
2009-11-21,82
2009-11-22,77
2009-11-23,72
2009-11-24,70
2009-11-25,70
2009-11-26,74
2009-11-27,64
2009-11-28,65
2009-11-29,65
2009-11-30,65
2009-12-01,66
2009-12-02,68
2009-12-03,69
2009-12-04,72
2009-12-05,79
2009-12-06,75
2009-12-07,75
2009-12-08,76
2009-12-09,77
2009-12-10,78
2009-12-11,82
2009-12-12,86
2009-12-13,90
2009-12-14,80
2009-12-15,80
2009-12-16,79
2009-12-17,81
2009-12-18,81
2009-12-19,84
2009-12-20,79
2009-12-21,73
2009-12-22,71
2009-12-23,71
2009-12-24,69
2009-12-25,69
2009-12-26,61
2009-12-27,62
2009-12-28,63
2009-12-29,65
2009-12-30,66
2009-12-31,68
2010-01-01,77
2010-01-02,71
2010-01-03,72
2010-01-04,74
2010-01-05,76
2010-01-06,77
2010-01-07,80
2010-01-08,80
2010-01-09,89
2010-01-10,86
2010-01-11,84
2010-01-12,89
2010-01-13,87
2010-01-14,91
2010-01-15,89
2010-01-16,99
2010-01-17,98
2010-01-18,91
2010-01-19,91
2010-01-20,94
2010-01-21,91
2010-01-22,94
2010-01-23,99
2010-01-24,96
2010-01-25,90
2010-01-26,90
2010-01-27,89
2010-01-28,91
2010-01-29,87
2010-01-30,91
2010-01-31,95
2010-02-01,89
2010-02-02,90
2010-02-03,91
2010-02-04,96
2010-02-05,93
2010-02-06,102
2010-02-07,95
2010-02-08,90
2010-02-09,89
2010-02-10,89
2010-02-11,86
2010-02-12,86
2010-02-13,85
2010-02-14,90
2010-02-15,81
2010-02-16,81
2010-02-17,80
2010-02-18,83
2010-02-19,80
2010-02-20,83
2010-02-21,80
2010-02-22,81
2010-02-23,82
2010-02-24,85
2010-02-25,84
2010-02-26,86
2010-02-27,93
2010-02-28,90
2010-03-01,86
2010-03-02,88
2010-03-03,85
2010-03-04,84
2010-03-05,84
2010-03-06,91
2010-03-07,86
2010-03-08,84
2010-03-09,85
2010-03-10,85
2010-03-11,85
2010-03-12,87
2010-03-13,89
2010-03-14,92
2010-03-15,86
2010-03-16,86
2010-03-17,87
2010-03-18,86
2010-03-19,86
2010-03-20,92
2010-03-21,91
2010-03-22,86
2010-03-23,86
2010-03-24,86
2010-03-25,86
2010-03-26,90
2010-03-27,89
2010-03-28,93
2010-03-29,86
2010-03-30,87
2010-03-31,87
2010-04-01,87
2010-04-02,88
2010-04-03,96
2010-04-04,89
2010-04-05,86
2010-04-06,85
2010-04-07,90
2010-04-08,83
2010-04-09,83
2010-04-10,88
2010-04-11,84
2010-04-12,87
2010-04-13,89
2010-04-14,92
2010-04-15,95
2010-04-16,99
2010-04-17,110
2010-04-18,104
2010-04-19,96
2010-04-20,94
2010-04-21,93
2010-04-22,90
2010-04-23,88
2010-04-24,96
2010-04-25,87
2010-04-26,86
2010-04-27,86
2010-04-28,85
2010-04-29,86
2010-04-30,84
2010-05-01,93
2010-05-02,84
2010-05-03,82
2010-05-04,82
2010-05-05,82
2010-05-06,81
2010-05-07,81
2010-05-08,88
2010-05-09,81
2010-05-10,80
2010-05-11,82
2010-05-12,80
2010-05-13,80
2010-05-14,83
2010-05-15,85
2010-05-16,89
2010-05-17,81
2010-05-18,82
2010-05-19,81
2010-05-20,81
2010-05-21,83
2010-05-22,84
2010-05-23,89
2010-05-24,80
2010-05-25,79
2010-05-26,79
2010-05-27,77
2010-05-28,76
2010-05-29,83
2010-05-30,76
2010-05-31,73
2010-06-01,72
2010-06-02,71
2010-06-03,70
2010-06-04,71
2010-06-05,75
2010-06-06,71
2010-06-07,71
2010-06-08,72
2010-06-09,73
2010-06-10,75
2010-06-11,76
2010-06-12,84
2010-06-13,76
2010-06-14,76
2010-06-15,77
2010-06-16,77
2010-06-17,78
2010-06-18,83
2010-06-19,86
2010-06-20,80
2010-06-21,77
2010-06-22,78
2010-06-23,76
2010-06-24,77
2010-06-25,75
2010-06-26,83
2010-06-27,76
2010-06-28,76
2010-06-29,77
2010-06-30,78
2010-07-01,78
2010-07-02,80
2010-07-03,87
2010-07-04,82
2010-07-05,78
2010-07-06,77
2010-07-07,76
2010-07-08,77
2010-07-09,74
2010-07-10,81
2010-07-11,80
2010-07-12,78
2010-07-13,80
2010-07-14,83
2010-07-15,84
2010-07-16,90
2010-07-17,99
2010-07-18,91
2010-07-19,85
2010-07-20,84
2010-07-21,81
2010-07-22,82
2010-07-23,79
2010-07-24,81
2010-07-25,78
2010-07-26,75
2010-07-27,76
2010-07-28,75
2010-07-29,75
2010-07-30,75
2010-07-31,80
2010-08-01,80
2010-08-02,78
2010-08-03,82
2010-08-04,81
2010-08-05,85
2010-08-06,85
2010-08-07,93
2010-08-08,90
2010-08-09,85
2010-08-10,85
2010-08-11,87
2010-08-12,83
2010-08-13,85
2010-08-14,82
2010-08-15,88
2010-08-16,84
2010-08-17,87
2010-08-18,86
2010-08-19,87
2010-08-20,89
2010-08-21,97
2010-08-22,87
2010-08-23,85
2010-08-24,87
2010-08-25,81
2010-08-26,84
2010-08-27,77
2010-08-28,85
2010-08-29,76
2010-08-30,77
2010-08-31,78
2010-09-01,78
2010-09-02,82
2010-09-03,82
2010-09-04,88
2010-09-05,80
2010-09-06,79
2010-09-07,78
2010-09-08,77
2010-09-09,76
2010-09-10,75
2010-09-11,81
2010-09-12,79
2010-09-13,78
2010-09-14,81
2010-09-15,83
2010-09-16,91
2010-09-17,89
2010-09-18,98
2010-09-19,93
2010-09-20,86
2010-09-21,87
2010-09-22,84
2010-09-23,80
2010-09-24,78
2010-09-25,82
2010-09-26,77
2010-09-27,79
2010-09-28,81
2010-09-29,83
2010-09-30,85
2010-10-01,86
2010-10-02,97
2010-10-03,90
2010-10-04,88
2010-10-05,88
2010-10-06,90
2010-10-07,88
2010-10-08,88
2010-10-09,97
2010-10-10,91
2010-10-11,87
2010-10-12,87
2010-10-13,87
2010-10-14,90
2010-10-15,87
2010-10-16,95
2010-10-17,86
2010-10-18,85
2010-10-19,85
2010-10-20,83
2010-10-21,82
2010-10-22,83
2010-10-23,90
2010-10-24,81
2010-10-25,80
2010-10-26,80
2010-10-27,81
2010-10-28,81
2010-10-29,81
2010-10-30,85
2010-10-31,82
2010-11-01,79
2010-11-02,82
2010-11-03,79
2010-11-04,79
2010-11-05,80
2010-11-06,84
2010-11-07,88
2010-11-08,78
2010-11-09,78
2010-11-10,77
2010-11-11,81
2010-11-12,76
2010-11-13,81
2010-11-14,82
2010-11-15,77
2010-11-16,78
2010-11-17,82
2010-11-18,79
2010-11-19,80
2010-11-20,88
2010-11-21,79
2010-11-22,75
2010-11-23,72
2010-11-24,72
2010-11-25,73
2010-11-26,64
2010-11-27,62
2010-11-28,69
2010-11-29,66
2010-11-30,69
2010-12-01,71
2010-12-02,75
2010-12-03,77
2010-12-04,82
2010-12-05,80
2010-12-06,81
2010-12-07,82
2010-12-08,86
2010-12-09,85
2010-12-10,86
2010-12-11,93
2010-12-12,93
2010-12-13,85
2010-12-14,83
2010-12-15,82
2010-12-16,80
2010-12-17,81
2010-12-18,83
2010-12-19,81
2010-12-20,74
2010-12-21,72
2010-12-22,71
2010-12-23,69
2010-12-24,70
2010-12-25,72
2010-12-26,70
2010-12-27,67
2010-12-28,68
2010-12-29,69
2010-12-30,70
2010-12-31,71
2011-01-01,79
2011-01-02,77
2011-01-03,77
2011-01-04,79
2011-01-05,82
2011-01-06,84
2011-01-07,89
2011-01-08,97
2011-01-09,97
2011-01-10,90
2011-01-11,90
2011-01-12,92
2011-01-13,90
2011-01-14,90
2011-01-15,99
2011-01-16,97
2011-01-17,89
2011-01-18,90
2011-01-19,88
2011-01-20,89
2011-01-21,87
2011-01-22,93
2011-01-23,89
2011-01-24,86
2011-01-25,86
2011-01-26,86
2011-01-27,88
2011-01-28,86
2011-01-29,91
2011-01-30,90
2011-01-31,85
2011-02-01,85
2011-02-02,84
2011-02-03,86
2011-02-04,84
2011-02-05,90
2011-02-06,88
2011-02-07,84
2011-02-08,86
2011-02-09,85
2011-02-10,84
2011-02-11,84
2011-02-12,93
2011-02-13,85
2011-02-14,85
2011-02-15,85
2011-02-16,85
2011-02-17,85
2011-02-18,85
2011-02-19,91
2011-02-20,90
2011-02-21,84
2011-02-22,84
2011-02-23,84
2011-02-24,86
2011-02-25,84
2011-02-26,89
2011-02-27,90
2011-02-28,84
2011-03-01,84
2011-03-02,87
2011-03-03,85
2011-03-04,85
2011-03-05,88
2011-03-06,92
2011-03-07,84
2011-03-08,84
2011-03-09,82
2011-03-10,83
2011-03-11,82
2011-03-12,83
2011-03-13,79
2011-03-14,78
2011-03-15,79
2011-03-16,78
2011-03-17,79
2011-03-18,77
2011-03-19,84
2011-03-20,77
2011-03-21,78
2011-03-22,79
2011-03-23,82
2011-03-24,83
2011-03-25,82
2011-03-26,89
2011-03-27,84
2011-03-28,82
2011-03-29,82
2011-03-30,82
2011-03-31,83
2011-04-01,82
2011-04-02,88
2011-04-03,86
2011-04-04,83
2011-04-05,86
2011-04-06,85
2011-04-07,88
2011-04-08,87
2011-04-09,97
2011-04-10,88
2011-04-11,89
2011-04-12,90
2011-04-13,91
2011-04-14,95
2011-04-15,93
2011-04-16,102
2011-04-17,94
2011-04-18,92
2011-04-19,92
2011-04-20,90
2011-04-21,90
2011-04-22,88
2011-04-23,93
2011-04-24,91
2011-04-25,83
2011-04-26,83
2011-04-27,79
2011-04-28,78
2011-04-29,75
2011-04-30,81
2011-05-01,74
2011-05-02,72
2011-05-03,72
2011-05-04,74
2011-05-05,72
2011-05-06,73
2011-05-07,76
2011-05-08,75
2011-05-09,71
2011-05-10,74
2011-05-11,71
2011-05-12,73
2011-05-13,71
2011-05-14,76
2011-05-15,75
2011-05-16,72
2011-05-17,73
2011-05-18,73
2011-05-19,74
2011-05-20,75
2011-05-21,84
2011-05-22,81
2011-05-23,76
2011-05-24,78
2011-05-25,76
2011-05-26,76
2011-05-27,77
2011-05-28,84
2011-05-29,81
2011-05-30,77
2011-05-31,77
2011-06-01,78
2011-06-02,79
2011-06-03,78
2011-06-04,85
2011-06-05,83
2011-06-06,78
2011-06-07,77
2011-06-08,80
2011-06-09,76
2011-06-10,76
2011-06-11,84
2011-06-12,76
2011-06-13,77
2011-06-14,78
2011-06-15,81
2011-06-16,80
2011-06-17,81
2011-06-18,92
2011-06-19,85
2011-06-20,82
2011-06-21,82
2011-06-22,82
2011-06-23,85
2011-06-24,82
2011-06-25,86
2011-06-26,84
2011-06-27,82
2011-06-28,82
2011-06-29,83
2011-06-30,83
2011-07-01,86
2011-07-02,86
2011-07-03,90
2011-07-04,81
2011-07-05,79
2011-07-06,78
2011-07-07,77
2011-07-08,77
2011-07-09,80
2011-07-10,76
2011-07-11,78
2011-07-12,80
2011-07-13,83
2011-07-14,84
2011-07-15,86
2011-07-16,94
2011-07-17,96
2011-07-18,88
2011-07-19,87
2011-07-20,91
2011-07-21,86
2011-07-22,86
2011-07-23,90
2011-07-24,91
2011-07-25,86
2011-07-26,87
2011-07-27,87
2011-07-28,88
2011-07-29,88
2011-07-30,97
2011-07-31,89
2011-08-01,88
2011-08-02,87
2011-08-03,88
2011-08-04,86
2011-08-05,87
2011-08-06,90
