Date,Robert W Baird
2009-01-27,62
2009-01-28,62
2009-01-29,61
2009-01-30,60
2009-01-31,60
2009-02-01,59
2009-02-02,59
2009-02-03,59
2009-02-04,59
2009-02-05,59
2009-02-06,59
2009-02-07,59
2009-02-08,61
2009-02-09,64
2009-02-10,66
2009-02-11,69
2009-02-12,71
2009-02-13,74
2009-02-14,77
2009-02-15,80
2009-02-16,84
2009-02-17,87
2009-02-18,90
2009-02-19,94
2009-02-20,97
2009-02-21,100
2009-02-22,93
2009-02-23,85
2009-02-24,78
2009-02-25,71
2009-02-26,64
2009-02-27,57
2009-02-28,50
2009-03-01,53
2009-03-02,56
2009-03-03,59
2009-03-04,62
2009-03-05,65
2009-03-06,68
2009-03-07,71
2009-03-08,68
2009-03-09,64
2009-03-10,61
2009-03-11,57
2009-03-12,54
2009-03-13,51
2009-03-14,48
2009-03-15,50
2009-03-16,55
2009-03-17,58
2009-03-18,61
2009-03-19,65
2009-03-20,69
2009-03-21,75
2009-03-22,64
2009-03-23,61
2009-03-24,58
2009-03-25,54
2009-03-26,51
2009-03-27,48
2009-03-28,45
2009-03-29,45
2009-04-05,45
2009-04-06,56
2009-04-07,45
2009-04-08,45
2009-04-09,45
2009-04-10,45
2009-04-11,45
2009-04-12,45
2009-04-13,45
2009-04-14,45
2009-04-15,45
2009-04-16,45
2009-04-17,45
2009-04-18,45
2009-04-19,44
2009-04-20,44
2009-04-21,44
2009-04-22,44
2009-04-23,44
2009-04-24,44
2009-04-25,44
2009-04-26,45
2009-04-27,46
2009-04-28,47
2009-04-29,48
2009-04-30,49
2009-05-01,50
2009-05-02,51
2009-05-03,51
2009-05-04,52
2009-05-05,53
2009-05-06,54
2009-05-07,55
2009-05-08,56
2009-05-09,57
2009-05-10,55
2009-05-11,54
2009-05-12,53
2009-05-13,52
2009-05-14,50
2009-05-15,49
2009-05-16,48
2009-05-17,48
2009-05-18,47
2009-05-19,47
2009-05-20,47
2009-05-21,47
2009-05-22,47
2009-05-23,47
2009-05-24,47
2009-05-25,47
2009-05-26,47
2009-05-27,47
2009-05-28,47
2009-05-29,47
2009-05-30,47
2009-05-31,47
2009-06-01,47
2009-06-02,47
2009-06-03,47
2009-06-04,47
2009-06-05,47
2009-06-06,47
2009-06-07,47
2009-06-08,47
2009-06-09,47
2009-06-10,47
2009-06-11,47
2009-06-12,47
2009-06-13,47
2009-06-14,47
2009-06-15,47
2009-06-16,48
2009-06-17,48
2009-06-18,49
2009-06-19,49
2009-06-20,50
2009-06-21,50
2009-06-22,51
2009-06-23,51
2009-06-24,52
2009-06-25,53
2009-06-26,53
2009-06-27,54
2009-06-28,54
2009-07-05,57
2009-07-06,58
2009-07-07,59
2009-07-08,59
2009-07-09,60
2009-07-10,60
2009-07-11,61
2009-07-12,59
2009-07-13,57
2009-07-14,55
2009-07-15,53
2009-07-16,51
2009-07-17,49
2009-07-18,48
2009-07-19,48
2009-07-20,48
2009-07-21,48
2009-07-22,48
2009-07-23,48
2009-07-24,48
2009-07-25,48
2009-07-26,52
2009-07-27,56
2009-07-28,61
2009-07-29,65
2009-07-30,70
2009-07-31,74
2009-08-01,79
2009-08-02,75
2009-08-03,71
2009-08-04,68
2009-08-05,64
2009-08-06,61
2009-08-07,57
2009-08-08,54
2009-08-09,59
2009-08-10,65
2009-08-11,71
2009-08-12,77
2009-08-13,82
2009-08-14,88
2009-08-15,94
2009-08-16,88
2009-08-17,81
2009-08-18,75
2009-08-19,69
2009-08-20,63
2009-08-21,57
2009-08-22,52
2009-08-23,52
2009-08-24,52
2009-08-25,52
2009-08-26,52
2009-08-27,52
2009-08-28,52
2009-08-29,52
2009-08-30,52
2009-08-31,52
2009-09-01,52
2009-09-02,52
2009-09-03,52
2009-09-04,52
2009-09-05,52
2009-09-06,52
2009-09-07,52
2009-09-08,52
2009-09-09,52
2009-09-10,52
2009-09-11,52
2009-09-12,52
2009-09-13,58
2009-09-14,66
2009-09-15,73
2009-09-16,80
2009-09-17,86
2009-09-18,93
2009-09-19,100
2009-09-20,93
2009-09-21,84
2009-09-22,77
2009-09-23,70
2009-09-24,62
2009-09-25,55
2009-09-26,48
2009-09-27,49
2009-10-04,56
2009-10-05,66
2009-10-06,51
2009-10-07,49
2009-10-08,46
2009-10-09,44
2009-10-10,42
2009-10-11,42
2009-10-12,42
2009-10-13,42
2009-10-14,42
2009-10-15,42
2009-10-16,42
2009-10-17,42
2009-10-18,48
2009-10-19,54
2009-10-20,61
2009-10-21,67
2009-10-22,74
2009-10-23,80
2009-10-24,87
2009-10-25,81
2009-10-26,76
2009-10-27,70
2009-10-28,65
2009-10-29,59
2009-10-30,54
2009-10-31,49
2009-11-01,50
2009-11-02,51
2009-11-03,52
2009-11-04,53
2009-11-05,54
2009-11-06,55
2009-11-07,56
2009-11-08,57
2009-11-09,57
2009-11-10,58
2009-11-11,59
2009-11-12,60
2009-11-13,61
2009-11-14,62
2009-11-15,58
2009-11-16,55
2009-11-17,52
2009-11-18,49
2009-11-19,46
2009-11-20,43
2009-11-21,40
2009-11-22,42
2009-11-23,44
2009-11-24,47
2009-11-25,49
2009-11-26,52
2009-11-27,54
2009-11-28,57
2009-11-29,55
2009-11-30,54
2009-12-01,52
2009-12-02,51
2009-12-03,49
2009-12-04,48
2009-12-05,47
2009-12-06,49
2009-12-07,51
2009-12-08,53
2009-12-09,55
2009-12-10,58
2009-12-11,60
2009-12-12,62
2009-12-13,60
2009-12-14,59
2009-12-15,57
2009-12-16,56
2009-12-17,54
2009-12-18,53
2009-12-19,53
2009-12-20,49
2009-12-21,50
2009-12-22,51
2009-12-23,52
2009-12-24,53
2009-12-25,54
2009-12-26,55
2009-12-27,56
