Date,Jefferies
2011-11-06,92
2011-11-07,84
2011-11-08,77
2011-11-09,69
2011-11-10,61
2011-11-11,53
2011-11-12,46
2011-11-13,46
2011-11-14,47
2011-11-15,48
2011-11-16,49
2011-11-17,50
2011-11-18,51
2011-11-19,52
2011-11-20,53
2011-11-21,55
2011-11-22,56
2011-11-23,57
2011-11-24,58
2011-11-25,60
2011-11-26,61
2011-11-27,57
2011-11-28,51
2011-11-29,47
2011-11-30,43
2011-12-01,39
2011-12-02,35
2011-12-03,31
2011-12-04,33
2011-12-05,35
2011-12-06,37
2011-12-07,39
2011-12-08,41
2011-12-09,44
2011-12-10,46
2011-12-11,44
2011-12-12,42
2011-12-13,40
2011-12-14,38
2011-12-15,36
2011-12-16,34
2011-12-17,32
2011-12-18,32
2011-12-19,33
2011-12-20,34
2011-12-21,34
2011-12-22,35
2011-12-23,36
2011-12-24,37
2011-12-25,35
2011-12-26,33
2011-12-27,31
2011-12-28,29
2011-12-29,27
2011-12-30,25
2011-12-31,23
2012-01-01,23
2012-01-02,23
2012-01-03,23
2012-01-04,23
2012-01-05,23
2012-01-06,23
2012-01-07,24
2012-01-08,24
2012-01-09,24
2012-01-10,25
2012-01-11,25
2012-01-12,26
2012-01-13,26
2012-01-14,27
2012-01-15,27
2012-01-16,27
2012-01-17,27
2012-01-18,28
2012-01-19,28
2012-01-20,28
2012-01-21,29
2012-01-22,29
2012-01-23,30
2012-01-24,31
2012-01-25,32
2012-01-26,33
2012-01-27,34
2012-01-28,35
2012-01-29,34
2012-02-05,33
2012-02-06,32
2012-02-07,31
2012-02-08,30
2012-02-09,29
2012-02-10,28
2012-02-11,28
2012-02-12,29
2012-02-13,30
2012-02-14,31
2012-02-15,32
2012-02-16,33
2012-02-17,34
2012-02-18,35
2012-02-19,33
2012-02-20,31
2012-02-21,30
2012-02-22,28
2012-02-23,27
2012-02-24,25
2012-02-25,24
2012-02-26,24
2012-02-27,24
2012-02-28,24
2012-02-29,24
2012-03-01,24
2012-03-02,24
2012-03-03,24
2012-03-04,23
2012-03-05,22
2012-03-06,21
2012-03-07,20
