Date,Credit Suisse
2008-01-12,85
2008-01-13,77
2008-01-14,76
2008-01-15,77
2008-01-16,74
2008-01-17,73
2008-01-18,73
2008-01-19,77
2008-01-20,72
2008-01-21,73
2008-01-22,75
2008-01-23,75
2008-01-24,78
2008-01-25,81
2008-01-26,81
2008-01-27,78
2008-01-28,74
2008-01-29,72
2008-01-30,70
2008-01-31,68
2008-02-01,70
2008-02-02,69
2008-02-03,67
2008-02-04,69
2008-02-05,77
2008-02-06,74
2008-02-07,77
2008-02-08,86
2008-02-09,84
2008-02-10,81
2008-02-11,80
2008-02-12,79
2008-02-13,80
2008-02-14,79
2008-02-15,76
2008-02-16,86
2008-02-17,76
2008-02-18,77
2008-02-19,78
2008-02-20,81
2008-02-21,83
2008-02-22,84
2008-02-23,85
2008-02-24,82
2008-02-25,81
2008-02-26,80
2008-02-27,79
2008-02-28,85
2008-02-29,77
2008-03-01,82
2008-03-02,75
2008-03-03,74
2008-03-04,73
2008-03-05,79
2008-03-06,71
2008-03-07,74
2008-03-08,70
2008-03-09,69
2008-03-10,69
2008-03-11,71
2008-03-12,70
2008-03-13,70
2008-03-14,73
2008-03-15,75
2008-03-16,70
2008-03-17,70
2008-03-18,69
2008-03-19,74
2008-03-20,68
2008-03-21,74
2008-03-22,70
2008-03-23,69
2008-03-24,68
2008-03-25,69
2008-03-26,72
2008-03-27,70
2008-03-28,77
2008-03-29,73
2008-03-30,72
2008-03-31,70
2008-04-01,70
2008-04-02,73
2008-04-03,70
2008-04-04,70
2008-04-05,73
2008-04-06,70
2008-04-07,70
2008-04-08,70
2008-04-09,70
2008-04-10,70
2008-04-11,73
2008-04-12,74
2008-04-13,68
2008-04-14,66
2008-04-15,65
2008-04-16,67
2008-04-17,62
2008-04-18,63
2008-04-19,61
2008-04-20,61
2008-04-21,63
2008-04-22,65
2008-04-23,68
2008-04-24,70
2008-04-25,73
2008-04-26,77
2008-04-27,72
2008-04-28,69
2008-04-29,69
2008-04-30,64
2008-05-01,64
2008-05-02,58
2008-05-03,59
2008-05-04,55
2008-05-05,55
2008-05-06,55
2008-05-07,56
2008-05-08,54
2008-05-09,54
2008-05-10,59
2008-05-11,55
2008-05-12,56
2008-05-13,57
2008-05-14,58
2008-05-15,60
2008-05-16,60
2008-05-17,66
2008-05-18,59
2008-05-19,58
2008-05-20,62
2008-05-21,56
2008-05-22,58
2008-05-23,54
2008-05-24,58
2008-05-25,52
2008-05-26,52
2008-05-27,53
2008-05-28,54
2008-05-29,51
2008-05-30,51
2008-05-31,51
2008-06-01,52
2008-06-02,54
2008-06-03,58
2008-06-04,57
2008-06-05,62
2008-06-06,64
2008-06-07,62
2008-06-08,61
2008-06-09,61
2008-06-10,60
2008-06-11,66
2008-06-12,59
2008-06-13,61
2008-06-14,62
2008-06-15,59
2008-06-16,60
2008-06-17,61
2008-06-18,61
2008-06-19,63
2008-06-20,65
2008-06-21,64
2008-06-22,64
