Date,BofA Merrill Lynch
2013-04-01,100
2013-04-02,99
2013-04-03,98
2013-04-04,97
2013-04-05,96
2013-04-06,95
2013-04-07,94
2013-04-08,93
2013-04-09,92
2013-04-10,91
2013-04-11,90
2013-04-12,89
2013-04-13,88
2013-04-14,87
2013-04-15,86
2013-04-16,85
2013-04-17,84
2013-04-18,83
2013-04-19,82
2013-04-20,81
2013-04-21,80
2013-04-22,79
2013-04-23,78
2013-04-24,77
2013-04-25,76
2013-04-26,75
2013-04-27,74
2013-04-28,73
2013-04-29,72
2013-04-30,71
2013-05-01,70
2013-05-02,70
2013-05-03,70
2013-05-04,70
2013-05-05,70
2013-05-06,70
2013-05-07,70
2013-05-08,70
2013-05-09,70
2013-05-10,70
2013-05-11,70
2013-05-12,70
2013-05-13,70
2013-05-14,70
2013-05-15,70
2013-05-16,70
2013-05-17,70
2013-05-18,70
2013-05-19,70
2013-05-20,70
2013-05-21,70
2013-05-22,70
2013-05-23,70
2013-05-24,70
2013-05-25,70
2013-05-26,70
2013-05-27,70
2013-05-28,70
2013-05-29,70
2013-05-30,70
2013-05-31,70
2013-06-01,70
2013-06-02,70
2013-06-03,70
2013-06-04,70
2013-06-05,70
2013-06-06,70
2013-06-07,70
2013-06-08,70
2013-06-09,70
2013-06-10,70
2013-06-11,70
2013-06-12,70
2013-06-13,70
2013-06-14,70
2013-06-15,70
2013-06-16,70
2013-06-17,70
2013-06-18,70
2013-06-19,70
2013-06-20,70
2013-06-21,70
2013-06-22,70
2013-06-23,70
2013-06-24,70
2013-06-25,70
2013-06-26,70
2013-06-27,70
2013-06-28,70
2013-06-29,70
2013-06-30,70
2013-07-01,70
2013-07-02,70
2013-07-03,70
2013-07-04,70
2013-07-05,70
2013-07-06,70
2013-07-07,70
2013-07-08,70
2013-07-09,70
2013-07-10,70
2013-07-11,70
2013-07-12,70
2013-07-13,70
2013-07-14,70
2013-07-15,70
2013-07-16,70
2013-07-17,70
2013-07-18,70
2013-07-19,70
2013-07-20,70
2013-07-21,70
2013-07-22,70
2013-07-23,70
2013-07-24,70
2013-07-25,70
2013-07-26,70
2013-07-27,70
2013-07-28,70
2013-07-29,70
2013-07-30,70
2013-07-31,70
2013-08-01,70
2013-08-02,70
2013-08-03,70
2013-08-04,70
2013-08-05,70
2013-08-06,70
2013-08-07,70
2013-08-08,70
2013-08-09,71
2013-08-10,71
2013-08-11,71
2013-08-12,71
2013-08-13,71
2013-08-14,71
2013-08-15,71
2013-08-16,71
2013-08-17,72
2013-08-18,72
2013-08-19,72
2013-08-20,72
2013-08-21,72
2013-08-22,72
2013-08-23,72
2013-08-24,72
2013-08-25,73
2013-08-26,73
2013-08-27,73
2013-08-28,73
2013-08-29,73
2013-08-30,73
2013-08-31,73
2013-09-01,74
2013-09-02,74
2013-09-03,74
2013-09-04,74
2013-09-05,74
2013-09-06,74
2013-09-07,74
2013-09-08,74
2013-09-09,75
2013-09-10,75
2013-09-11,75
2013-09-12,75
2013-09-13,75
2013-09-14,75
2013-09-15,75
2013-09-16,76
2013-09-17,76
2013-09-18,76
2013-09-19,76
2013-09-20,76
2013-09-21,76
2013-09-22,76
2013-09-23,76
2013-09-24,77
2013-09-25,77
2013-09-26,77
2013-09-27,77
2013-09-28,77
2013-09-29,77
2013-09-30,77
2013-10-01,78
2013-10-02,77
2013-10-03,77
2013-10-04,76
2013-10-05,76
2013-10-06,76
2013-10-07,75
2013-10-08,75
2013-10-09,75
2013-10-10,74
2013-10-11,74
2013-10-12,74
2013-10-13,73
2013-10-14,73
2013-10-15,73
2013-10-16,72
2013-10-17,72
2013-10-18,71
2013-10-19,71
2013-10-20,71
2013-10-21,70
2013-10-22,70
2013-10-23,70
2013-10-24,69
2013-10-25,69
2013-10-26,69
2013-10-27,68
2013-10-28,68
2013-10-29,68
2013-10-30,67
2013-10-31,67
2013-11-01,67
2013-11-02,67
2013-11-03,68
2013-11-04,68
2013-11-05,69
2013-11-06,69
2013-11-07,70
2013-11-08,70
2013-11-09,71
2013-11-10,71
2013-11-11,72
2013-11-12,72
2013-11-13,73
2013-11-14,73
2013-11-15,74
2013-11-16,75
2013-11-17,75
2013-11-18,76
2013-11-19,76
2013-11-20,77
2013-11-21,77
2013-11-22,78
2013-11-23,78
2013-11-24,79
2013-11-25,79
2013-11-26,80
2013-11-27,80
2013-11-28,81
2013-11-29,81
2013-11-30,82
2013-12-01,83
2013-12-02,83
2013-12-03,84
2013-12-04,84
2013-12-05,85
2013-12-06,85
2013-12-07,86
2013-12-08,86
2013-12-09,87
2013-12-10,87
2013-12-11,88
2013-12-12,89
2013-12-13,89
2013-12-14,90
2013-12-15,90
2013-12-16,91
2013-12-17,91
2013-12-18,92
2013-12-19,92
2013-12-20,93
2013-12-21,93
2013-12-22,94
2013-12-23,95
2013-12-24,95
2013-12-25,96
2013-12-26,96
2013-12-27,97
2013-12-28,97
2013-12-29,98
2013-12-30,98
2013-12-31,99
2014-01-01,100
2014-01-02,96
2014-01-03,93
2014-01-04,90
2014-01-05,87
2014-01-06,83
2014-01-07,80
2014-01-08,77
2014-01-09,74
2014-01-10,70
2014-01-11,67
2014-01-12,64
2014-01-13,61
2014-01-14,58
2014-01-15,54
2014-01-16,51
2014-01-17,48
2014-01-18,45
2014-01-19,41
2014-01-20,38
2014-01-21,35
2014-01-22,32
2014-01-23,29
2014-01-24,25
2014-01-25,22
2014-01-26,19
2014-01-27,16
2014-01-28,12
2014-01-29,9
2014-01-30,6
2014-01-31,3
