Date,RBC Capital Markets
2010-02-13,77
2010-02-14,75
2010-02-15,75
2010-02-16,74
2010-02-17,72
2010-02-18,71
2010-02-19,70
2010-02-20,69
2010-02-21,67
2010-02-22,65
2010-02-23,63
2010-02-24,62
2010-02-25,60
2010-02-26,58
2010-02-27,57
2010-02-28,55
2010-03-01,53
2010-03-02,52
2010-03-03,50
2010-03-04,48
2010-03-05,47
2010-03-06,45
2010-03-07,49
2010-03-08,52
2010-03-09,56
2010-03-10,60
2010-03-11,64
2010-03-12,68
2010-03-13,72
2010-03-14,69
2010-03-15,67
2010-03-16,64
2010-03-17,62
2010-03-18,59
2010-03-19,56
2010-03-20,54
2010-03-21,55
2010-03-22,56
2010-03-23,58
2010-03-24,59
2010-03-25,61
2010-03-26,62
2010-03-27,64
2010-03-28,65
2010-05-02,56
2010-05-03,70
2010-05-04,56
2010-05-05,57
2010-05-06,57
2010-05-07,57
2010-05-08,58
2010-05-09,58
2010-05-10,58
2010-05-11,58
2010-05-12,59
2010-05-13,59
2010-05-14,59
2010-05-15,60
2010-05-16,60
2010-05-17,60
2010-05-18,61
2010-05-19,61
2010-05-20,62
2010-05-21,62
2010-05-22,63
2010-05-23,63
2010-05-24,63
2010-05-25,63
2010-05-26,64
2010-05-27,64
2010-05-28,64
2010-05-29,65
2010-05-30,65
2010-05-31,67
2010-06-01,67
2010-06-02,68
2010-06-03,69
2010-06-04,70
2010-06-05,71
2010-06-06,69
2010-06-07,66
2010-06-08,64
2010-06-09,62
2010-06-10,60
2010-06-11,58
2010-06-12,56
2010-06-13,56
2010-06-14,56
2010-06-15,56
2010-06-16,56
2010-06-17,56
2010-06-18,56
2010-06-19,56
2010-06-20,56
2010-06-21,56
2010-06-22,56
2010-06-23,56
2010-06-24,56
2010-06-25,56
2010-06-26,56
2010-06-27,54
2010-06-28,53
2010-06-29,52
2010-06-30,50
2010-07-01,49
2010-07-02,48
2010-07-03,47
2010-07-04,46
2010-07-05,46
2010-07-06,45
2010-07-07,45
2010-07-08,44
2010-07-09,44
2010-07-10,44
2010-07-11,45
2010-07-12,48
2010-07-13,49
2010-07-14,51
2010-07-15,53
2010-07-16,55
2010-07-17,57
2010-07-18,58
2010-07-19,58
2010-07-20,59
2010-07-21,59
2010-07-22,60
2010-07-23,61
2010-07-24,62
2010-07-25,60
2010-08-01,54
2010-08-02,55
2010-08-03,57
2010-08-04,58
2010-08-05,60
2010-08-06,61
2010-08-07,63
2010-08-08,64
2010-08-09,81
2010-08-10,67
2010-08-11,68
2010-08-12,70
2010-08-13,71
2010-08-14,73
2010-08-15,74
2010-08-16,76
2010-08-17,77
2010-08-18,79
2010-08-19,80
2010-08-20,82
2010-08-21,84
2010-08-22,84
2010-08-23,85
2010-08-24,86
2010-08-25,87
2010-08-26,87
2010-08-27,88
2010-08-28,89
2010-08-29,84
2010-08-30,78
2010-08-31,73
2010-09-01,68
2010-09-02,63
2010-09-03,58
2010-09-04,53
2010-09-05,53
2010-09-06,53
2010-09-07,53
2010-09-08,53
2010-09-09,53
2010-09-10,53
2010-09-11,53
2010-09-12,59
2010-09-13,67
2010-09-14,74
2010-09-15,80
2010-09-16,87
2010-09-17,94
2010-09-18,101
2010-09-19,96
2010-09-20,89
2010-09-21,84
2010-09-22,79
2010-09-23,74
2010-09-24,69
2010-09-25,64
2010-09-26,64
2010-09-27,64
2010-09-28,64
2010-09-29,65
2010-09-30,65
2010-10-01,65
2010-10-02,66
2010-10-03,64
2010-10-04,63
2010-10-05,62
2010-10-06,61
2010-10-07,60
2010-10-08,59
2010-10-09,58
2010-10-10,59
2010-10-11,61
2010-10-12,63
2010-10-13,65
2010-10-14,66
2010-10-15,68
2010-10-16,70
2010-10-17,68
2010-10-18,66
2010-10-19,64
2010-10-20,62
2010-10-21,60
2010-10-22,58
2010-10-23,57
2010-10-24,58
2010-10-25,60
2010-10-26,61
2010-10-27,63
2010-10-28,65
2010-10-29,67
2010-10-30,70
2010-10-31,60
2010-11-07,45
2010-11-08,48
2010-11-09,52
2010-11-10,55
2010-11-11,58
2010-11-12,61
2010-11-13,65
2010-11-14,62
2010-11-15,58
2010-11-16,55
2010-11-17,52
2010-11-18,49
2010-11-19,46
2010-11-20,44
2010-11-21,44
2010-11-22,44
2010-11-23,44
2010-11-24,44
2010-11-25,44
2010-11-26,44
2010-11-27,44
2010-11-28,44
2010-11-29,44
2010-11-30,44
2010-12-01,44
2010-12-02,44
2010-12-03,44
2010-12-04,44
2010-12-05,47
2010-12-06,51
2010-12-07,54
2010-12-08,57
2010-12-09,61
2010-12-10,64
2010-12-11,67
2010-12-12,66
2010-12-13,64
2010-12-14,63
2010-12-15,62
2010-12-16,61
2010-12-17,60
2010-12-18,59
2010-12-19,57
2010-12-20,55
2010-12-21,53
2010-12-22,51
2010-12-23,49
2010-12-24,47
2010-12-25,45
2010-12-26,45
2010-12-27,45
2010-12-28,45
2010-12-29,45
2010-12-30,45
2010-12-31,45
2011-01-01,45
2011-01-02,45
2011-01-03,45
2011-01-04,45
2011-01-05,45
2011-01-06,45
2011-01-07,45
2011-01-08,45
2011-01-09,47
2011-01-10,49
2011-01-11,51
2011-01-12,53
2011-01-13,56
2011-01-14,58
2011-01-15,60
2011-01-16,60
2011-01-17,60
2011-01-18,61
2011-01-19,61
2011-01-20,62
2011-01-21,62
2011-01-22,63
2011-01-23,59
2011-01-24,55
2011-01-25,52
2011-01-26,48
2011-01-27,45
2011-01-28,41
2011-01-29,38
2011-01-30,43
2011-02-06,80
2011-02-07,83
2011-02-08,84
2011-02-09,86
2011-02-10,88
2011-02-11,90
2011-02-12,91
2011-02-13,86
2011-02-14,78
2011-02-15,73
2011-02-16,67
2011-02-17,62
2011-02-18,56
2011-02-19,51
2011-02-20,51
2011-02-21,52
2011-02-22,53
2011-02-23,54
2011-02-24,55
2011-02-25,56
2011-02-26,57
2011-02-27,56
2011-02-28,56
2011-03-01,55
2011-03-02,55
2011-03-03,54
2011-03-04,53
2011-03-05,53
2011-03-06,52
2011-03-07,50
2011-03-08,49
2011-03-09,48
2011-03-10,46
2011-03-11,45
2011-03-12,44
2011-03-13,46
2011-03-14,47
2011-03-15,49
2011-03-16,51
2011-03-17,53
2011-03-18,55
2011-03-19,57
2011-03-20,54
2011-03-21,52
2011-03-22,49
2011-03-23,47
2011-03-24,44
2011-03-25,42
2011-03-26,40
2011-03-27,44
2011-05-01,64
2011-05-02,66
2011-05-03,68
2011-05-04,70
2011-05-05,71
2011-05-06,73
2011-05-07,75
2011-05-08,70
2011-05-09,64
2011-05-10,59
