Date,Oppenheimer Holdings
2012-08-01,73
2012-08-02,73
2012-08-03,74
2012-08-04,75
2012-08-05,76
2012-08-06,76
2012-08-07,77
2012-08-08,78
2012-08-09,79
2012-08-10,79
2012-08-11,80
2012-08-12,81
2012-08-13,82
2012-08-14,83
2012-08-15,83
2012-08-16,84
2012-08-17,85
2012-08-18,86
2012-08-19,86
2012-08-20,87
2012-08-21,88
2012-08-22,89
2012-08-23,90
2012-08-24,90
2012-08-25,91
2012-08-26,92
2012-08-27,93
2012-08-28,93
2012-08-29,94
2012-08-30,95
2012-08-31,96
2012-09-01,97
2012-09-02,95
2012-09-03,94
2012-09-04,93
2012-09-05,92
2012-09-06,91
2012-09-07,89
2012-09-08,88
2012-09-09,87
2012-09-10,86
2012-09-11,85
2012-09-12,83
2012-09-13,82
2012-09-14,81
2012-09-15,80
2012-09-16,79
2012-09-17,77
2012-09-18,76
2012-09-19,75
2012-09-20,74
2012-09-21,73
2012-09-22,71
2012-09-23,70
2012-09-24,69
2012-09-25,68
2012-09-26,67
2012-09-27,65
2012-09-28,64
2012-09-29,63
2012-09-30,62
2012-10-01,61
2012-10-02,61
2012-10-03,62
2012-10-04,63
2012-10-05,63
2012-10-06,64
2012-10-07,65
2012-10-08,66
2012-10-09,66
2012-10-10,67
2012-10-11,68
2012-10-12,69
2012-10-13,69
2012-10-14,70
2012-10-15,71
2012-10-16,72
2012-10-17,72
2012-10-18,73
2012-10-19,74
2012-10-20,75
2012-10-21,75
2012-10-22,76
2012-10-23,77
2012-10-24,78
2012-10-25,78
2012-10-26,79
2012-10-27,80
2012-10-28,81
2012-10-29,81
2012-10-30,82
2012-10-31,83
2012-11-01,84
2012-11-02,83
2012-11-03,83
2012-11-04,83
2012-11-05,83
2012-11-06,83
2012-11-07,82
2012-11-08,82
2012-11-09,82
2012-11-10,82
2012-11-11,82
2012-11-12,81
2012-11-13,81
2012-11-14,81
2012-11-15,81
2012-11-16,81
2012-11-17,80
2012-11-18,80
2012-11-19,80
2012-11-20,80
2012-11-21,80
2012-11-22,79
2012-11-23,79
2012-11-24,79
2012-11-25,79
2012-11-26,79
2012-11-27,78
2012-11-28,78
2012-11-29,78
2012-11-30,78
2012-12-01,78
2012-12-02,77
2012-12-03,77
2012-12-04,77
2012-12-05,77
2012-12-06,77
2012-12-07,77
2012-12-08,77
2012-12-09,77
2012-12-10,77
2012-12-11,77
2012-12-12,77
2012-12-13,77
2012-12-14,77
2012-12-15,77
2012-12-16,77
2012-12-17,76
2012-12-18,76
2012-12-19,76
2012-12-20,76
2012-12-21,76
2012-12-22,76
2012-12-23,76
2012-12-24,76
2012-12-25,76
2012-12-26,76
2012-12-27,76
2012-12-28,76
2012-12-29,76
2012-12-30,76
2012-12-31,76
2013-01-01,76
2013-01-02,76
2013-01-03,76
2013-01-04,76
2013-01-05,76
2013-01-06,76
2013-01-07,76
2013-01-08,77
2013-01-09,77
2013-01-10,77
2013-01-11,77
2013-01-12,77
2013-01-13,77
2013-01-14,78
2013-01-15,78
2013-01-16,78
2013-01-17,78
2013-01-18,78
2013-01-19,78
2013-01-20,79
2013-01-21,79
2013-01-22,79
2013-01-23,79
2013-01-24,79
2013-01-25,79
2013-01-26,80
2013-01-27,80
2013-01-28,80
2013-01-29,80
2013-01-30,80
2013-01-31,80
2013-02-01,81
2013-02-02,81
2013-02-03,82
2013-02-04,83
2013-02-05,83
2013-02-06,84
2013-02-07,85
2013-02-08,85
2013-02-09,86
2013-02-10,87
2013-02-11,87
2013-02-12,88
2013-02-13,89
2013-02-14,89
2013-02-15,90
2013-02-16,91
2013-02-17,91
2013-02-18,92
2013-02-19,93
2013-02-20,93
2013-02-21,94
2013-02-22,95
2013-02-23,95
2013-02-24,96
2013-02-25,97
2013-02-26,97
2013-02-27,98
2013-02-28,99
2013-03-01,100
2013-03-02,99
2013-03-03,98
2013-03-04,98
2013-03-05,97
2013-03-06,97
2013-03-07,96
2013-03-08,95
2013-03-09,95
2013-03-10,94
2013-03-11,94
2013-03-12,93
2013-03-13,93
2013-03-14,92
2013-03-15,91
2013-03-16,91
2013-03-17,90
2013-03-18,90
2013-03-19,89
2013-03-20,88
2013-03-21,88
2013-03-22,87
2013-03-23,87
2013-03-24,86
2013-03-25,86
2013-03-26,85
2013-03-27,84
2013-03-28,84
2013-03-29,83
2013-03-30,83
2013-03-31,82
2013-04-01,82
2013-04-02,81
2013-04-03,81
2013-04-04,81
2013-04-05,81
2013-04-06,81
2013-04-07,81
2013-04-08,81
2013-04-09,80
2013-04-10,80
2013-04-11,80
2013-04-12,80
2013-04-13,80
2013-04-14,80
2013-04-15,80
2013-04-16,80
2013-04-17,79
2013-04-18,79
2013-04-19,79
2013-04-20,79
2013-04-21,79
2013-04-22,79
2013-04-23,79
2013-04-24,78
2013-04-25,78
2013-04-26,78
2013-04-27,78
2013-04-28,78
2013-04-29,78
2013-04-30,78
2013-05-01,78
2013-05-02,77
2013-05-03,77
2013-05-04,77
2013-05-05,77
2013-05-06,76
2013-05-07,76
2013-05-08,76
2013-05-09,76
2013-05-10,75
2013-05-11,75
2013-05-12,75
2013-05-13,75
2013-05-14,75
2013-05-15,74
2013-05-16,74
2013-05-17,74
2013-05-18,74
2013-05-19,73
2013-05-20,73
2013-05-21,73
2013-05-22,73
2013-05-23,73
2013-05-24,72
2013-05-25,72
2013-05-26,72
2013-05-27,72
2013-05-28,71
2013-05-29,71
2013-05-30,71
2013-05-31,71
2013-06-01,71
2013-06-02,71
2013-06-03,71
2013-06-04,71
2013-06-05,71
2013-06-06,71
2013-06-07,72
2013-06-08,72
2013-06-09,72
2013-06-10,72
2013-06-11,72
2013-06-12,72
2013-06-13,73
2013-06-14,73
2013-06-15,73
2013-06-16,73
2013-06-17,73
2013-06-18,73
2013-06-19,74
2013-06-20,74
2013-06-21,74
2013-06-22,74
2013-06-23,74
2013-06-24,74
2013-06-25,75
2013-06-26,75
2013-06-27,75
2013-06-28,75
2013-06-29,75
2013-06-30,75
2013-07-01,76
2013-07-02,76
2013-07-03,77
2013-07-04,78
2013-07-05,78
2013-07-06,79
2013-07-07,80
2013-07-08,81
2013-07-09,81
2013-07-10,82
2013-07-11,83
2013-07-12,84
2013-07-13,84
2013-07-14,85
2013-07-15,86
2013-07-16,87
2013-07-17,87
2013-07-18,88
2013-07-19,89
2013-07-20,90
2013-07-21,90
2013-07-22,91
2013-07-23,92
2013-07-24,93
2013-07-25,93
2013-07-26,94
2013-07-27,95
2013-07-28,96
2013-07-29,96
2013-07-30,97
2013-07-31,98
2013-08-01,99
2013-08-02,97
2013-08-03,96
2013-08-04,95
2013-08-05,93
2013-08-06,92
2013-08-07,91
2013-08-08,89
2013-08-09,88
2013-08-10,87
2013-08-11,85
2013-08-12,84
2013-08-13,83
2013-08-14,81
2013-08-15,80
2013-08-16,79
2013-08-17,77
2013-08-18,76
2013-08-19,75
2013-08-20,73
2013-08-21,72
2013-08-22,71
2013-08-23,69
2013-08-24,68
2013-08-25,67
2013-08-26,65
2013-08-27,64
2013-08-28,63
