Date,Citibank
2010-10-01,0
2010-10-02,0
2010-10-03,63
2010-10-04,54
2010-10-05,96
2010-10-06,59
2010-10-07,76
2010-10-08,58
2010-10-09,54
2010-10-10,54
2010-10-11,64
2010-10-12,65
2010-10-13,71
2010-10-14,45
2010-10-15,44
2010-10-16,41
2010-10-17,41
2010-10-18,41
2010-10-19,59
2010-10-20,78
2010-10-21,48
2010-10-22,48
2010-10-23,49
2010-10-24,51
2010-10-25,52
2010-10-26,61
2010-10-27,46
2010-10-28,46
2010-10-29,57
2010-10-30,53
2010-10-31,58
2010-11-01,80
2010-11-02,59
2010-11-03,75
2010-11-04,76
2010-11-05,50
2010-11-06,50
2010-11-07,50
2010-11-08,47
2010-11-09,64
2010-11-10,56
2010-11-11,45
2010-11-12,46
2010-11-13,47
2010-11-14,48
2010-11-15,49
2010-11-16,56
2010-11-17,57
2010-11-18,57
2010-11-19,69
2010-11-20,56
2010-11-21,71
2010-11-22,85
2010-11-23,44
2010-11-24,49
2010-11-25,74
2010-11-26,57
2010-11-27,65
2010-11-28,73
2010-11-29,81
2010-11-30,86
2010-12-01,82
2010-12-02,68
2010-12-03,50
2010-12-04,53
2010-12-05,56
2010-12-06,59
2010-12-07,40
2010-12-08,86
2010-12-09,61
2010-12-10,51
2010-12-11,51
2010-12-12,51
2010-12-13,51
2010-12-14,68
2010-12-15,61
2010-12-16,45
2010-12-17,45
2010-12-18,45
2010-12-19,45
2010-12-20,45
2010-12-21,63
2010-12-22,43
2010-12-23,100
2010-12-24,76
2010-12-25,79
2010-12-26,82
2010-12-27,84
2010-12-28,97
2010-12-29,53
2010-12-30,60
2010-12-31,0
2011-01-01,0
2011-01-02,0
2011-01-03,86
2011-01-04,63
2011-01-05,97
2011-01-06,47
2011-01-07,52
2011-01-08,56
2011-01-09,64
2011-01-10,73
2011-01-11,60
2011-01-12,57
2011-01-13,57
2011-01-14,46
2011-01-15,76
2011-01-16,44
2011-01-17,44
2011-01-18,68
2011-01-19,71
2011-01-20,40
2011-01-21,42
2011-01-22,49
2011-01-23,50
2011-01-24,51
2011-01-25,72
2011-01-26,71
2011-01-27,42
2011-01-28,42
2011-01-29,48
2011-01-30,54
2011-01-31,60
2011-02-01,76
2011-02-02,52
2011-02-03,52
2011-02-04,52
2011-02-05,52
2011-02-06,52
2011-02-07,66
2011-02-08,78
2011-02-09,83
2011-02-10,40
2011-02-11,57
2011-02-12,74
2011-02-13,39
2011-02-14,39
2011-02-15,53
2011-02-16,46
2011-02-17,55
2011-02-18,61
2011-02-19,49
2011-02-20,53
2011-02-21,85
2011-02-22,42
2011-02-23,47
2011-02-24,74
2011-02-25,61
2011-02-26,100
2011-02-27,52
2011-02-28,72
2011-03-01,93
2011-03-02,51
2011-03-03,51
2011-03-04,41
2011-03-05,53
2011-03-06,72
2011-03-07,79
2011-03-08,67
2011-03-09,42
2011-03-10,78
2011-03-11,43
2011-03-12,50
2011-03-13,58
2011-03-14,65
2011-03-15,65
2011-03-16,69
2011-03-17,57
