Date,Merrill Lynch
2009-04-01,78
2009-04-02,78
2009-04-03,80
2009-04-04,81
2009-04-05,80
2009-04-06,78
2009-04-07,78
2009-04-08,78
2009-04-09,85
2009-04-10,79
2009-04-11,84
2009-04-12,83
2009-04-13,77
2009-04-14,78
2009-04-15,78
2009-04-16,76
2009-04-17,75
2009-04-18,83
2009-04-19,74
2009-04-20,74
2009-04-21,75
2009-04-22,73
2009-04-23,75
2009-04-24,73
2009-04-25,82
2009-04-26,72
2009-04-27,72
2009-04-28,73
2009-04-29,71
2009-04-30,71
2009-05-01,73
2009-05-02,78
2009-05-03,73
2009-05-04,72
2009-05-05,73
2009-05-06,77
2009-05-07,76
2009-05-08,76
2009-05-09,83
2009-05-10,80
2009-05-11,75
2009-05-12,79
2009-05-13,74
2009-05-14,74
2009-05-15,79
2009-05-16,73
2009-05-17,80
2009-05-18,71
2009-05-19,70
2009-05-20,69
2009-05-21,69
2009-05-22,71
2009-05-23,66
2009-05-24,70
2009-05-25,64
2009-05-26,63
2009-05-27,62
2009-05-28,61
2009-05-29,60
2009-05-30,63
2009-05-31,62
2009-06-01,65
2009-06-02,69
2009-06-03,74
2009-06-04,76
2009-06-05,86
2009-06-06,86
2009-06-07,90
2009-06-08,81
2009-06-09,82
2009-06-10,80
2009-06-11,79
2009-06-12,78
2009-06-13,93
2009-06-14,78
2009-06-15,78
2009-06-16,79
2009-06-17,79
2009-06-18,83
2009-06-19,81
2009-06-20,90
2009-06-21,80
2009-06-22,80
2009-06-23,79
2009-06-24,79
2009-06-25,81
2009-06-26,83
2009-06-27,80
2009-06-28,78
2009-06-29,76
2009-06-30,75
2009-07-01,74
2009-07-02,73
2009-07-03,74
2009-07-04,77
2009-07-05,74
2009-07-06,68
2009-07-07,68
2009-07-08,65
2009-07-09,66
2009-07-10,63
2009-07-11,71
2009-07-12,63
2009-07-13,64
2009-07-14,65
2009-07-15,68
2009-07-16,67
2009-07-17,70
2009-07-18,69
2009-07-19,73
2009-07-20,71
2009-07-21,74
2009-07-22,79
2009-07-23,76
2009-07-24,79
2009-07-25,85
2009-07-26,79
2009-07-27,76
2009-07-28,75
2009-07-29,75
2009-07-30,76
2009-07-31,72
2009-08-01,80
2009-08-02,70
2009-08-03,70
2009-08-04,71
2009-08-05,70
2009-08-06,71
2009-08-07,70
2009-08-08,75
2009-08-09,76
2009-08-10,71
2009-08-11,71
2009-08-12,73
2009-08-13,73
2009-08-14,73
2009-08-15,81
2009-08-16,79
2009-08-17,74
2009-08-18,74
2009-08-19,74
2009-08-20,74
2009-08-21,75
2009-08-22,82
2009-08-23,77
2009-08-24,74
2009-08-25,74
2009-08-26,78
2009-08-27,76
2009-08-28,74
2009-08-29,79
2009-08-30,76
2009-08-31,72
2009-09-01,73
2009-09-02,70
2009-09-03,69
2009-09-04,73
2009-09-05,70
2009-09-06,73
2009-09-07,69
2009-09-08,71
2009-09-09,71
2009-09-10,72
2009-09-11,77
2009-09-12,78
2009-09-13,74
2009-09-14,74
2009-09-15,74
2009-09-16,79
2009-09-17,74
2009-09-18,74
2009-09-19,83
2009-09-20,75
2009-09-21,73
2009-09-22,76
2009-09-23,71
2009-09-24,73
2009-09-25,71
2009-09-26,70
2009-09-27,73
2009-09-28,68
2009-09-29,67
2009-09-30,74
2009-10-01,66
2009-10-02,72
2009-10-03,68
2009-10-04,67
2009-10-05,66
2009-10-06,66
2009-10-07,69
2009-10-08,67
2009-10-09,72
2009-10-10,72
2009-10-11,69
2009-10-12,70
2009-10-13,71
2009-10-14,75
2009-10-15,73
2009-10-16,76
2009-10-17,84
2009-10-18,75
2009-10-19,73
2009-10-20,72
2009-10-21,73
2009-10-22,72
2009-10-23,70
2009-10-24,75
2009-10-25,70
2009-10-26,70
2009-10-27,73
2009-10-28,70
2009-10-29,70
2009-10-30,70
2009-10-31,79
2009-11-01,69
2009-11-02,68
2009-11-03,70
2009-11-04,65
2009-11-05,64
2009-11-06,63
2009-11-07,70
2009-11-08,62
2009-11-09,62
2009-11-10,62
2009-11-11,62
2009-11-12,65
2009-11-13,62
2009-11-14,67
2009-11-15,67
2009-11-16,64
2009-11-17,66
2009-11-18,66
2009-11-19,68
2009-11-20,67
2009-11-21,74
2009-11-22,67
2009-11-23,66
2009-11-24,65
2009-11-25,65
2009-11-26,69
2009-11-27,63
2009-11-28,68
2009-11-29,64
2009-11-30,62
2009-12-01,65
2009-12-02,62
2009-12-03,62
2009-12-04,63
2009-12-05,66
2009-12-06,62
2009-12-07,62
2009-12-08,65
2009-12-09,63
2009-12-10,63
2009-12-11,64
2009-12-12,71
2009-12-13,64
2009-12-14,64
2009-12-15,65
2009-12-16,68
2009-12-17,66
2009-12-18,66
2009-12-19,72
2009-12-20,70
2009-12-21,63
2009-12-22,62
2009-12-23,60
2009-12-24,62
2009-12-25,59
2009-12-26,56
2009-12-27,56
2009-12-28,57
2009-12-29,57
2009-12-30,59
2009-12-31,59
2010-01-01,59
2010-01-02,63
2010-01-03,64
2010-01-04,62
2010-01-05,64
2010-01-06,69
2010-01-07,67
2010-01-08,68
2010-01-09,75
2010-01-10,73
2010-01-11,70
2010-01-12,71
2010-01-13,73
2010-01-14,71
2010-01-15,74
2010-01-16,77
2010-01-17,71
2010-01-18,69
2010-01-19,68
2010-01-20,66
2010-01-21,65
2010-01-22,67
2010-01-23,64
2010-01-24,66
2010-01-25,64
2010-01-26,64
2010-01-27,65
2010-01-28,66
2010-01-29,66
2010-01-30,71
2010-01-31,70
2010-02-01,67
2010-02-02,69
2010-02-03,68
2010-02-04,69
2010-02-05,70
2010-02-06,76
2010-02-07,73
2010-02-08,66
2010-02-09,64
2010-02-10,63
2010-02-11,61
2010-02-12,61
2010-02-13,63
2010-02-14,60
2010-02-15,57
2010-02-16,56
2010-02-17,56
2010-02-18,57
2010-02-19,57
2010-02-20,56
2010-02-21,61
2010-02-22,57
2010-02-23,58
