Date,Seeking
2010-10-09,69
2010-10-10,67
2010-10-11,65
2010-10-12,63
2010-10-13,62
2010-10-14,60
2010-10-15,58
2010-10-16,59
2010-10-17,58
2010-10-18,60
2010-10-19,62
2010-10-20,63
2010-10-21,65
2010-10-22,67
2010-10-23,72
2010-10-24,68
2010-10-25,68
2010-10-26,67
2010-10-27,67
2010-10-28,66
2010-10-29,67
2010-10-30,66
2010-10-31,67
2010-11-01,68
2010-11-02,69
2010-11-03,71
2010-11-04,72
2010-11-05,77
2010-11-06,75
2010-11-07,74
2010-11-08,73
2010-11-09,73
2010-11-10,71
2010-11-11,70
2010-11-12,69
2010-11-13,69
2010-11-14,70
2010-11-15,72
2010-11-16,75
2010-11-17,75
2010-11-18,80
2010-11-19,81
2010-11-20,82
2010-11-21,77
2010-11-22,74
2010-11-23,70
2010-11-24,68
2010-11-25,63
2010-11-26,60
2010-11-27,57
2010-11-28,56
2010-11-29,55
2010-11-30,58
2010-12-01,53
2010-12-02,52
2010-12-03,51
2010-12-04,50
2010-12-05,50
2010-12-06,50
2010-12-07,50
2010-12-08,50
2010-12-09,50
2010-12-10,50
2010-12-11,51
2010-12-12,54
2010-12-13,57
2010-12-14,64
2010-12-15,64
2010-12-16,68
2010-12-17,71
2010-12-18,75
2010-12-19,72
2010-12-20,69
2010-12-21,66
2010-12-22,63
2010-12-23,60
2010-12-24,57
2010-12-25,55
2010-12-26,55
2010-12-27,55
2010-12-28,55
2010-12-29,56
2010-12-30,55
2010-12-31,55
2011-01-01,55
2011-01-02,59
2011-01-03,64
2011-01-04,67
2011-01-05,71
2011-01-06,77
2011-01-07,82
2011-01-08,84
2011-01-09,80
2011-01-10,77
2011-01-11,73
2011-01-12,70
2011-01-13,66
2011-01-14,67
2011-01-15,60
2011-01-16,60
2011-01-17,61
2011-01-18,63
2011-01-19,62
2011-01-20,62
2011-01-21,63
2011-01-22,64
2011-01-23,64
2011-01-24,65
2011-01-25,66
2011-01-26,68
2011-01-27,71
2011-01-28,69
2011-01-29,70
2011-01-30,68
2011-01-31,68
2011-02-01,66
2011-02-02,68
2011-02-03,64
2011-02-04,63
2011-02-05,62
2011-02-06,63
2011-02-07,65
2011-02-08,68
2011-02-09,68
2011-02-10,75
2011-02-11,72
2011-02-12,74
2011-02-13,73
2011-02-14,73
2011-02-15,72
2011-02-16,79
2011-02-17,71
2011-02-18,71
2011-02-19,71
2011-02-20,71
2011-02-21,77
2011-02-22,73
2011-02-23,74
2011-02-24,75
2011-02-25,76
2011-02-26,79
2011-02-27,77
2011-02-28,75
2011-03-01,74
2011-03-02,78
2011-03-03,72
2011-03-04,76
2011-03-05,70
2011-03-06,69
2011-03-07,68
2011-03-08,67
2011-03-09,66
2011-03-10,65
2011-03-11,67
2011-03-12,64
2011-03-13,65
2011-03-14,67
2011-03-15,70
2011-03-16,71
2011-03-17,78
2011-03-18,75
2011-03-19,77
2011-03-20,76
2011-03-21,75
2011-03-22,74
2011-03-23,75
2011-03-24,74
2011-03-25,71
2011-03-26,71
2011-03-27,69
2011-03-28,68
2011-03-29,66
2011-03-30,65
2011-03-31,63
2011-04-01,62
2011-04-02,61
2011-04-03,62
2011-04-04,64
2011-04-05,66
2011-04-06,71
2011-04-07,69
2011-04-08,74
2011-04-09,73
2011-04-10,76
2011-04-11,79
2011-04-12,82
2011-04-13,85
2011-04-14,91
2011-04-15,93
2011-04-16,94
2011-04-17,91
2011-04-18,91
2011-04-19,89
2011-04-20,84
2011-04-21,81
2011-04-22,79
2011-04-23,77
2011-04-24,77
2011-04-25,77
2011-04-26,81
2011-04-27,78
2011-04-28,79
2011-04-29,79
2011-04-30,80
2011-05-01,79
2011-05-02,79
2011-05-03,83
2011-05-04,78
2011-05-05,80
2011-05-06,78
2011-05-07,78
2011-05-08,75
2011-05-09,73
2011-05-10,70
2011-05-11,68
2011-05-12,65
2011-05-13,63
2011-05-14,61
2011-05-15,65
2011-05-16,65
2011-05-17,64
2011-05-18,65
2011-05-19,66
2011-05-20,67
2011-05-21,74
2011-05-22,66
2011-05-23,65
2011-05-24,64
2011-05-25,62
2011-05-26,61
2011-05-27,60
2011-05-28,59
2011-05-29,58
2011-05-30,57
2011-05-31,57
2011-06-01,56
2011-06-02,56
2011-06-03,55
2011-06-04,57
2011-06-05,56
2011-06-06,58
2011-06-07,60
2011-06-08,62
2011-06-09,66
