Date,UBS Securities
2010-01-09,96
2010-01-10,84
2010-01-11,82
2010-01-12,80
2010-01-13,79
2010-01-14,77
2010-01-15,77
2010-01-16,82
2010-01-17,74
2010-01-18,75
2010-01-19,76
2010-01-20,76
2010-01-21,78
2010-01-22,78
2010-01-23,83
2010-01-24,81
2010-01-25,81
2010-01-26,86
2010-01-27,83
2010-01-28,87
2010-01-29,85
2010-01-30,95
2010-01-31,86
2010-02-01,86
2010-02-02,89
2010-02-03,87
2010-02-04,89
2010-02-05,92
2010-02-06,95
2010-02-07,86
2010-02-08,84
2010-02-09,82
2010-02-10,81
2010-02-11,78
2010-02-12,79
2010-02-13,79
2010-02-14,74
2010-02-15,73
2010-02-16,73
2010-02-17,73
2010-02-18,72
2010-02-19,73
2010-02-20,76
2010-02-21,74
2010-02-22,74
2010-02-23,75
2010-02-24,76
2010-02-25,77
2010-02-26,78
2010-02-27,85
2010-02-28,80
2010-03-01,81
2010-03-02,85
2010-03-03,83
2010-03-04,84
2010-03-05,85
2010-03-06,94
2010-03-07,84
2010-03-08,83
2010-03-09,83
2010-03-10,85
2010-03-11,80
2010-03-12,79
2010-03-13,84
2010-03-14,77
2010-03-15,77
2010-03-16,78
2010-03-17,79
2010-03-18,76
2010-03-19,76
2010-03-20,84
2010-03-21,77
2010-03-22,78
2010-03-23,80
2010-03-24,80
2010-03-25,81
2010-03-26,83
2010-03-27,88
2010-03-28,85
2010-03-29,86
2010-03-30,87
2010-03-31,90
2010-04-01,89
2010-04-02,93
2010-04-03,99
2010-04-04,93
2010-04-05,86
2010-04-06,84
2010-04-07,84
2010-04-08,80
2010-04-09,79
2010-04-10,83
2010-04-11,76
2010-04-12,76
2010-04-13,78
2010-04-14,77
2010-04-15,81
2010-04-16,78
2010-04-17,86
2010-04-18,78
2010-04-19,77
2010-04-20,77
2010-04-21,76
2010-04-22,75
2010-04-23,74
2010-04-24,82
2010-04-25,74
2010-04-26,74
2010-04-27,75
2010-04-28,75
2010-04-29,76
2010-04-30,81
2010-05-01,81
2010-05-02,77
2010-05-03,78
2010-05-04,81
2010-05-05,80
2010-05-06,82
2010-05-07,83
2010-05-08,92
2010-05-09,82
2010-05-10,81
2010-05-11,80
2010-05-12,81
2010-05-13,84
2010-05-14,78
2010-05-15,80
2010-05-16,80
2010-05-17,80
2010-05-18,86
2010-05-19,83
2010-05-20,85
2010-05-21,89
2010-05-22,93
2010-05-23,89
2010-05-24,85
2010-05-25,85
2010-05-26,85
2010-05-27,84
2010-05-28,83
2010-05-29,90
2010-05-30,83
2010-05-31,83
2010-06-01,86
2010-06-02,83
2010-06-03,83
2010-06-04,84
2010-06-05,91
2010-06-06,83
2010-06-07,83
2010-06-08,83
2010-06-09,85
2010-06-10,84
2010-06-11,88
2010-06-12,90
2010-06-13,84
2010-06-14,83
2010-06-15,82
2010-06-16,81
2010-06-17,83
2010-06-18,79
2010-06-19,86
2010-06-20,78
2010-06-21,78
2010-06-22,78
2010-06-23,79
2010-06-24,80
2010-06-25,78
2010-06-26,83
2010-06-27,81
2010-06-28,78
2010-06-29,80
2010-06-30,79
2010-07-01,80
2010-07-02,80
2010-07-03,88
2010-07-04,81
2010-07-05,81
2010-07-06,86
2010-07-07,83
2010-07-08,83
2010-07-09,87
2010-07-10,91
2010-07-11,82
2010-07-12,81
2010-07-13,82
2010-07-14,79
2010-07-15,79
2010-07-16,79
2010-07-17,77
2010-07-18,74
2010-07-19,74
