Date,Citigroup
2012-12-01,73
2012-12-02,84
2012-12-03,80
2012-12-04,84
2012-12-05,88
2012-12-06,95
2012-12-07,102
2012-12-08,109
2012-12-09,103
2012-12-10,92
2012-12-11,89
2012-12-12,85
2012-12-13,83
2012-12-14,77
2012-12-15,80
2012-12-16,77
2012-12-17,72
2012-12-18,72
2012-12-19,71
2012-12-20,73
2012-12-21,71
2012-12-22,75
2012-12-23,73
2012-12-24,66
2012-12-25,70
2012-12-26,62
2012-12-27,60
2012-12-28,60
2012-12-29,60
2012-12-30,63
2012-12-31,60
2013-01-01,65
2013-01-02,63
2013-01-03,65
2013-01-04,67
2013-01-05,76
2013-01-06,72
2013-01-07,71
2013-01-08,73
2013-01-09,74
2013-01-10,75
2013-01-11,76
2013-01-12,85
2013-01-13,81
2013-01-14,78
2013-01-15,78
2013-01-16,80
2013-01-17,79
2013-01-18,82
2013-01-19,87
2013-01-20,80
2013-01-21,78
2013-01-22,77
2013-01-23,76
2013-01-24,75
2013-01-25,74
2013-01-26,77
2013-01-27,77
2013-01-28,74
2013-01-29,74
2013-01-30,76
2013-01-31,75
2013-02-01,76
2013-02-02,83
2013-02-03,77
2013-02-04,76
2013-02-05,75
2013-02-06,75
2013-02-07,77
2013-02-08,75
2013-02-09,78
2013-02-10,78
2013-02-11,73
2013-02-12,73
2013-02-13,72
2013-02-14,75
2013-02-15,72
2013-02-16,77
2013-02-17,74
2013-02-18,71
2013-02-19,71
2013-02-20,71
2013-02-21,71
2013-02-22,72
2013-02-23,75
2013-02-24,76
2013-02-25,71
2013-02-26,74
2013-02-27,72
2013-02-28,72
2013-03-01,72
2013-03-02,79
2013-03-03,74
2013-03-04,74
2013-03-05,75
2013-03-06,76
2013-03-07,76
2013-03-08,77
2013-03-09,87
2013-03-10,79
2013-03-11,76
2013-03-12,75
2013-03-13,74
2013-03-14,73
2013-03-15,74
2013-03-16,78
2013-03-17,74
2013-03-18,71
2013-03-19,71
2013-03-20,70
2013-03-21,72
2013-03-22,71
