Date,CIBC World Markets
2007-01-07,44
2007-01-08,44
2007-01-09,44
2007-01-10,44
2007-01-11,44
2007-01-12,45
2007-01-13,45
2007-01-14,43
2007-01-15,42
2007-01-16,40
2007-01-17,39
2007-01-18,37
2007-01-19,36
2007-01-20,35
2007-01-21,36
2007-01-22,37
2007-01-23,39
2007-01-24,40
2007-01-25,41
2007-01-26,42
2007-01-27,44
2007-01-28,43
2007-01-29,42
2007-01-30,42
2007-01-31,41
2007-02-01,41
2007-02-02,40
2007-02-03,40
2007-02-04,40
2007-02-05,40
2007-02-06,40
2007-02-07,40
2007-02-08,40
2007-02-09,40
2007-02-10,40
2007-02-11,41
2007-02-12,43
2007-02-13,44
2007-02-14,46
2007-02-15,47
2007-02-16,49
2007-02-17,50
2007-02-18,50
2007-02-19,50
2007-02-20,50
2007-02-21,50
2007-02-22,50
2007-02-23,51
2007-02-24,51
2007-02-25,51
2007-02-26,51
2007-02-27,51
2007-02-28,52
2007-03-01,52
2007-03-02,52
2007-03-03,53
2007-03-04,53
2007-03-05,53
2007-03-06,53
2007-03-07,53
2007-03-08,53
2007-03-09,53
2007-03-10,54
2007-03-11,53
2007-03-12,52
2007-03-13,52
2007-03-14,51
2007-03-15,50
2007-03-16,49
2007-03-17,48
2007-03-18,48
2007-03-19,46
2007-03-20,45
2007-03-21,44
2007-03-22,43
2007-03-23,42
2007-03-24,42
2007-03-25,42
2007-04-01,42
2007-04-02,43
2007-04-03,44
2007-04-04,44
2007-04-05,45
2007-04-06,46
2007-04-07,47
2007-04-08,47
2007-04-09,47
2007-04-10,47
2007-04-11,47
2007-04-12,47
2007-04-13,47
2007-04-14,48
2007-04-15,47
2007-04-16,47
2007-04-17,46
2007-04-18,46
2007-04-19,45
2007-04-20,45
2007-04-21,44
2007-04-22,43
2007-04-23,41
2007-04-24,40
2007-04-25,38
2007-04-26,37
2007-04-27,36
2007-04-28,35
2007-04-29,35
2007-04-30,36
2007-05-01,36
2007-05-02,36
2007-05-03,37
2007-05-04,37
2007-05-05,38
2007-05-06,38
2007-05-07,38
2007-05-08,38
2007-05-09,39
2007-05-10,39
2007-05-11,39
2007-05-12,40
