Date,Citibank
2007-03-10,78
2007-03-11,75
2007-03-12,71
2007-03-13,68
2007-03-14,65
2007-03-15,62
2007-03-16,58
2007-03-17,55
2007-03-18,52
2007-03-19,48
2007-03-20,45
2007-03-21,41
2007-03-22,38
2007-03-23,35
2007-03-24,32
2007-03-25,39
2007-03-26,47
2007-03-27,54
2007-03-28,61
2007-03-29,69
2007-03-30,76
2007-03-31,84
2007-04-01,80
2007-04-02,76
2007-04-03,73
2007-04-04,69
2007-04-05,65
2007-04-06,62
2007-04-07,58
2007-04-08,55
2007-04-09,52
2007-04-10,49
2007-04-11,47
2007-04-12,44
2007-04-13,41
2007-04-14,39
2007-04-15,42
2007-04-16,46
2007-04-17,49
2007-04-18,53
2007-04-19,56
2007-04-20,60
2007-04-21,63
2007-04-22,61
2007-04-23,58
2007-04-24,56
2007-04-25,53
2007-04-26,51
2007-04-27,49
2007-04-28,47
2007-04-29,50
2007-04-30,53
2007-05-01,57
2007-05-02,60
2007-05-03,63
2007-05-04,66
2007-05-05,70
2007-05-06,67
2007-05-07,64
2007-05-08,61
2007-05-09,58
2007-05-10,55
2007-05-11,52
2007-05-12,49
2007-05-13,49
2007-05-14,50
2007-05-15,50
2007-05-16,51
2007-05-17,51
2007-05-18,52
2007-05-19,53
2007-05-20,52
2007-05-21,52
2007-05-22,52
2007-05-23,52
2007-05-24,52
2007-05-25,52
2007-05-26,52
2007-05-27,55
2007-06-03,71
2007-06-04,71
2007-06-05,69
2007-06-06,68
2007-06-07,67
2007-06-08,66
2007-06-09,64
2007-06-10,60
2007-06-11,55
2007-06-12,51
2007-06-13,47
2007-06-14,43
2007-06-15,39
2007-06-16,35
2007-06-17,41
2007-06-18,48
2007-06-19,55
2007-06-20,61
2007-06-21,68
2007-06-22,75
2007-06-23,82
2007-06-24,82
2007-06-25,83
2007-06-26,84
2007-06-27,84
2007-06-28,84
2007-06-29,85
2007-06-30,85
2007-07-01,83
2007-07-02,78
2007-07-03,76
2007-07-04,73
2007-07-05,71
2007-07-06,68
2007-07-07,66
2007-07-08,64
2007-07-09,62
2007-07-10,60
2007-07-11,58
2007-07-12,56
2007-07-13,54
2007-07-14,53
2007-07-15,56
