Date,Wachovia
2006-11-01,30
2006-11-02,30
2006-11-03,30
2006-11-04,33
2006-11-05,31
2006-11-06,30
2006-11-07,29
2006-11-08,29
2006-11-09,28
2006-11-10,28
2006-11-11,30
2006-11-12,30
2006-11-13,28
2006-11-14,28
2006-11-15,28
2006-11-16,29
2006-11-17,28
2006-11-18,30
2006-11-19,30
2006-11-20,27
2006-11-21,26
2006-11-22,26
2006-11-23,28
2006-11-24,24
2006-11-25,24
2006-11-26,26
2006-11-27,25
2006-11-28,26
2006-11-29,27
2006-11-30,28
2006-12-01,29
2006-12-02,32
2006-12-03,32
2006-12-04,29
2006-12-05,29
2006-12-06,29
2006-12-07,29
2006-12-08,29
2006-12-09,30
2006-12-10,30
2006-12-11,29
2006-12-12,29
2006-12-13,30
2006-12-14,30
2006-12-15,30
2006-12-16,32
2006-12-17,33
2006-12-18,31
2006-12-19,31
2006-12-20,32
2006-12-21,32
2006-12-22,32
2006-12-23,34
2006-12-24,35
2006-12-25,34
2006-12-26,33
2006-12-27,33
2006-12-28,33
2006-12-29,33
2006-12-30,35
2006-12-31,34
2007-01-01,33
2007-01-02,33
2007-01-03,33
2007-01-04,33
2007-01-05,33
2007-01-06,34
2007-01-07,35
2007-01-08,32
2007-01-09,32
2007-01-10,32
2007-01-11,31
2007-01-12,31
2007-01-13,33
2007-01-14,32
2007-01-15,31
2007-01-16,31
2007-01-17,31
2007-01-18,31
2007-01-19,31
2007-01-20,33
2007-01-21,32
2007-01-22,30
2007-01-23,30
2007-01-24,30
2007-01-25,30
2007-01-26,30
2007-01-27,32
2007-01-28,31
2007-01-29,30
2007-01-30,31
2007-01-31,31
2007-02-01,32
2007-02-02,32
2007-02-03,35
2007-02-04,34
2007-02-05,32
2007-02-06,32
2007-02-07,32
2007-02-08,31
2007-02-09,31
2007-02-10,33
2007-02-11,32
2007-02-12,31
2007-02-13,31
2007-02-14,31
2007-02-15,31
2007-02-16,31
2007-02-17,32
2007-02-18,33
2007-02-19,31
2007-02-20,31
2007-02-21,31
2007-02-22,31
2007-02-23,31
2007-02-24,33
2007-02-25,32
2007-02-26,31
2007-02-27,31
2007-02-28,32
2007-03-01,32
2007-03-02,32
2007-03-03,35
2007-03-04,34
2007-03-05,32
2007-03-06,32
2007-03-07,31
2007-03-08,31
2007-03-09,31
2007-03-10,33
2007-03-11,32
2007-03-12,31
2007-03-13,31
2007-03-14,31
2007-03-15,31
2007-03-16,31
2007-03-17,33
2007-03-18,32
2007-03-19,30
2007-03-20,30
2007-03-21,29
2007-03-22,29
2007-03-23,29
2007-03-24,30
2007-03-25,31
2007-03-26,29
2007-03-27,30
2007-03-28,31
2007-03-29,32
2007-03-30,31
2007-03-31,34
2007-05-01,34
2007-05-02,36
2007-05-03,36
2007-05-04,36
2007-05-05,39
2007-05-06,37
2007-05-07,35
2007-05-08,35
2007-05-09,34
2007-05-10,33
2007-05-11,32
2007-05-12,34
2007-05-13,33
2007-05-14,32
2007-05-15,32
2007-05-16,32
2007-05-17,33
2007-05-18,32
2007-05-19,35
2007-05-20,34
2007-05-21,32
2007-05-22,32
2007-05-23,32
2007-05-24,32
2007-05-25,32
2007-05-26,34
2007-05-27,34
2007-05-28,32
2007-05-29,32
2007-05-30,33
2007-05-31,33
2007-06-01,33
2007-06-02,37
2007-06-03,35
2007-06-04,34
2007-06-05,35
2007-06-06,35
2007-06-07,35
2007-06-08,35
2007-06-09,37
2007-06-10,37
2007-06-11,35
2007-06-12,34
2007-06-13,34
2007-06-14,33
2007-06-15,33
2007-06-16,35
2007-06-17,35
2007-06-18,33
2007-06-19,34
2007-06-20,33
2007-06-21,33
2007-06-22,33
2007-06-23,36
2007-06-24,36
2007-06-25,34
2007-06-26,34
2007-06-27,34
2007-06-28,34
2007-06-29,34
2007-06-30,37
2007-07-01,36
2007-07-02,35
2007-07-03,35
2007-07-04,39
2007-07-05,35
2007-07-06,35
2007-07-07,37
2007-07-08,38
2007-07-09,35
2007-07-10,36
2007-07-11,36
2007-07-12,36
2007-07-13,36
2007-07-14,38
2007-07-15,38
2007-07-16,37
2007-07-17,37
2007-07-18,37
2007-07-19,37
2007-07-20,37
2007-07-21,41
2007-07-22,38
2007-07-23,37
2007-07-24,37
2007-07-25,37
2007-07-26,37
2007-07-27,37
2007-07-28,39
2007-07-29,39
2007-07-30,37
2007-07-31,37
2007-08-01,37
2007-08-02,37
2007-08-03,37
2007-08-04,40
2007-08-05,38
2007-08-06,37
2007-08-07,37
2007-08-08,37
2007-08-09,37
2007-08-10,37
2007-08-11,39
2007-08-12,39
2007-08-13,37
2007-08-14,37
2007-08-15,37
2007-08-16,38
2007-08-17,37
2007-08-18,40
2007-08-19,40
2007-08-20,37
2007-08-21,38
2007-08-22,37
2007-08-23,37
2007-08-24,37
2007-08-25,39
2007-08-26,38
2007-08-27,37
2007-08-28,37
2007-08-29,37
2007-08-30,37
2007-08-31,37
2007-09-01,40
2007-09-02,38
2007-09-03,35
2007-09-04,34
2007-09-05,34
2007-09-06,33
2007-09-07,32
2007-09-08,34
2007-09-09,34
2007-09-10,32
2007-09-11,33
2007-09-12,33
2007-09-13,34
2007-09-14,34
2007-09-15,37
2007-09-16,36
2007-09-17,34
2007-09-18,34
2007-09-19,34
2007-09-20,34
2007-09-21,34
2007-09-22,36
2007-09-23,36
2007-09-24,34
2007-09-25,34
2007-09-26,34
2007-09-27,34
2007-09-28,34
2007-09-29,37
2007-09-30,37
2007-10-01,35
2007-10-02,35
2007-10-03,35
2007-10-04,36
2007-10-05,35
2007-10-06,38
2007-10-07,37
2007-10-08,35
2007-10-09,35
2007-10-10,35
2007-10-11,35
2007-10-12,35
2007-10-13,37
2007-10-14,36
2007-10-15,34
2007-10-16,34
2007-10-17,33
2007-10-18,33
2007-10-19,33
2007-10-20,35
2007-10-21,34
2007-10-22,32
2007-10-23,32
2007-10-24,32
2007-10-25,31
2007-10-26,31
2007-10-27,33
2007-10-28,32
2007-10-29,32
2007-10-30,33
2007-10-31,33
2007-11-01,34
2007-11-02,35
2007-11-03,39
2007-11-04,38
2007-11-05,35
2007-11-06,35
2007-11-07,34
2007-11-08,34
2007-11-09,34
2007-11-10,36
2007-11-11,36
2007-11-12,34
2007-11-13,34
2007-11-14,34
2007-11-15,34
2007-11-16,34
2007-11-17,38
2007-11-18,36
2007-11-19,33
2007-11-20,32
2007-11-21,32
2007-11-22,36
2007-11-23,30
2007-11-24,30
2007-11-25,32
2007-11-26,32
2007-11-27,33
2007-11-28,36
2007-11-29,36
2007-11-30,37
2007-12-01,41
2007-12-02,42
2007-12-03,39
2007-12-04,39
2007-12-05,39
2007-12-06,40
2007-12-07,39
2007-12-08,42
2007-12-09,42
2007-12-10,39
2007-12-11,38
2007-12-12,38
2007-12-13,38
2007-12-14,37
2007-12-15,39
2007-12-16,39
2007-12-17,37
2007-12-18,38
2007-12-19,38
2007-12-20,38
2007-12-21,38
2007-12-22,41
2007-12-23,41
2007-12-24,37
2007-12-25,41
2007-12-26,36
2007-12-27,36
2007-12-28,35
2007-12-29,37
2007-12-30,37
2007-12-31,35
2008-01-01,39
2008-01-02,36
2008-01-03,36
2008-01-04,36
2008-01-05,39
2008-01-06,39
2008-01-07,36
2008-01-08,36
2008-01-09,37
2008-01-10,36
2008-01-11,36
2008-01-12,38
2008-01-13,38
2008-01-14,36
2008-01-15,36
2008-01-16,37
2008-01-17,36
2008-01-18,36
2008-01-19,39
2008-01-20,39
2008-01-21,36
2008-01-22,36
2008-01-23,36
2008-01-24,37
2008-01-25,36
2008-01-26,38
2008-01-27,38
2008-01-28,36
2008-01-29,37
2008-01-30,37
2008-01-31,38
2008-02-01,38
2008-02-02,41
2008-02-03,40
