Date,Credit Suisse
2009-10-10,86
2009-10-11,79
2009-10-12,80
2009-10-13,83
2009-10-14,85
2009-10-15,83
2009-10-16,87
2009-10-17,87
2009-10-18,89
2009-10-19,83
2009-10-20,85
2009-10-21,82
2009-10-22,81
2009-10-23,89
2009-10-24,80
2009-10-25,85
2009-10-26,79
2009-10-27,82
2009-10-28,78
2009-10-29,78
2009-10-30,80
2009-10-31,82
2009-11-01,79
2009-11-02,80
2009-11-03,82
2009-11-04,85
2009-11-05,83
2009-11-06,86
2009-11-07,93
2009-11-08,83
2009-11-09,81
2009-11-10,80
2009-11-11,82
2009-11-12,77
2009-11-13,76
2009-11-14,79
2009-11-15,74
2009-11-16,74
2009-11-17,74
2009-11-18,74
2009-11-19,75
2009-11-20,76
2009-11-21,81
2009-11-22,80
2009-11-23,78
2009-11-24,80
2009-11-25,81
2009-11-26,82
2009-11-27,88
2009-11-28,91
2009-11-29,84
2009-11-30,83
2009-12-01,84
2009-12-02,82
2009-12-03,79
2009-12-04,80
2009-12-05,84
2009-12-06,76
2009-12-07,76
2009-12-08,76
2009-12-09,78
2009-12-10,81
2009-12-11,76
2009-12-12,79
2009-12-13,81
2009-12-14,76
2009-12-15,77
2009-12-16,81
2009-12-17,78
2009-12-18,78
2009-12-19,82
2009-12-20,76
2009-12-21,73
2009-12-22,70
2009-12-23,73
2009-12-24,64
2009-12-25,65
2009-12-26,59
2009-12-27,59
2009-12-28,59
2009-12-29,59
2009-12-30,63
2009-12-31,60
2010-01-01,59
2010-01-02,65
2010-01-03,61
2010-01-04,63
2010-01-05,65
2010-01-06,68
2010-01-07,70
2010-01-08,74
2010-01-09,81
2010-01-10,74
2010-01-11,73
2010-01-12,77
2010-01-13,72
2010-01-14,72
2010-01-15,81
2010-01-16,74
2010-01-17,75
2010-01-18,72
2010-01-19,73
2010-01-20,76
2010-01-21,76
2010-01-22,76
2010-01-23,85
2010-01-24,77
2010-01-25,78
2010-01-26,80
2010-01-27,79
2010-01-28,84
2010-01-29,81
2010-01-30,85
2010-01-31,83
2010-02-01,86
2010-02-02,89
2010-02-03,92
2010-02-04,94
2010-02-05,99
2010-02-06,108
2010-02-07,97
2010-02-08,94
2010-02-09,91
2010-02-10,91
2010-02-11,85
2010-02-12,86
2010-02-13,87
2010-02-14,79
2010-02-15,79
2010-02-16,81
2010-02-17,81
2010-02-18,81
2010-02-19,83
2010-02-20,90
2010-02-21,80
2010-02-22,79
2010-02-23,77
2010-02-24,83
2010-02-25,74
2010-02-26,78
2010-02-27,78
2010-02-28,73
2010-03-01,73
2010-03-02,73
2010-03-03,76
2010-03-04,74
2010-03-05,77
2010-03-06,81
2010-03-07,76
2010-03-08,76
2010-03-09,80
2010-03-10,77
2010-03-11,79
2010-03-12,79
2010-03-13,79
2010-03-14,81
2010-03-15,77
2010-03-16,78
2010-03-17,76
2010-03-18,76
2010-03-19,84
2010-03-20,78
2010-03-21,75
2010-03-22,75
2010-03-23,78
2010-03-24,76
2010-03-25,82
2010-03-26,77
2010-03-27,87
2010-03-28,77
2010-03-29,77
2010-03-30,77
2010-03-31,76
2010-04-01,75
2010-04-02,82
2010-04-03,75
2010-04-04,77
2010-04-05,72
2010-04-06,70
2010-04-07,69
2010-04-08,68
2010-04-09,68
2010-04-10,72
2010-04-11,65
2010-04-12,65
2010-04-13,67
2010-04-14,69
2010-04-15,65
2010-04-16,67
2010-04-17,71
2010-04-18,64
2010-04-19,64
2010-04-20,64
2010-04-21,63
2010-04-22,67
2010-04-23,63
2010-04-24,71
2010-04-25,64
2010-04-26,66
2010-04-27,67
2010-04-28,73
2010-04-29,70
2010-04-30,72
2010-05-01,79
2010-05-02,76
2010-05-03,78
2010-05-04,80
2010-05-05,82
2010-05-06,85
2010-05-07,87
2010-05-08,92
2010-05-09,88
2010-05-10,85
2010-05-11,83
2010-05-12,82
2010-05-13,85
2010-05-14,79
2010-05-15,87
2010-05-16,78
2010-05-17,78
2010-05-18,82
2010-05-19,78
2010-05-20,79
2010-05-21,78
2010-05-22,89
2010-05-23,75
2010-05-24,73
2010-05-25,70
2010-05-26,68
2010-05-27,69
2010-05-28,69
2010-05-29,63
2010-05-30,63
2010-05-31,65
2010-06-01,67
2010-06-02,70
2010-06-03,76
2010-06-04,77
2010-06-05,83
2010-06-06,76
2010-06-07,74
2010-06-08,77
2010-06-09,71
2010-06-10,70
2010-06-11,69
2010-06-12,76
2010-06-13,69
2010-06-14,70
2010-06-15,71
2010-06-16,77
2010-06-17,73
2010-06-18,75
2010-06-19,79
2010-06-20,74
2010-06-21,73
2010-06-22,72
2010-06-23,74
2010-06-24,70
2010-06-25,77
2010-06-26,68
2010-06-27,69
2010-06-28,70
2010-06-29,72
2010-06-30,74
2010-07-01,73
2010-07-02,74
2010-07-03,82
2010-07-04,76
2010-07-05,76
2010-07-06,76
2010-07-07,77
2010-07-08,77
2010-07-09,77
2010-07-10,90
2010-07-11,76
2010-07-12,75
2010-07-13,74
2010-07-14,73
2010-07-15,77
2010-07-16,71
2010-07-17,79
2010-07-18,70
2010-07-19,70
2010-07-20,71
2010-07-21,73
2010-07-22,72
2010-07-23,74
2010-07-24,81
2010-07-25,72
2010-07-26,72
2010-07-27,75
2010-07-28,71
2010-07-29,71
2010-07-30,70
2010-07-31,79
2010-08-01,69
2010-08-02,67
2010-08-03,66
2010-08-04,64
2010-08-05,66
2010-08-06,62
2010-08-07,68
2010-08-08,61
2010-08-09,61
2010-08-10,62
2010-08-11,62
2010-08-12,64
2010-08-13,62
2010-08-14,63
2010-08-15,64
2010-08-16,65
2010-08-17,67
2010-08-18,76
2010-08-19,70
2010-08-20,75
2010-08-21,77
2010-08-22,72
2010-08-23,72
2010-08-24,72
2010-08-25,71
2010-08-26,72
2010-08-27,70
2010-08-28,75
2010-08-29,71
2010-08-30,68
2010-08-31,67
2010-09-01,67
2010-09-02,68
2010-09-03,65
2010-09-04,72
2010-09-05,64
2010-09-06,64
2010-09-07,63
2010-09-08,63
2010-09-09,65
2010-09-10,65
