Date,Citibank
2010-05-01,0
2010-05-02,0
2010-05-03,81
2010-05-04,53
2010-05-05,68
2010-05-06,45
2010-05-07,44
2010-05-08,48
2010-05-09,52
2010-05-10,57
2010-05-11,38
2010-05-12,38
2010-05-13,39
2010-05-14,40
2010-05-15,48
2010-05-16,55
2010-05-17,63
2010-05-18,41
2010-05-19,49
2010-05-20,65
2010-05-21,46
2010-05-22,50
2010-05-23,55
2010-05-24,59
2010-05-25,68
2010-05-26,53
2010-05-27,49
2010-05-28,51
2010-05-29,52
2010-05-30,53
2010-05-31,55
2010-06-01,56
2010-06-02,54
2010-06-03,44
2010-06-04,58
2010-06-05,48
2010-06-06,48
2010-06-07,48
2010-06-08,62
2010-06-09,60
2010-06-10,62
2010-06-11,82
2010-06-12,45
2010-06-13,45
2010-06-14,45
2010-06-15,45
2010-06-16,54
2010-06-17,58
2010-06-18,61
2010-06-19,68
2010-06-20,50
2010-06-21,50
2010-06-22,52
2010-06-23,49
2010-06-24,74
2010-06-25,42
2010-06-26,44
2010-06-27,47
2010-06-28,50
2010-06-29,49
2010-06-30,100
2010-07-01,55
2010-07-02,48
2010-07-03,51
2010-07-04,54
2010-07-05,58
2010-07-06,76
2010-07-07,43
2010-07-08,62
2010-07-09,50
2010-07-10,57
2010-07-11,64
2010-07-12,46
2010-07-13,46
2010-07-14,69
2010-07-15,37
2010-07-16,50
2010-07-17,44
2010-07-18,44
2010-07-19,44
2010-07-20,46
2010-07-21,49
2010-07-22,51
2010-07-23,53
2010-07-24,53
2010-07-25,53
2010-07-26,53
2010-07-27,39
2010-07-28,39
2010-07-29,39
2010-07-30,38
2010-07-31,0
2010-08-01,0
2010-08-02,86
2010-08-03,93
2010-08-04,64
2010-08-05,64
2010-08-06,62
2010-08-07,53
2010-08-08,53
2010-08-09,53
2010-08-10,65
2010-08-11,77
2010-08-12,64
2010-08-13,58
2010-08-14,76
2010-08-15,59
2010-08-16,64
2010-08-17,62
2010-08-18,62
2010-08-19,63
2010-08-20,64
2010-08-21,65
2010-08-22,64
2010-08-23,64
2010-08-24,82
2010-08-25,100
2010-08-26,65
2010-08-27,46
2010-08-28,67
2010-08-29,74
2010-08-30,80
2010-08-31,56
2010-09-01,56
2010-09-02,96
2010-09-03,72
2010-09-04,72
2010-09-05,62
2010-09-06,62
2010-09-07,47
2010-09-08,55
2010-09-09,51
2010-09-10,58
2010-09-11,64
2010-09-12,71
2010-09-13,78
2010-09-14,41
2010-09-15,59
2010-09-16,63
2010-09-17,68
2010-09-18,58
2010-09-19,58
2010-09-20,58
2010-09-21,42
2010-09-22,80
2010-09-23,56
2010-09-24,56
2010-09-25,56
2010-09-26,56
2010-09-27,56
2010-09-28,40
2010-09-29,45
2010-09-30,70
2010-10-01,52
2010-10-02,52
2010-10-03,52
2010-10-04,52
2010-10-05,77
2010-10-06,62
2010-10-07,74
2010-10-08,65
2010-10-09,63
2010-10-10,63
2010-10-11,63
2010-10-12,63
2010-10-13,81
2010-10-14,40
2010-10-15,43
2010-10-16,46
2010-10-17,48
2010-10-18,51
2010-10-19,47
2010-10-20,88
2010-10-21,45
2010-10-22,43
2010-10-23,51
2010-10-24,59
2010-10-25,67
2010-10-26,55
2010-10-27,53
2010-10-28,53
2010-10-29,60
2010-10-30,0
2010-10-31,0
2010-11-01,72
2010-11-02,53
2010-11-03,45
2010-11-04,58
2010-11-05,62
2010-11-06,66
2010-11-07,71
2010-11-08,46
2010-11-09,53
2010-11-10,39
2010-11-11,67
2010-11-12,46
2010-11-13,46
2010-11-14,46
2010-11-15,46
2010-11-16,50
2010-11-17,50
2010-11-18,51
2010-11-19,74
2010-11-20,53
2010-11-21,65
2010-11-22,77
2010-11-23,46
2010-11-24,54
2010-11-25,86
2010-11-26,71
2010-11-27,75
2010-11-28,78
2010-11-29,81
2010-11-30,60
2010-12-01,86
2010-12-02,49
2010-12-03,50
2010-12-04,51
2010-12-05,52
2010-12-06,53
2010-12-07,57
2010-12-08,86
2010-12-09,62
2010-12-10,45
2010-12-11,46
2010-12-12,47
2010-12-13,49
2010-12-14,49
2010-12-15,70
2010-12-16,39
2010-12-17,44
2010-12-18,50
2010-12-19,56
2010-12-20,62
2010-12-21,68
2010-12-22,75
2010-12-23,83
2010-12-24,52
2010-12-25,55
2010-12-26,58
2010-12-27,72
2010-12-28,100
2010-12-29,63
2010-12-30,52
2010-12-31,60
2011-01-01,67
2011-01-02,74
2011-01-03,81
2011-01-04,90
2011-01-05,79
2011-01-06,62
2011-01-07,50
2011-01-08,50
2011-01-09,52
2011-01-10,55
2011-01-11,54
2011-01-12,36
2011-01-13,40
2011-01-14,45
2011-01-15,63
2011-01-16,43
2011-01-17,43
2011-01-18,54
2011-01-19,72
2011-01-20,47
2011-01-21,49
2011-01-22,48
2011-01-23,48
2011-01-24,63
2011-01-25,53
2011-01-26,46
2011-01-27,36
2011-01-28,39
2011-01-29,43
2011-01-30,47
2011-01-31,51
2011-02-01,76
2011-02-02,63
2011-02-03,63
2011-02-04,63
2011-02-05,63
2011-02-06,63
2011-02-07,77
2011-02-08,73
2011-02-09,75
2011-02-10,46
2011-02-11,46
2011-02-12,71
2011-02-13,64
2011-02-14,47
2011-02-15,59
2011-02-16,55
2011-02-17,44
2011-02-18,55
2011-02-19,59
2011-02-20,69
2011-02-21,99
2011-02-22,60
2011-02-23,62
2011-02-24,65
2011-02-25,67
2011-02-26,96
2011-02-27,53
2011-02-28,71
2011-03-01,77
2011-03-02,43
2011-03-03,43
2011-03-04,51
2011-03-05,59
2011-03-06,64
2011-03-07,80
2011-03-08,52
2011-03-09,51
2011-03-10,69
2011-03-11,52
2011-03-12,62
2011-03-13,72
2011-03-14,82
2011-03-15,68
2011-03-16,60
2011-03-17,58
2011-03-18,58
2011-03-19,62
2011-03-20,65
2011-03-21,68
2011-03-22,51
2011-03-23,60
2011-03-24,100
2011-03-25,91
2011-03-26,58
2011-03-27,58
2011-03-28,58
2011-03-29,85
2011-03-30,85
2011-03-31,52
2011-04-01,50
2011-04-02,48
2011-04-03,46
2011-04-04,45
2011-04-05,43
2011-04-06,41
2011-04-07,40
2011-04-08,38
2011-04-09,36
2011-04-10,35
2011-04-11,33
2011-04-12,31
2011-04-13,30
2011-04-14,28
2011-04-15,26
2011-04-16,25
2011-04-17,23
2011-04-18,21
2011-04-19,20
2011-04-20,18
2011-04-21,16
2011-04-22,15
2011-04-23,13
2011-04-24,11
2011-04-25,10
2011-04-26,8
2011-04-27,6
2011-04-28,5
2011-04-29,3
2011-04-30,1
2011-05-01,0
2011-05-02,0
2011-05-03,53
2011-05-04,44
2011-05-05,59
2011-05-06,75
2011-05-07,53
2011-05-08,53
2011-05-09,53
2011-05-10,73
2011-05-11,50
2011-05-12,44
2011-05-13,39
2011-05-14,47
2011-05-15,37
2011-05-16,37
2011-05-17,37
2011-05-18,64
2011-05-19,51
2011-05-20,60
2011-05-21,61
2011-05-22,62
2011-05-23,63
2011-05-24,50
2011-05-25,57
2011-05-26,54
2011-05-27,56
2011-05-28,64
2011-05-29,43
2011-05-30,60
2011-05-31,33
2011-06-01,44
2011-06-02,82
2011-06-03,58
2011-06-04,50
2011-06-05,50
2011-06-06,63
2011-06-07,52
2011-06-08,49
2011-06-09,57
2011-06-10,67
2011-06-11,51
2011-06-12,51
2011-06-13,51
2011-06-14,46
2011-06-15,80
2011-06-16,40
2011-06-17,42
2011-06-18,48
2011-06-19,53
2011-06-20,59
2011-06-21,59
2011-06-22,70
2011-06-23,81
2011-06-24,61
2011-06-25,44
2011-06-26,44
2011-06-27,60
2011-06-28,60
2011-06-29,73
2011-06-30,64
2011-07-01,43
2011-07-02,57
2011-07-03,71
2011-07-04,85
2011-07-05,96
2011-07-06,67
2011-07-07,48
2011-07-08,53
2011-07-09,47
2011-07-10,47
2011-07-11,47
2011-07-12,40
2011-07-13,37
2011-07-14,48
2011-07-15,51
2011-07-16,50
2011-07-17,50
2011-07-18,50
2011-07-19,56
2011-07-20,47
2011-07-21,67
2011-07-22,53
2011-07-23,69
2011-07-24,84
2011-07-25,100
2011-07-26,70
2011-07-27,54
2011-07-28,51
2011-07-29,43
2011-07-30,43
2011-07-31,47
2011-08-01,73
2011-08-02,44
2011-08-03,47
2011-08-04,58
2011-08-05,60
2011-08-06,50
2011-08-07,60
2011-08-08,69
2011-08-09,35
2011-08-10,70
2011-08-11,61
