Date,Fabrinet
2009-05-01,42
2009-05-02,42
2009-05-03,42
2009-05-04,42
2009-05-05,42
2009-05-06,42
2009-05-07,43
2009-05-08,43
2009-05-09,43
2009-05-10,43
2009-05-11,43
2009-05-12,44
2009-05-13,44
2009-05-14,44
2009-05-15,44
2009-05-16,44
2009-05-17,45
2009-05-18,45
2009-05-19,45
2009-05-20,45
2009-05-21,45
2009-05-22,46
2009-05-23,46
2009-05-24,46
2009-05-25,46
2009-05-26,46
2009-05-27,47
2009-05-28,47
2009-05-29,47
2009-05-30,47
2009-05-31,47
2009-06-01,48
2009-06-02,48
2009-06-03,48
2009-06-04,48
2009-06-05,48
2009-06-06,49
2009-06-07,49
2009-06-08,49
2009-06-09,49
2009-06-10,49
2009-06-11,50
2009-06-12,50
2009-06-13,50
2009-06-14,50
2009-06-15,50
2009-06-16,51
2009-06-17,51
2009-06-18,51
2009-06-19,51
2009-06-20,51
2009-06-21,52
2009-06-22,52
2009-06-23,52
2009-06-24,52
2009-06-25,52
2009-06-26,53
2009-06-27,53
2009-06-28,53
2009-06-29,53
2009-06-30,53
2009-07-01,54
2009-07-02,54
2009-07-03,54
2009-07-04,54
2009-07-05,55
2009-07-06,55
2009-07-07,55
2009-07-08,55
2009-07-09,56
2009-07-10,56
2009-07-11,56
2009-07-12,56
2009-07-13,57
2009-07-14,57
2009-07-15,57
2009-07-16,57
2009-07-17,58
2009-07-18,58
2009-07-19,58
2009-07-20,58
2009-07-21,59
2009-07-22,59
2009-07-23,59
2009-07-24,59
2009-07-25,60
2009-07-26,60
2009-07-27,60
2009-07-28,60
2009-07-29,61
2009-07-30,61
2009-07-31,61
2009-08-01,62
2009-08-02,61
2009-08-03,60
2009-08-04,59
2009-08-05,58
2009-08-06,57
2009-08-07,56
2009-08-08,55
2009-08-09,55
2009-08-10,54
2009-08-11,53
2009-08-12,52
2009-08-13,51
2009-08-14,50
2009-08-15,49
2009-08-16,48
2009-08-17,48
2009-08-18,47
2009-08-19,46
2009-08-20,45
2009-08-21,44
2009-08-22,43
2009-08-23,42
2009-08-24,41
2009-08-25,41
2009-08-26,40
2009-08-27,39
2009-08-28,38
2009-08-29,37
2009-08-30,36
2009-08-31,35
2009-09-01,35
2009-09-02,34
2009-09-03,34
2009-09-04,34
2009-09-05,34
2009-09-06,34
2009-09-07,34
2009-09-08,34
2009-09-09,33
2009-09-10,33
2009-09-11,33
2009-09-12,33
2009-09-13,33
2009-09-14,33
2009-09-15,33
2009-09-16,33
2009-09-17,32
2009-09-18,32
2009-09-19,32
2009-09-20,32
2009-09-21,32
2009-09-22,32
2009-09-23,32
2009-09-24,31
2009-09-25,31
2009-09-26,31
2009-09-27,31
2009-09-28,31
2009-09-29,31
2009-09-30,31
2009-10-01,31
2009-10-02,31
2009-10-03,31
2009-10-04,31
2009-10-05,31
2009-10-06,31
2009-10-07,31
2009-10-08,31
2009-10-09,31
2009-10-10,31
2009-10-11,31
2009-10-12,31
2009-10-13,31
2009-10-14,31
2009-10-15,31
2009-10-16,31
2009-10-17,31
2009-10-18,31
2009-10-19,31
2009-10-20,31
2009-10-21,31
2009-10-22,31
2009-10-23,31
2009-10-24,31
2009-10-25,31
2009-10-26,31
2009-10-27,31
2009-10-28,31
2009-10-29,31
2009-10-30,31
2009-10-31,31
2009-11-01,31
2009-11-02,31
2009-11-03,31
2009-11-04,31
2009-11-05,31
2009-11-06,31
2009-11-07,31
2009-11-08,31
2009-11-09,31
2009-11-10,31
2009-11-11,31
2009-11-12,31
2009-11-13,31
2009-11-14,31
2009-11-15,31
2009-11-16,31
2009-11-17,31
2009-11-18,31
2009-11-19,31
2009-11-20,31
2009-11-21,31
2009-11-22,31
2009-11-23,31
2009-11-24,31
2009-11-25,31
2009-11-26,31
2009-11-27,31
2009-11-28,31
2009-11-29,31
2009-11-30,31
2009-12-01,31
2009-12-02,31
2009-12-03,31
2009-12-04,31
2009-12-05,31
2009-12-06,31
2009-12-07,31
2009-12-08,31
2009-12-09,31
2009-12-10,31
2009-12-11,31
2009-12-12,31
2009-12-13,31
2009-12-14,31
2009-12-15,31
2009-12-16,31
2009-12-17,31
2009-12-18,31
2009-12-19,31
2009-12-20,31
2009-12-21,31
2009-12-22,31
2009-12-23,31
2009-12-24,31
2009-12-25,31
2009-12-26,31
2009-12-27,31
2009-12-28,31
2009-12-29,31
2009-12-30,31
2009-12-31,31
2010-01-01,31
2010-01-02,31
2010-01-03,32
2010-01-04,32
2010-01-05,33
2010-01-06,33
2010-01-07,34
2010-01-08,34
2010-01-09,35
2010-01-10,35
2010-01-11,36
2010-01-12,37
2010-01-13,37
2010-01-14,38
2010-01-15,38
2010-01-16,39
2010-01-17,39
2010-01-18,40
2010-01-19,40
2010-01-20,41
2010-01-21,41
2010-01-22,42
2010-01-23,43
2010-01-24,43
2010-01-25,44
2010-01-26,44
2010-01-27,45
2010-01-28,45
2010-01-29,46
2010-01-30,46
2010-01-31,47
2010-02-01,48
2010-02-02,47
2010-02-03,47
2010-02-04,46
2010-02-05,46
2010-02-06,45
2010-02-07,45
2010-02-08,44
2010-02-09,44
2010-02-10,43
2010-02-11,43
2010-02-12,42
2010-02-13,42
2010-02-14,41
2010-02-15,41
2010-02-16,40
2010-02-17,40
2010-02-18,39
2010-02-19,39
2010-02-20,38
2010-02-21,38
2010-02-22,37
2010-02-23,37
2010-02-24,36
2010-02-25,36
2010-02-26,35
2010-02-27,35
2010-02-28,34
2010-03-01,34
2010-03-02,33
2010-03-03,33
2010-03-04,33
2010-03-05,33
2010-03-06,33
2010-03-07,32
2010-03-08,32
2010-03-09,32
2010-03-10,32
2010-03-11,32
2010-03-12,31
2010-03-13,31
2010-03-14,31
2010-03-15,31
2010-03-16,31
2010-03-17,30
2010-03-18,30
2010-03-19,30
2010-03-20,30
2010-03-21,30
2010-03-22,29
2010-03-23,29
2010-03-24,29
2010-03-25,29
2010-03-26,29
2010-03-27,28
2010-03-28,28
2010-03-29,28
2010-03-30,28
2010-03-31,28
2010-04-01,28
2010-04-02,29
2010-04-03,30
2010-04-04,31
2010-04-05,32
2010-04-06,34
2010-04-07,35
2010-04-08,36
2010-04-09,37
2010-04-10,38
2010-04-11,40
2010-04-12,41
2010-04-13,42
2010-04-14,43
2010-04-15,44
2010-04-16,46
2010-04-17,47
2010-04-18,48
2010-04-19,49
2010-04-20,50
2010-04-21,52
2010-04-22,53
2010-04-23,54
2010-04-24,55
2010-04-25,56
2010-04-26,58
2010-04-27,59
2010-04-28,60
2010-04-29,61
2010-04-30,62
2010-05-01,64
2010-05-02,65
2010-05-03,66
2010-05-04,67
2010-05-05,68
2010-05-06,69
2010-05-07,70
2010-05-08,72
2010-05-09,73
2010-05-10,74
2010-05-11,75
2010-05-12,76
2010-05-13,77
2010-05-14,79
2010-05-15,80
2010-05-16,81
2010-05-17,82
2010-05-18,83
2010-05-19,84
2010-05-20,86
2010-05-21,87
2010-05-22,88
2010-05-23,89
2010-05-24,90
2010-05-25,91
2010-05-26,93
2010-05-27,94
2010-05-28,95
2010-05-29,96
2010-05-30,97
2010-05-31,98
2010-06-01,100
2010-06-02,98
2010-06-03,97
2010-06-04,95
2010-06-05,94
2010-06-06,92
2010-06-07,91
2010-06-08,89
2010-06-09,88
2010-06-10,87
2010-06-11,85
2010-06-12,84
2010-06-13,82
2010-06-14,81
2010-06-15,79
2010-06-16,78
2010-06-17,77
2010-06-18,75
2010-06-19,74
2010-06-20,72
2010-06-21,71
2010-06-22,69
2010-06-23,68
2010-06-24,67
2010-06-25,65
2010-06-26,64
2010-06-27,62
2010-06-28,61
2010-06-29,59
2010-06-30,58
2010-07-01,57
2010-07-02,56
2010-07-03,56
2010-07-04,55
2010-07-05,55
2010-07-06,55
2010-07-07,54
2010-07-08,54
2010-07-09,54
2010-07-10,53
2010-07-11,53
2010-07-12,53
2010-07-13,52
2010-07-14,52
2010-07-15,52
2010-07-16,51
2010-07-17,51
2010-07-18,50
2010-07-19,50
2010-07-20,50
2010-07-21,49
2010-07-22,49
2010-07-23,49
2010-07-24,48
2010-07-25,48
2010-07-26,48
2010-07-27,47
2010-07-28,47
2010-07-29,47
2010-07-30,46
2010-07-31,46
2010-08-01,46
2010-08-02,46
2010-08-03,46
2010-08-04,46
2010-08-05,46
2010-08-06,46
2010-08-07,46
2010-08-08,46
2010-08-09,46
2010-08-10,46
2010-08-11,46
2010-08-12,46
2010-08-13,46
2010-08-14,46
2010-08-15,46
2010-08-16,46
2010-08-17,47
2010-08-18,47
2010-08-19,47
2010-08-20,47
2010-08-21,47
2010-08-22,47
2010-08-23,47
2010-08-24,47
2010-08-25,47
2010-08-26,47
2010-08-27,47
2010-08-28,47
2010-08-29,47
2010-08-30,47
2010-08-31,47
2010-09-01,48
2010-09-02,47
2010-09-03,46
2010-09-04,46
2010-09-05,45
2010-09-06,45
2010-09-07,44
2010-09-08,43
2010-09-09,43
2010-09-10,42
2010-09-11,42
2010-09-12,41
2010-09-13,40
2010-09-14,40
2010-09-15,39
2010-09-16,39
2010-09-17,38
2010-09-18,37
2010-09-19,37
2010-09-20,36
2010-09-21,36
2010-09-22,35
2010-09-23,34
2010-09-24,34
2010-09-25,33
2010-09-26,33
2010-09-27,32
2010-09-28,31
2010-09-29,31
2010-09-30,30
2010-10-01,30
2010-10-02,31
2010-10-03,32
2010-10-04,33
2010-10-05,34
2010-10-06,35
2010-10-07,36
2010-10-08,37
2010-10-09,39
2010-10-10,40
2010-10-11,41
2010-10-12,42
2010-10-13,43
2010-10-14,44
2010-10-15,45
2010-10-16,46
2010-10-17,48
2010-10-18,49
2010-10-19,50
2010-10-20,51
2010-10-21,52
2010-10-22,53
2010-10-23,54
2010-10-24,55
2010-10-25,57
2010-10-26,58
2010-10-27,59
2010-10-28,60
2010-10-29,61
2010-10-30,62
2010-10-31,63
2010-11-01,65
2010-11-02,64
2010-11-03,63
2010-11-04,63
2010-11-05,62
2010-11-06,61
2010-11-07,61
2010-11-08,60
2010-11-09,59
2010-11-10,59
2010-11-11,58
2010-11-12,58
2010-11-13,57
2010-11-14,56
2010-11-15,56
2010-11-16,55
2010-11-17,54
2010-11-18,54
2010-11-19,53
2010-11-20,52
2010-11-21,52
2010-11-22,51
2010-11-23,51
2010-11-24,50
2010-11-25,49
2010-11-26,49
2010-11-27,48
2010-11-28,47
2010-11-29,47
2010-11-30,46
2010-12-01,46
2010-12-02,46
2010-12-03,46
2010-12-04,46
2010-12-05,46
2010-12-06,46
2010-12-07,46
2010-12-08,46
2010-12-09,47
2010-12-10,47
2010-12-11,47
2010-12-12,47
2010-12-13,47
2010-12-14,47
2010-12-15,47
2010-12-16,47
2010-12-17,48
2010-12-18,48
2010-12-19,48
2010-12-20,48
2010-12-21,48
2010-12-22,48
2010-12-23,48
2010-12-24,48
2010-12-25,49
2010-12-26,49
2010-12-27,49
2010-12-28,49
2010-12-29,49
2010-12-30,49
2010-12-31,49
2011-01-01,50
2011-01-02,49
2011-01-03,49
2011-01-04,49
2011-01-05,49
2011-01-06,49
2011-01-07,49
2011-01-08,49
2011-01-09,49
2011-01-10,49
2011-01-11,49
2011-01-12,49
2011-01-13,49
2011-01-14,49
2011-01-15,49
2011-01-16,49
2011-01-17,49
2011-01-18,49
2011-01-19,49
2011-01-20,49
2011-01-21,49
2011-01-22,49
2011-01-23,49
2011-01-24,49
2011-01-25,49
2011-01-26,49
2011-01-27,49
2011-01-28,49
2011-01-29,49
2011-01-30,49
2011-01-31,49
2011-02-01,49
2011-02-02,49
2011-02-03,49
2011-02-04,49
2011-02-05,49
2011-02-06,50
2011-02-07,50
2011-02-08,50
2011-02-09,50
2011-02-10,50
2011-02-11,51
2011-02-12,51
2011-02-13,51
2011-02-14,51
2011-02-15,52
2011-02-16,52
2011-02-17,52
2011-02-18,52
2011-02-19,52
2011-02-20,53
2011-02-21,53
2011-02-22,53
2011-02-23,53
2011-02-24,53
2011-02-25,54
2011-02-26,54
2011-02-27,54
2011-02-28,54
2011-03-01,55
2011-03-02,54
2011-03-03,54
2011-03-04,54
2011-03-05,54
2011-03-06,54
2011-03-07,53
2011-03-08,53
2011-03-09,53
2011-03-10,53
2011-03-11,53
2011-03-12,52
2011-03-13,52
2011-03-14,52
2011-03-15,52
2011-03-16,52
2011-03-17,51
2011-03-18,51
2011-03-19,51
2011-03-20,51
2011-03-21,51
2011-03-22,50
2011-03-23,50
2011-03-24,50
2011-03-25,50
2011-03-26,50
2011-03-27,49
2011-03-28,49
2011-03-29,49
2011-03-30,49
2011-03-31,49
2011-04-01,49
2011-04-02,48
2011-04-03,47
2011-04-04,46
