Date,Planet Payment
2012-11-29,58
2012-11-30,58
2012-12-01,59
2012-12-02,60
2012-12-03,61
2012-12-04,62
2012-12-05,64
2012-12-06,65
2012-12-07,66
2012-12-08,68
2012-12-09,69
2012-12-10,70
2012-12-11,72
2012-12-12,73
2012-12-13,74
2012-12-14,76
2012-12-15,77
2012-12-16,78
2012-12-17,80
2012-12-18,81
2012-12-19,82
2012-12-20,84
2012-12-21,85
2012-12-22,86
2012-12-23,88
2012-12-24,89
2012-12-25,90
2012-12-26,92
2012-12-27,93
2012-12-28,94
2012-12-29,96
2012-12-30,97
2012-12-31,98
