Date,Zynga
2011-06-18,29
2011-06-19,26
2011-06-20,25
2011-06-21,27
2011-06-22,23
2011-06-23,23
2011-06-24,21
2011-06-25,21
2011-06-26,26
2011-06-27,31
2011-06-28,36
2011-06-29,42
2011-06-30,51
2011-07-01,52
2011-07-02,61
2011-07-03,64
2011-07-04,53
2011-07-05,51
2011-07-06,50
2011-07-07,47
2011-07-08,45
2011-07-09,46
2011-07-10,41
2011-07-11,42
2011-07-12,39
2011-07-13,37
2011-07-14,38
2011-07-15,35
2011-07-16,38
2011-07-17,33
2011-07-18,32
2011-07-19,31
2011-07-20,30
2011-07-21,29
2011-07-22,30
2011-07-23,28
2011-07-24,27
2011-07-25,27
2011-07-26,28
2011-07-27,27
2011-07-28,28
2011-07-29,27
2011-07-30,27
2011-07-31,26
2011-08-01,26
2011-08-02,26
2011-08-03,26
2011-08-04,26
2011-08-05,26
2011-08-06,27
2011-08-07,25
2011-08-08,26
2011-08-09,25
2011-08-10,26
2011-08-11,25
2011-08-12,27
2011-08-13,25
2011-08-14,24
2011-08-15,24
2011-08-16,25
2011-08-17,24
2011-08-18,24
2011-08-19,26
2011-08-20,24
2011-08-21,23
2011-08-22,22
2011-08-23,24
2011-08-24,21
2011-08-25,21
2011-08-26,20
2011-08-27,20
2011-08-28,20
2011-08-29,22
2011-08-30,20
2011-08-31,20
2011-09-01,20
2011-09-02,22
2011-09-03,21
2011-09-04,20
2011-09-05,20
2011-09-06,20
2011-09-07,20
2011-09-08,22
2011-09-09,20
2011-09-10,20
2011-09-11,21
2011-09-12,20
2011-09-13,20
2011-09-14,21
2011-09-15,22
2011-09-16,21
2011-09-17,22
2011-09-18,22
2011-09-19,22
2011-09-20,22
2011-09-21,23
2011-09-22,23
2011-09-23,23
2011-09-24,24
2011-09-25,23
2011-09-26,23
2011-09-27,26
2011-09-28,22
2011-09-29,22
2011-09-30,22
2011-10-01,22
2011-10-02,21
2011-10-03,22
2011-10-04,22
2011-10-05,21
2011-10-06,21
2011-10-07,22
2011-10-08,21
2011-10-09,21
2011-10-10,23
2011-10-11,22
2011-10-12,23
2011-10-13,25
2011-10-14,24
2011-10-15,26
2011-10-16,24
2011-10-17,25
2011-10-18,24
2011-10-19,26
2011-10-20,24
2011-10-21,24
2011-10-22,24
2011-10-23,24
2011-10-24,26
2011-10-25,24
2011-10-26,24
2011-10-27,26
2011-10-28,24
2011-10-29,25
2011-10-30,24
2011-10-31,24
2011-11-01,25
2011-11-02,24
2011-11-03,24
2011-11-04,24
2011-11-05,24
2011-11-06,26
2011-11-07,29
2011-11-08,32
2011-11-09,35
2011-11-10,38
2011-11-11,43
2011-11-12,48
2011-11-13,43
2011-11-14,40
2011-11-15,40
2011-11-16,40
2011-11-17,36
2011-11-18,35
2011-11-19,34
2011-11-20,34
2011-11-21,31
2011-11-22,33
2011-11-23,32
2011-11-24,30
2011-11-25,31
2011-11-26,30
2011-11-27,30
2011-11-28,31
2011-11-29,35
2011-11-30,33
2011-12-01,34
2011-12-02,35
2011-12-03,39
2011-12-04,37
2011-12-05,35
2011-12-06,36
2011-12-07,35
2011-12-08,35
2011-12-09,35
2011-12-10,37
2011-12-11,44
2011-12-12,53
2011-12-13,62
2011-12-14,71
2011-12-15,80
2011-12-16,89
2011-12-17,115
2011-12-18,98
2011-12-19,83
2011-12-20,82
2011-12-21,73
2011-12-22,63
2011-12-23,57
2011-12-24,49
2011-12-25,45
2011-12-26,42
2011-12-27,40
2011-12-28,38
2011-12-29,35
2011-12-30,34
2011-12-31,30
2012-01-01,29
2012-01-02,32
2012-01-03,29
2012-01-04,29
2012-01-05,29
2012-01-06,30
2012-01-07,30
2012-01-08,28
2012-01-09,28
2012-01-10,28
2012-01-11,28
2012-01-12,28
2012-01-13,31
2012-01-14,28
2012-01-15,28
2012-01-16,29
2012-01-17,30
2012-01-18,32
2012-01-19,33
2012-01-20,34
2012-01-21,34
2012-01-22,35
2012-01-23,32
2012-01-24,32
2012-01-25,31
2012-01-26,31
2012-01-27,32
2012-01-28,30
2012-01-29,35
2012-01-30,35
2012-01-31,38
2012-02-01,40
2012-02-02,43
2012-02-03,50
2012-02-04,50
2012-02-05,50
2012-02-06,46
2012-02-07,45
2012-02-08,43
2012-02-09,42
2012-02-10,40
2012-02-11,41
2012-02-12,41
2012-02-13,42
2012-02-14,44
2012-02-15,45
2012-02-16,50
2012-02-17,53
2012-02-18,52
2012-02-19,49
2012-02-20,49
2012-02-21,45
2012-02-22,43
2012-02-23,41
2012-02-24,39
2012-02-25,37
2012-02-26,38
2012-02-27,37
2012-02-28,37
2012-02-29,37
2012-03-01,37
2012-03-02,37
2012-03-03,41
2012-03-04,37
2012-03-05,37
2012-03-06,37
2012-03-07,37
2012-03-08,37
2012-03-09,36
2012-03-10,37
2012-03-11,36
2012-03-12,33
2012-03-13,32
2012-03-14,31
2012-03-15,33
2012-03-16,29
2012-03-17,28
2012-03-18,29
2012-03-19,29
2012-03-20,30
2012-03-21,31
2012-03-22,34
2012-03-23,33
2012-03-24,37
2012-03-25,34
2012-03-26,34
2012-03-27,37
2012-03-28,35
2012-03-29,36
2012-03-30,36
2012-03-31,41
2012-04-01,37
2012-04-02,37
2012-04-03,38
2012-04-04,38
2012-04-05,40
2012-04-06,40
2012-04-07,40
2012-04-08,42
2012-04-09,38
2012-04-10,38
2012-04-11,37
2012-04-12,36
2012-04-13,38
2012-04-14,35
2012-04-15,35
2012-04-16,37
2012-04-17,37
2012-04-18,37
2012-04-19,38
2012-04-20,39
2012-04-21,41
2012-04-22,41
2012-04-23,41
2012-04-24,41
2012-04-25,43
2012-04-26,42
2012-04-27,47
2012-04-28,44
2012-04-29,44
2012-04-30,44
2012-05-01,46
2012-05-02,45
2012-05-03,48
2012-05-04,46
2012-05-05,48
2012-05-06,47
2012-05-07,49
2012-05-08,48
2012-05-09,49
2012-05-10,50
2012-05-11,50
2012-05-12,52
2012-05-13,54
2012-05-14,58
2012-05-15,61
2012-05-16,65
2012-05-17,68
2012-05-18,72
2012-05-19,86
2012-05-20,78
2012-05-21,75
2012-05-22,77
2012-05-23,74
2012-05-24,73
2012-05-25,74
2012-05-26,80
2012-05-27,72
2012-05-28,72
2012-05-29,70
2012-05-30,69
2012-05-31,68
2012-06-01,67
2012-06-02,69
2012-06-03,66
2012-06-04,67
2012-06-05,65
2012-06-06,67
2012-06-07,64
2012-06-08,65
2012-06-09,64
2012-06-10,66
2012-06-11,66
2012-06-12,67
2012-06-13,71
2012-06-14,69
2012-06-15,73
2012-06-16,73
2012-06-17,71
2012-06-18,70
2012-06-19,70
2012-06-20,69
2012-06-21,71
2012-06-22,69
2012-06-23,68
2012-06-24,71
2012-06-25,66
2012-06-26,68
2012-06-27,65
2012-06-28,66
2012-06-29,65
2012-06-30,64
2012-07-01,62
2012-07-02,61
2012-07-03,59
2012-07-04,58
2012-07-05,57
2012-07-06,55
2012-07-07,56
2012-07-08,54
2012-07-09,55
2012-07-10,55
2012-07-11,56
2012-07-12,56
2012-07-13,58
2012-07-14,61
2012-07-15,58
2012-07-16,59
2012-07-17,59
2012-07-18,61
2012-07-19,60
2012-07-20,62
2012-07-21,67
2012-07-22,67
2012-07-23,72
2012-07-24,78
2012-07-25,83
2012-07-26,89
2012-07-27,102
2012-07-28,112
2012-07-29,95
2012-07-30,91
2012-07-31,91
2012-08-01,83
2012-08-02,82
2012-08-03,75
2012-08-04,72
2012-08-05,72
2012-08-06,70
2012-08-07,70
2012-08-08,69
2012-08-09,69
2012-08-10,69
2012-08-11,70
2012-08-12,71
2012-08-13,66
2012-08-14,65
2012-08-15,67
2012-08-16,63
2012-08-17,62
2012-08-18,63
2012-08-19,62
2012-08-20,61
2012-08-21,61
2012-08-22,62
2012-08-23,61
2012-08-24,64
2012-08-25,62
2012-08-26,63
2012-08-27,59
2012-08-28,59
2012-08-29,56
2012-08-30,55
2012-08-31,54
2012-09-01,54
2012-09-02,52
2012-09-03,55
2012-09-04,50
2012-09-05,49
2012-09-06,48
2012-09-07,48
2012-09-08,46
2012-09-09,50
2012-09-10,48
2012-09-11,49
2012-09-12,51
2012-09-13,52
2012-09-14,53
2012-09-15,56
2012-09-16,52
2012-09-17,51
2012-09-18,50
2012-09-19,51
2012-09-20,48
2012-09-21,47
2012-09-22,46
2012-09-23,49
2012-09-24,46
2012-09-25,48
2012-09-26,47
2012-09-27,48
2012-09-28,48
2012-09-29,51
2012-09-30,51
2012-10-01,54
2012-10-02,59
2012-10-03,60
2012-10-04,62
2012-10-05,65
2012-10-06,70
2012-10-07,67
2012-10-08,66
2012-10-09,63
2012-10-10,64
2012-10-11,60
2012-10-12,61
2012-10-13,59
2012-10-14,57
2012-10-15,57
2012-10-16,57
2012-10-17,60
2012-10-18,56
2012-10-19,56
2012-10-20,59
2012-10-21,59
2012-10-22,61
2012-10-23,64
2012-10-24,67
2012-10-25,71
2012-10-26,76
2012-10-27,81
2012-10-28,72
2012-10-29,70
2012-10-30,66
2012-10-31,65
2012-11-01,59
2012-11-02,56
2012-11-03,54
2012-11-04,53
2012-11-05,54
2012-11-06,54
2012-11-07,55
2012-11-08,58
2012-11-09,56
2012-11-10,57
2012-11-11,61
2012-11-12,62
2012-11-13,63
2012-11-14,65
2012-11-15,67
2012-11-16,69
2012-11-17,72
2012-11-18,76
2012-11-19,77
2012-11-20,80
2012-11-21,83
2012-11-22,89
2012-11-23,89
2012-11-24,94
2012-11-25,92
2012-11-26,92
2012-11-27,93
2012-11-28,92
2012-11-29,92
2012-11-30,92
2012-12-01,96
2012-12-02,90
2012-12-03,91
2012-12-04,90
2012-12-05,87
2012-12-06,86
2012-12-07,87
2012-12-08,86
2012-12-09,84
2012-12-10,84
2012-12-11,84
2012-12-12,87
2012-12-13,85
2012-12-14,87
2012-12-15,86
2012-12-16,85
2012-12-17,87
2012-12-18,83
2012-12-19,82
2012-12-20,83
2012-12-21,80
2012-12-22,80
2012-12-23,79
2012-12-24,80
2012-12-25,79
2012-12-26,80
2012-12-27,83
2012-12-28,80
2012-12-29,86
2012-12-30,80
2012-12-31,79
