Date,Sirtris
2007-07-14,33
2007-07-15,33
2007-07-16,33
2007-07-17,34
2007-07-18,34
2007-07-19,34
2007-07-20,34
2007-07-21,34
2007-07-22,34
2007-07-23,34
2007-07-24,34
2007-07-25,34
2007-07-26,34
2007-07-27,34
2007-07-28,34
2007-07-29,34
2007-07-30,34
2007-07-31,34
2007-08-01,35
2007-08-02,35
2007-08-03,35
2007-08-04,35
2007-08-05,35
2007-08-06,35
2007-08-07,35
2007-08-08,35
2007-08-09,35
2007-08-10,35
2007-08-11,35
2007-08-12,35
2007-08-13,35
2007-08-14,35
2007-08-15,35
2007-08-16,35
2007-08-17,36
2007-08-18,36
2007-08-19,36
2007-08-20,36
2007-08-21,36
2007-08-22,36
2007-08-23,36
2007-08-24,36
2007-08-25,36
2007-08-26,36
2007-08-27,36
2007-08-28,36
2007-08-29,36
2007-08-30,36
2007-08-31,36
2007-09-01,37
2007-09-02,37
2007-09-03,37
2007-09-04,37
2007-09-05,37
2007-09-06,37
2007-09-07,37
2007-09-08,37
2007-09-09,38
2007-09-10,38
2007-09-11,38
2007-09-12,38
2007-09-13,38
2007-09-14,38
2007-09-15,38
2007-09-16,39
2007-09-17,39
2007-09-18,39
2007-09-19,39
2007-09-20,39
2007-09-21,39
2007-09-22,39
2007-09-23,39
2007-09-24,40
2007-09-25,40
2007-09-26,40
2007-09-27,40
2007-09-28,40
2007-09-29,40
2007-09-30,40
2007-10-01,41
2007-10-02,41
2007-10-03,41
2007-10-04,41
2007-10-05,41
2007-10-06,41
2007-10-07,41
2007-10-08,42
2007-10-09,42
2007-10-10,42
2007-10-11,42
2007-10-12,42
2007-10-13,42
2007-10-14,43
2007-10-15,43
2007-10-16,43
2007-10-17,43
2007-10-18,43
2007-10-19,43
2007-10-20,44
2007-10-21,44
2007-10-22,44
2007-10-23,44
2007-10-24,44
2007-10-25,44
2007-10-26,45
2007-10-27,45
2007-10-28,45
2007-10-29,45
2007-10-30,45
2007-10-31,45
2007-11-01,46
2007-11-02,45
2007-11-03,45
2007-11-04,44
2007-11-05,44
2007-11-06,44
2007-11-07,43
2007-11-08,43
2007-11-09,43
2007-11-10,42
2007-11-11,42
2007-11-12,41
2007-11-13,41
2007-11-14,41
2007-11-15,40
2007-11-16,40
2007-11-17,40
2007-11-18,39
2007-11-19,39
2007-11-20,39
2007-11-21,38
2007-11-22,38
2007-11-23,37
2007-11-24,37
2007-11-25,37
2007-11-26,36
2007-11-27,36
2007-11-28,36
2007-11-29,35
2007-11-30,35
2007-12-01,35
2007-12-02,34
2007-12-03,34
2007-12-04,34
2007-12-05,34
2007-12-06,33
2007-12-07,33
2007-12-08,33
2007-12-09,33
2007-12-10,32
2007-12-11,32
2007-12-12,32
2007-12-13,32
2007-12-14,32
2007-12-15,31
2007-12-16,31
2007-12-17,31
2007-12-18,31
2007-12-19,30
2007-12-20,30
2007-12-21,30
2007-12-22,30
2007-12-23,30
2007-12-24,29
2007-12-25,29
2007-12-26,29
2007-12-27,29
2007-12-28,28
2007-12-29,28
2007-12-30,28
2007-12-31,28
2008-01-01,28
2008-01-02,28
2008-01-03,28
2008-01-04,28
2008-01-05,28
2008-01-06,28
2008-01-07,28
2008-01-08,28
2008-01-09,29
2008-01-10,29
2008-01-11,29
2008-01-12,29
2008-01-13,29
2008-01-14,29
2008-01-15,29
2008-01-16,29
2008-01-17,30
2008-01-18,30
2008-01-19,30
2008-01-20,30
2008-01-21,30
2008-01-22,30
2008-01-23,30
2008-01-24,30
2008-01-25,31
2008-01-26,31
2008-01-27,31
2008-01-28,31
2008-01-29,31
2008-01-30,31
2008-01-31,31
2008-02-01,32
2008-02-02,31
2008-02-03,31
2008-02-04,31
2008-02-05,31
2008-02-06,31
2008-02-07,30
2008-02-08,30
2008-02-09,30
2008-02-10,30
2008-02-11,30
2008-02-12,30
2008-02-13,29
2008-02-14,29
2008-02-15,29
2008-02-16,29
2008-02-17,29
2008-02-18,29
2008-02-19,28
2008-02-20,28
2008-02-21,28
2008-02-22,28
2008-02-23,28
2008-02-24,28
2008-02-25,27
2008-02-26,27
2008-02-27,27
2008-02-28,27
2008-02-29,27
2008-03-01,27
2008-03-02,29
2008-03-03,31
2008-03-04,34
2008-03-05,36
2008-03-06,38
2008-03-07,41
2008-03-08,43
2008-03-09,45
2008-03-10,48
2008-03-11,50
2008-03-12,52
2008-03-13,55
2008-03-14,57
2008-03-15,59
2008-03-16,62
2008-03-17,64
2008-03-18,67
2008-03-19,69
2008-03-20,71
2008-03-21,74
2008-03-22,76
2008-03-23,78
2008-03-24,81
2008-03-25,83
2008-03-26,85
2008-03-27,88
2008-03-28,90
2008-03-29,92
2008-03-30,95
2008-03-31,97
2008-04-01,100
2008-04-02,98
2008-04-03,96
2008-04-04,94
2008-04-05,93
2008-04-06,91
2008-04-07,89
2008-04-08,87
2008-04-09,86
2008-04-10,84
2008-04-11,82
2008-04-12,80
2008-04-13,79
2008-04-14,77
2008-04-15,75
2008-04-16,74
2008-04-17,72
2008-04-18,70
2008-04-19,68
2008-04-20,67
2008-04-21,65
2008-04-22,63
2008-04-23,61
2008-04-24,60
2008-04-25,58
2008-04-26,56
2008-04-27,54
2008-04-28,53
2008-04-29,51
2008-04-30,49
2008-05-01,48
2008-05-02,47
2008-05-03,47
2008-05-04,46
2008-05-05,46
2008-05-06,45
2008-05-07,45
2008-05-08,44
2008-05-09,44
2008-05-10,43
2008-05-11,43
2008-05-12,43
2008-05-13,42
2008-05-14,42
2008-05-15,41
2008-05-16,41
2008-05-17,40
2008-05-18,40
2008-05-19,39
2008-05-20,39
2008-05-21,38
2008-05-22,38
2008-05-23,38
2008-05-24,37
2008-05-25,37
2008-05-26,36
2008-05-27,36
2008-05-28,35
2008-05-29,35
2008-05-30,34
2008-05-31,34
2008-06-01,34
2008-06-02,33
2008-06-03,33
2008-06-04,33
2008-06-05,33
2008-06-06,33
2008-06-07,33
2008-06-08,33
2008-06-09,33
2008-06-10,33
2008-06-11,33
2008-06-12,33
2008-06-13,33
2008-06-14,33
2008-06-15,33
2008-06-16,33
2008-06-17,33
2008-06-18,33
2008-06-19,33
2008-06-20,33
2008-06-21,33
2008-06-22,33
2008-06-23,33
2008-06-24,33
2008-06-25,33
2008-06-26,33
2008-06-27,33
2008-06-28,33
2008-06-29,33
2008-06-30,33
2008-07-01,33
2008-07-02,33
2008-07-03,33
2008-07-04,34
2008-07-05,34
2008-07-06,35
2008-07-07,35
2008-07-08,35
2008-07-09,36
2008-07-10,36
2008-07-11,37
2008-07-12,37
2008-07-13,38
2008-07-14,38
2008-07-15,38
2008-07-16,39
2008-07-17,39
2008-07-18,40
2008-07-19,40
2008-07-20,40
2008-07-21,41
2008-07-22,41
2008-07-23,42
2008-07-24,42
2008-07-25,43
2008-07-26,43
2008-07-27,43
2008-07-28,44
2008-07-29,44
2008-07-30,45
2008-07-31,45
2008-08-01,46
