Date,Zillow
2010-10-09,46
2010-10-10,45
2010-10-11,44
2010-10-12,46
2010-10-13,42
2010-10-14,41
2010-10-15,40
2010-10-16,43
2010-10-17,40
2010-10-18,40
2010-10-19,40
2010-10-20,44
2010-10-21,40
2010-10-22,40
2010-10-23,44
2010-10-24,41
2010-10-25,41
2010-10-26,42
2010-10-27,41
2010-10-28,41
2010-10-29,42
2010-10-30,41
2010-10-31,39
2010-11-01,38
2010-11-02,37
2010-11-03,36
2010-11-04,33
2010-11-05,32
2010-11-06,31
2010-11-07,32
2010-11-08,34
2010-11-09,35
2010-11-10,37
2010-11-11,41
2010-11-12,40
2010-11-13,43
2010-11-14,42
2010-11-15,43
2010-11-16,43
2010-11-17,48
2010-11-18,44
2010-11-19,45
2010-11-20,46
2010-11-21,45
2010-11-22,42
2010-11-23,40
2010-11-24,39
2010-11-25,36
2010-11-26,34
2010-11-27,33
2010-11-28,33
2010-11-29,33
2010-11-30,34
2010-12-01,36
2010-12-02,36
2010-12-03,35
2010-12-04,36
2010-12-05,36
2010-12-06,36
2010-12-07,36
2010-12-08,36
2010-12-09,36
2010-12-10,38
2010-12-11,37
2010-12-12,36
2010-12-13,35
2010-12-14,34
2010-12-15,35
2010-12-16,33
2010-12-17,32
2010-12-18,32
2010-12-19,32
2010-12-20,32
2010-12-21,32
2010-12-22,32
2010-12-23,34
2010-12-24,32
2010-12-25,32
2010-12-26,32
2010-12-27,33
2010-12-28,35
2010-12-29,34
2010-12-30,35
2010-12-31,36
2011-01-01,37
2011-01-02,37
2011-01-03,38
2011-01-04,39
2011-01-05,41
2011-01-06,40
2011-01-07,41
2011-01-08,43
2011-01-09,42
2011-01-10,42
2011-01-11,43
2011-01-12,43
2011-01-13,42
2011-01-14,43
2011-01-15,43
2011-01-16,44
2011-01-17,48
2011-01-18,47
2011-01-19,53
2011-01-20,50
2011-01-21,52
2011-01-22,54
2011-01-23,56
2011-01-24,52
2011-01-25,51
2011-01-26,50
2011-01-27,52
2011-01-28,48
2011-01-29,48
2011-01-30,46
2011-01-31,45
2011-02-01,48
2011-02-02,42
2011-02-03,40
2011-02-04,40
2011-02-05,38
2011-02-06,38
2011-02-07,39
2011-02-08,43
2011-02-09,40
2011-02-10,42
2011-02-11,42
2011-02-12,43
2011-02-13,42
2011-02-14,41
2011-02-15,44
2011-02-16,39
2011-02-17,41
2011-02-18,37
2011-02-19,37
2011-02-20,39
2011-02-21,37
2011-02-22,37
2011-02-23,38
2011-02-24,37
2011-02-25,37
2011-02-26,38
2011-02-27,42
2011-02-28,41
2011-03-01,42
2011-03-02,42
2011-03-03,43
2011-03-04,50
2011-03-05,46
2011-03-06,46
2011-03-07,46
2011-03-08,46
2011-03-09,46
2011-03-10,48
2011-03-11,46
2011-03-12,49
2011-03-13,46
2011-03-14,46
2011-03-15,45
2011-03-16,44
2011-03-17,44
2011-03-18,43
2011-03-19,43
2011-03-20,43
2011-03-21,44
2011-03-22,47
2011-03-23,48
2011-03-24,47
2011-03-25,49
2011-03-26,49
2011-03-27,49
2011-03-28,49
2011-03-29,52
2011-03-30,49
2011-03-31,51
2011-04-01,49
2011-04-02,49
2011-04-03,48
2011-04-04,48
2011-04-05,50
2011-04-06,48
2011-04-07,48
2011-04-08,48
2011-04-09,48
2011-04-10,49
2011-04-11,49
2011-04-12,53
2011-04-13,55
2011-04-14,52
2011-04-15,53
2011-04-16,57
2011-04-17,54
2011-04-18,55
2011-04-19,56
2011-04-20,59
2011-04-21,58
2011-04-22,64
2011-04-23,60
2011-04-24,63
2011-04-25,58
2011-04-26,57
2011-04-27,56
2011-04-28,57
2011-04-29,56
2011-04-30,58
2011-05-01,53
2011-05-02,53
2011-05-03,53
2011-05-04,53
2011-05-05,53
2011-05-06,51
2011-05-07,51
2011-05-08,54
2011-05-09,52
2011-05-10,54
2011-05-11,54
2011-05-12,54
2011-05-13,55
2011-05-14,56
2011-05-15,56
2011-05-16,56
2011-05-17,59
2011-05-18,59
2011-05-19,56
2011-05-20,62
2011-05-21,57
2011-05-22,56
2011-05-23,57
2011-05-24,58
2011-05-25,58
2011-05-26,63
2011-05-27,60
2011-05-28,62
2011-05-29,61
2011-05-30,59
2011-05-31,60
2011-06-01,58
2011-06-02,57
2011-06-03,62
2011-06-04,56
2011-06-05,58
2011-06-06,54
2011-06-07,54
2011-06-08,53
2011-06-09,54
2011-06-10,52
2011-06-11,56
2011-06-12,52
2011-06-13,57
2011-06-14,52
2011-06-15,52
2011-06-16,52
2011-06-17,55
2011-06-18,52
2011-06-19,55
2011-06-20,52
2011-06-21,51
2011-06-22,52
2011-06-23,51
2011-06-24,54
2011-06-25,51
2011-06-26,52
2011-06-27,53
2011-06-28,54
2011-06-29,59
2011-06-30,56
2011-07-01,57
2011-07-02,59
2011-07-03,61
2011-07-04,66
2011-07-05,59
2011-07-06,60
2011-07-07,60
2011-07-08,64
2011-07-09,62
2011-07-10,62
2011-07-11,61
2011-07-12,61
2011-07-13,67
2011-07-14,61
2011-07-15,61
2011-07-16,65
2011-07-17,67
2011-07-18,74
2011-07-19,78
2011-07-20,83
2011-07-21,95
2011-07-22,100
2011-07-23,100
2011-07-24,102
2011-07-25,90
2011-07-26,86
2011-07-27,85
2011-07-28,78
2011-07-29,73
2011-07-30,68
2011-07-31,68
2011-08-01,68
2011-08-02,72
2011-08-03,68
2011-08-04,68
2011-08-05,69
2011-08-06,68
2011-08-07,72
2011-08-08,67
2011-08-09,71
2011-08-10,67
2011-08-11,67
2011-08-12,69
2011-08-13,67
2011-08-14,70
2011-08-15,67
2011-08-16,67
2011-08-17,67
2011-08-18,70
2011-08-19,68
2011-08-20,70
2011-08-21,67
2011-08-22,67
2011-08-23,67
2011-08-24,70
2011-08-25,67
2011-08-26,69
2011-08-27,70
2011-08-28,69
2011-08-29,65
2011-08-30,64
2011-08-31,62
2011-09-01,61
2011-09-02,62
2011-09-03,60
2011-09-04,58
2011-09-05,63
2011-09-06,57
2011-09-07,58
2011-09-08,59
2011-09-09,56
2011-09-10,56
2011-09-11,59
2011-09-12,58
2011-09-13,59
2011-09-14,60
2011-09-15,61
2011-09-16,66
2011-09-17,63
2011-09-18,62
2011-09-19,65
2011-09-20,61
2011-09-21,65
2011-09-22,62
2011-09-23,60
2011-09-24,64
2011-09-25,60
2011-09-26,60
2011-09-27,61
2011-09-28,65
2011-09-29,62
2011-09-30,64
2011-10-01,63
2011-10-02,65
2011-10-03,60
2011-10-04,63
2011-10-05,59
2011-10-06,55
2011-10-07,54
2011-10-08,58
2011-10-09,54
2011-10-10,57
2011-10-11,59
2011-10-12,58
2011-10-13,63
2011-10-14,60
2011-10-15,62
2011-10-16,65
2011-10-17,61
2011-10-18,58
2011-10-19,56
2011-10-20,58
2011-10-21,54
2011-10-22,56
2011-10-23,53
2011-10-24,53
2011-10-25,53
2011-10-26,53
2011-10-27,55
2011-10-28,53
2011-10-29,55
2011-10-30,54
2011-10-31,55
2011-11-01,56
2011-11-02,56
2011-11-03,59
2011-11-04,58
2011-11-05,62
2011-11-06,57
2011-11-07,55
2011-11-08,53
2011-11-09,53
2011-11-10,50
2011-11-11,47
2011-11-12,46
2011-11-13,49
2011-11-14,49
2011-11-15,56
2011-11-16,53
2011-11-17,55
2011-11-18,58
2011-11-19,59
2011-11-20,61
2011-11-21,56
2011-11-22,59
2011-11-23,53
2011-11-24,52
2011-11-25,53
2011-11-26,50
2011-11-27,50
2011-11-28,50
2011-11-29,50
2011-11-30,51
2011-12-01,53
2011-12-02,51
2011-12-03,52
2011-12-04,56
2011-12-05,51
2011-12-06,51
2011-12-07,50
2011-12-08,53
2011-12-09,50
2011-12-10,51
2011-12-11,51
2011-12-12,54
2011-12-13,54
2011-12-14,56
2011-12-15,57
2011-12-16,63
2011-12-17,63
2011-12-18,61
2011-12-19,60
2011-12-20,59
2011-12-21,63
2011-12-22,60
2011-12-23,58
2011-12-24,59
2011-12-25,62
2011-12-26,58
2011-12-27,58
2011-12-28,61
2011-12-29,58
2011-12-30,62
2011-12-31,59
2012-01-01,58
2012-01-02,61
2012-01-03,60
2012-01-04,59
2012-01-05,60
2012-01-06,63
2012-01-07,61
2012-01-08,60
2012-01-09,59
2012-01-10,59
2012-01-11,57
2012-01-12,57
2012-01-13,55
2012-01-14,54
2012-01-15,56
2012-01-16,56
2012-01-17,59
2012-01-18,59
2012-01-19,61
2012-01-20,60
2012-01-21,64
2012-01-22,62
2012-01-23,62
2012-01-24,65
2012-01-25,63
2012-01-26,66
2012-01-27,63
2012-01-28,64
2012-01-29,64
2012-01-30,64
2012-01-31,64
2012-02-01,69
2012-02-02,64
2012-02-03,66
2012-02-04,65
2012-02-05,65
2012-02-06,70
2012-02-07,65
2012-02-08,65
2012-02-09,65
2012-02-10,65
2012-02-11,65
2012-02-12,66
2012-02-13,67
2012-02-14,68
2012-02-15,70
2012-02-16,75
2012-02-17,72
2012-02-18,73
2012-02-19,71
2012-02-20,70
2012-02-21,70
2012-02-22,67
2012-02-23,65
2012-02-24,68
2012-02-25,63
2012-02-26,63
2012-02-27,64
2012-02-28,65
2012-02-29,65
2012-03-01,66
2012-03-02,71
2012-03-03,68
2012-03-04,71
2012-03-05,69
2012-03-06,75
2012-03-07,74
2012-03-08,74
2012-03-09,73
2012-03-10,74
2012-03-11,77
2012-03-12,70
2012-03-13,68
2012-03-14,69
2012-03-15,67
2012-03-16,62
2012-03-17,67
2012-03-18,60
2012-03-19,65
2012-03-20,62
2012-03-21,66
2012-03-22,62
2012-03-23,63
2012-03-24,65
2012-03-25,63
2012-03-26,63
2012-03-27,65
2012-03-28,67
2012-03-29,62
2012-03-30,62
2012-03-31,62
2012-04-01,60
2012-04-02,59
2012-04-03,60
2012-04-04,56
2012-04-05,54
2012-04-06,53
2012-04-07,56
2012-04-08,56
2012-04-09,54
2012-04-10,59
2012-04-11,56
2012-04-12,60
2012-04-13,58
2012-04-14,61
2012-04-15,60
2012-04-16,62
2012-04-17,62
2012-04-18,68
2012-04-19,64
2012-04-20,69
2012-04-21,66
2012-04-22,64
2012-04-23,63
2012-04-24,64
2012-04-25,66
2012-04-26,59
2012-04-27,58
2012-04-28,60
2012-04-29,58
2012-04-30,60
2012-05-01,64
2012-05-02,66
2012-05-03,64
2012-05-04,67
2012-05-05,68
2012-05-06,66
2012-05-07,67
2012-05-08,64
2012-05-09,66
2012-05-10,61
2012-05-11,60
2012-05-12,59
2012-05-13,61
2012-05-14,59
2012-05-15,59
2012-05-16,60
2012-05-17,61
2012-05-18,59
2012-05-19,62
2012-05-20,59
2012-05-21,59
2012-05-22,59
2012-05-23,59
2012-05-24,59
2012-05-25,59
2012-05-26,60
2012-05-27,60
2012-05-28,61
2012-05-29,64
2012-05-30,63
2012-05-31,64
2012-06-01,70
2012-06-02,67
2012-06-03,66
2012-06-04,65
2012-06-05,70
2012-06-06,64
2012-06-07,65
2012-06-08,67
2012-06-09,63
2012-06-10,63
2012-06-11,65
2012-06-12,63
2012-06-13,66
2012-06-14,64
2012-06-15,64
2012-06-16,65
2012-06-17,64
2012-06-18,65
2012-06-19,64
2012-06-20,63
2012-06-21,65
2012-06-22,65
2012-06-23,63
2012-06-24,64
2012-06-25,62
2012-06-26,62
2012-06-27,61
2012-06-28,65
2012-06-29,60
2012-06-30,63
2012-07-01,60
2012-07-02,60
2012-07-03,64
2012-07-04,60
2012-07-05,60
2012-07-06,62
2012-07-07,61
2012-07-08,63
2012-07-09,64
2012-07-10,69
2012-07-11,67
2012-07-12,70
2012-07-13,71
2012-07-14,81
2012-07-15,72
2012-07-16,74
2012-07-17,71
2012-07-18,73
2012-07-19,71
2012-07-20,72
2012-07-21,70
2012-07-22,70
2012-07-23,70
2012-07-24,71
2012-07-25,73
2012-07-26,72
2012-07-27,78
2012-07-28,73
2012-07-29,72
2012-07-30,71
2012-07-31,73
2012-08-01,69
2012-08-02,69
2012-08-03,68
2012-08-04,67
2012-08-05,68
2012-08-06,66
2012-08-07,66
2012-08-08,69
2012-08-09,65
2012-08-10,65
2012-08-11,70
2012-08-12,65
2012-08-13,66
2012-08-14,69
2012-08-15,68
2012-08-16,68
2012-08-17,69
2012-08-18,70
2012-08-19,72
2012-08-20,69
2012-08-21,70
2012-08-22,69
2012-08-23,68
2012-08-24,69
2012-08-25,68
2012-08-26,67
2012-08-27,70
2012-08-28,66
2012-08-29,66
2012-08-30,66
2012-08-31,64
2012-09-01,68
2012-09-02,62
2012-09-03,65
2012-09-04,60
2012-09-05,62
2012-09-06,59
2012-09-07,56
2012-09-08,55
2012-09-09,59
2012-09-10,58
2012-09-11,60
2012-09-12,62
2012-09-13,64
2012-09-14,64
2012-09-15,66
2012-09-16,68
2012-09-17,67
2012-09-18,67
2012-09-19,71
2012-09-20,68
2012-09-21,72
2012-09-22,73
2012-09-23,69
2012-09-24,68
2012-09-25,67
2012-09-26,68
2012-09-27,68
2012-09-28,64
2012-09-29,64
2012-09-30,65
