Date,Rubicon
2008-05-10,81
2008-05-11,82
2008-05-12,82
2008-05-13,82
2008-05-14,83
2008-05-15,83
2008-05-16,83
2008-05-17,84
2008-05-18,84
2008-05-19,84
2008-05-20,85
2008-05-21,85
2008-05-22,85
2008-05-23,86
2008-05-24,86
2008-05-25,86
2008-05-26,87
2008-05-27,87
2008-05-28,87
2008-05-29,88
2008-05-30,88
2008-05-31,88
2008-06-01,89
2008-06-02,88
2008-06-03,88
2008-06-04,88
2008-06-05,88
2008-06-06,88
2008-06-07,88
2008-06-08,88
2008-06-09,88
2008-06-10,88
2008-06-11,88
2008-06-12,88
2008-06-13,88
2008-06-14,88
2008-06-15,88
2008-06-16,88
2008-06-17,87
2008-06-18,87
2008-06-19,87
2008-06-20,87
2008-06-21,87
2008-06-22,87
2008-06-23,87
2008-06-24,87
2008-06-25,87
2008-06-26,87
2008-06-27,87
2008-06-28,87
2008-06-29,87
2008-06-30,87
2008-07-01,87
2008-07-02,86
2008-07-03,85
2008-07-04,85
2008-07-05,84
2008-07-06,83
2008-07-07,83
2008-07-08,82
2008-07-09,81
2008-07-10,81
2008-07-11,80
2008-07-12,79
2008-07-13,79
2008-07-14,78
2008-07-15,77
2008-07-16,77
2008-07-17,76
2008-07-18,76
2008-07-19,75
2008-07-20,74
2008-07-21,74
2008-07-22,73
2008-07-23,72
2008-07-24,72
2008-07-25,71
2008-07-26,70
2008-07-27,70
2008-07-28,69
2008-07-29,68
2008-07-30,68
2008-07-31,67
2008-08-01,67
2008-08-02,66
2008-08-03,66
2008-08-04,66
2008-08-05,66
2008-08-06,66
2008-08-07,65
2008-08-08,65
2008-08-09,65
2008-08-10,65
2008-08-11,65
2008-08-12,64
2008-08-13,64
2008-08-14,64
2008-08-15,64
2008-08-16,64
2008-08-17,63
2008-08-18,63
2008-08-19,63
2008-08-20,63
2008-08-21,63
2008-08-22,62
2008-08-23,62
2008-08-24,62
2008-08-25,62
2008-08-26,62
2008-08-27,61
2008-08-28,61
2008-08-29,61
2008-08-30,61
2008-08-31,61
2008-09-01,61
2008-09-02,61
2008-09-03,61
2008-09-04,62
2008-09-05,62
2008-09-06,63
2008-09-07,63
2008-09-08,64
2008-09-09,64
2008-09-10,65
2008-09-11,65
2008-09-12,66
2008-09-13,66
2008-09-14,67
2008-09-15,67
2008-09-16,68
2008-09-17,68
2008-09-18,68
2008-09-19,69
2008-09-20,69
2008-09-21,70
2008-09-22,70
2008-09-23,71
2008-09-24,71
2008-09-25,72
2008-09-26,72
2008-09-27,73
2008-09-28,73
2008-09-29,74
2008-09-30,74
2008-10-01,75
2008-10-02,75
2008-10-03,75
2008-10-04,75
2008-10-05,75
2008-10-06,75
2008-10-07,75
2008-10-08,76
2008-10-09,76
2008-10-10,76
2008-10-11,76
2008-10-12,76
2008-10-13,76
2008-10-14,77
2008-10-15,77
2008-10-16,77
2008-10-17,77
2008-10-18,77
2008-10-19,77
2008-10-20,78
2008-10-21,78
2008-10-22,78
2008-10-23,78
2008-10-24,78
2008-10-25,78
2008-10-26,79
2008-10-27,79
2008-10-28,79
2008-10-29,79
2008-10-30,79
2008-10-31,79
2008-11-01,80
2008-11-02,79
2008-11-03,78
2008-11-04,77
2008-11-05,76
2008-11-06,75
2008-11-07,74
2008-11-08,73
2008-11-09,72
2008-11-10,71
2008-11-11,70
2008-11-12,69
2008-11-13,68
2008-11-14,67
2008-11-15,66
2008-11-16,65
2008-11-17,64
2008-11-18,63
2008-11-19,62
2008-11-20,61
2008-11-21,60
2008-11-22,59
2008-11-23,58
2008-11-24,57
2008-11-25,56
2008-11-26,55
2008-11-27,54
2008-11-28,53
2008-11-29,52
2008-11-30,51
2008-12-01,51
2008-12-02,52
2008-12-03,54
2008-12-04,55
2008-12-05,57
2008-12-06,58
2008-12-07,60
2008-12-08,62
2008-12-09,63
2008-12-10,65
2008-12-11,66
2008-12-12,68
2008-12-13,69
2008-12-14,71
2008-12-15,73
2008-12-16,74
2008-12-17,76
2008-12-18,77
2008-12-19,79
2008-12-20,81
2008-12-21,82
2008-12-22,84
2008-12-23,85
2008-12-24,87
2008-12-25,88
2008-12-26,90
2008-12-27,92
2008-12-28,93
2008-12-29,95
2008-12-30,96
2008-12-31,98
2009-01-01,100
2009-01-02,99
2009-01-03,98
2009-01-04,98
2009-01-05,97
2009-01-06,97
2009-01-07,96
2009-01-08,96
2009-01-09,95
2009-01-10,95
2009-01-11,94
2009-01-12,93
2009-01-13,93
2009-01-14,92
2009-01-15,92
2009-01-16,91
2009-01-17,91
2009-01-18,90
2009-01-19,90
2009-01-20,89
2009-01-21,89
2009-01-22,88
2009-01-23,87
2009-01-24,87
2009-01-25,86
2009-01-26,86
2009-01-27,85
2009-01-28,85
2009-01-29,84
2009-01-30,84
2009-01-31,83
2009-02-01,83
