Date,Trulia
2012-02-11,52
2012-02-12,54
2012-02-13,56
2012-02-14,59
2012-02-15,61
2012-02-16,66
2012-02-17,66
2012-02-18,71
2012-02-19,69
2012-02-20,70
2012-02-21,73
2012-02-22,75
2012-02-23,72
2012-02-24,74
2012-02-25,74
2012-02-26,70
2012-02-27,69
2012-02-28,62
2012-02-29,61
2012-03-01,55
2012-03-02,51
2012-03-03,48
2012-03-04,50
2012-03-05,54
2012-03-06,54
2012-03-07,59
2012-03-08,58
2012-03-09,60
2012-03-10,63
2012-03-11,62
2012-03-12,62
2012-03-13,67
2012-03-14,62
2012-03-15,61
2012-03-16,61
2012-03-17,61
2012-03-18,60
2012-03-19,62
2012-03-20,64
2012-03-21,60
2012-03-22,60
2012-03-23,60
2012-03-24,60
2012-03-25,61
2012-03-26,62
2012-03-27,60
2012-03-28,64
2012-03-29,60
2012-03-30,60
2012-03-31,60
2012-04-01,59
2012-04-02,56
2012-04-03,55
2012-04-04,53
2012-04-05,52
2012-04-06,50
2012-04-07,49
2012-04-08,49
2012-04-09,50
2012-04-10,51
2012-04-11,52
2012-04-12,52
2012-04-13,54
2012-04-14,54
2012-04-15,54
2012-04-16,54
2012-04-17,56
2012-04-18,57
2012-04-19,56
2012-04-20,56
2012-04-21,57
2012-04-22,56
2012-04-23,58
2012-04-24,54
2012-04-25,53
2012-04-26,52
2012-04-27,51
2012-04-28,52
2012-04-29,52
2012-04-30,54
2012-05-01,54
2012-05-02,56
2012-05-03,57
2012-05-04,58
2012-05-05,60
2012-05-06,61
2012-05-07,58
2012-05-08,58
2012-05-09,59
2012-05-10,57
2012-05-11,56
2012-05-12,59
2012-05-13,56
2012-05-14,56
2012-05-15,57
2012-05-16,57
2012-05-17,58
2012-05-18,58
2012-05-19,59
2012-05-20,58
2012-05-21,58
2012-05-22,57
2012-05-23,57
2012-05-24,59
2012-05-25,56
2012-05-26,56
2012-05-27,56
2012-05-28,59
2012-05-29,56
2012-05-30,57
2012-05-31,59
2012-06-01,57
2012-06-02,58
2012-06-03,59
2012-06-04,66
2012-06-05,63
2012-06-06,64
2012-06-07,67
2012-06-08,69
2012-06-09,70
2012-06-10,66
2012-06-11,63
2012-06-12,60
2012-06-13,56
2012-06-14,57
2012-06-15,50
2012-06-16,47
2012-06-17,48
2012-06-18,49
2012-06-19,52
2012-06-20,51
2012-06-21,52
2012-06-22,53
2012-06-23,54
2012-06-24,55
2012-06-25,56
2012-06-26,60
2012-06-27,58
2012-06-28,59
2012-06-29,60
2012-06-30,62
2012-07-01,62
2012-07-02,65
2012-07-03,63
2012-07-04,64
2012-07-05,64
2012-07-06,65
2012-07-07,65
2012-07-08,65
2012-07-09,65
2012-07-10,69
2012-07-11,66
2012-07-12,66
2012-07-13,73
2012-07-14,67
2012-07-15,64
2012-07-16,63
2012-07-17,60
2012-07-18,57
2012-07-19,56
2012-07-20,52
2012-07-21,50
2012-07-22,52
2012-07-23,59
2012-07-24,60
2012-07-25,60
2012-07-26,62
2012-07-27,65
2012-07-28,68
2012-07-29,69
2012-07-30,69
2012-07-31,67
2012-08-01,65
2012-08-02,65
2012-08-03,64
2012-08-04,64
2012-08-05,64
2012-08-06,73
2012-08-07,66
2012-08-08,67
2012-08-09,74
2012-08-10,69
2012-08-11,70
2012-08-12,70
2012-08-13,71
2012-08-14,75
