Date,Trulia
2012-08-15,73
2012-08-16,74
2012-08-17,73
2012-08-18,76
2012-08-19,72
2012-08-20,71
2012-08-21,70
2012-08-22,73
2012-08-23,66
2012-08-24,65
2012-08-25,64
2012-08-26,66
2012-08-27,61
2012-08-28,59
2012-08-29,58
2012-08-30,56
2012-08-31,55
2012-09-01,56
2012-09-02,55
2012-09-03,57
2012-09-04,62
2012-09-05,64
2012-09-06,63
2012-09-07,65
2012-09-08,70
2012-09-09,65
2012-09-10,64
2012-09-11,67
2012-09-12,60
2012-09-13,59
2012-09-14,58
2012-09-15,56
2012-09-16,62
2012-09-17,68
2012-09-18,74
2012-09-19,82
2012-09-20,87
2012-09-21,103
2012-09-22,100
2012-09-23,105
2012-09-24,89
2012-09-25,84
2012-09-26,79
2012-09-27,76
2012-09-28,69
2012-09-29,64
2012-09-30,63
2012-10-01,66
2012-10-02,65
2012-10-03,61
2012-10-04,61
2012-10-05,60
2012-10-06,60
2012-10-07,59
2012-10-08,59
2012-10-09,59
2012-10-10,58
2012-10-11,61
2012-10-12,59
2012-10-13,58
2012-10-14,59
2012-10-15,58
2012-10-16,58
2012-10-17,58
2012-10-18,59
2012-10-19,58
2012-10-20,59
2012-10-21,58
2012-10-22,58
2012-10-23,62
2012-10-24,57
2012-10-25,60
2012-10-26,57
2012-10-27,57
2012-10-28,56
2012-10-29,55
2012-10-30,55
2012-10-31,54
2012-11-01,54
2012-11-02,53
2012-11-03,53
2012-11-04,53
2012-11-05,53
2012-11-06,53
2012-11-07,55
2012-11-08,53
2012-11-09,53
2012-11-10,53
2012-11-11,52
2012-11-12,56
2012-11-13,51
2012-11-14,51
2012-11-15,53
2012-11-16,51
2012-11-17,50
2012-11-18,49
2012-11-19,49
2012-11-20,52
2012-11-21,49
2012-11-22,49
2012-11-23,49
2012-11-24,49
2012-11-25,54
2012-11-26,55
2012-11-27,59
2012-11-28,61
2012-11-29,64
2012-11-30,67
2012-12-01,73
2012-12-02,66
2012-12-03,63
2012-12-04,60
2012-12-05,58
2012-12-06,55
2012-12-07,51
2012-12-08,48
2012-12-09,49
2012-12-10,50
2012-12-11,49
2012-12-12,50
2012-12-13,51
2012-12-14,51
2012-12-15,52
2012-12-16,52
2012-12-17,50
2012-12-18,50
2012-12-19,49
2012-12-20,52
2012-12-21,48
2012-12-22,48
2012-12-23,48
2012-12-24,48
2012-12-25,48
2012-12-26,48
2012-12-27,48
2012-12-28,48
2012-12-29,49
2012-12-30,48
2012-12-31,47
2013-01-01,46
2013-01-02,45
2013-01-03,44
2013-01-04,44
2013-01-05,42
2013-01-06,46
2013-01-07,49
2013-01-08,52
2013-01-09,56
2013-01-10,64
2013-01-11,63
2013-01-12,67
2013-01-13,69
2013-01-14,69
2013-01-15,74
2013-01-16,72
2013-01-17,77
2013-01-18,76
2013-01-19,76
2013-01-20,80
2013-01-21,79
2013-01-22,78
2013-01-23,84
2013-01-24,82
2013-01-25,81
2013-01-26,85
2013-01-27,82
2013-01-28,82
2013-01-29,83
2013-01-30,84
2013-01-31,82
2013-02-01,82
2013-02-02,82
2013-02-03,83
2013-02-04,76
2013-02-05,78
2013-02-06,71
2013-02-07,69
2013-02-08,65
2013-02-09,63
2013-02-10,64
2013-02-11,71
2013-02-12,66
2013-02-13,67
2013-02-14,68
2013-02-15,69
2013-02-16,70
2013-02-17,75
2013-02-18,71
2013-02-19,78
2013-02-20,73
2013-02-21,74
2013-02-22,75
2013-02-23,76
2013-02-24,76
2013-02-25,86
2013-02-26,77
2013-02-27,78
2013-02-28,82
2013-03-01,80
2013-03-02,80
2013-03-03,82
2013-03-04,77
2013-03-05,76
2013-03-06,75
2013-03-07,74
2013-03-08,74
2013-03-09,77
2013-03-10,74
2013-03-11,76
2013-03-12,79
2013-03-13,82
2013-03-14,84
2013-03-15,86
2013-03-16,97
2013-03-17,86
2013-03-18,86
2013-03-19,81
2013-03-20,79
2013-03-21,76
2013-03-22,73
2013-03-23,72
2013-03-24,71
2013-03-25,80
2013-03-26,73
2013-03-27,73
2013-03-28,75
2013-03-29,75
2013-03-30,79
2013-03-31,75
2013-05-01,71
2013-05-02,70
2013-05-03,70
2013-05-04,72
2013-05-05,68
2013-05-06,71
2013-05-07,68
2013-05-08,67
2013-05-09,76
2013-05-10,67
2013-05-11,68
2013-05-12,68
2013-05-13,69
2013-05-14,76
2013-05-15,71
2013-05-16,72
2013-05-17,76
2013-05-18,74
2013-05-19,72
2013-05-20,71
2013-05-21,69
2013-05-22,69
2013-05-23,68
2013-05-24,65
2013-05-25,64
2013-05-26,70
2013-05-27,63
2013-05-28,62
2013-05-29,67
2013-05-30,61
2013-05-31,61
2013-06-01,62
2013-06-02,63
2013-06-03,63
2013-06-04,64
2013-06-05,68
2013-06-06,66
2013-06-07,67
2013-06-08,72
2013-06-09,71
2013-06-10,72
2013-06-11,74
2013-06-12,76
2013-06-13,78
2013-06-14,80
2013-06-15,90
2013-06-16,81
2013-06-17,78
2013-06-18,76
2013-06-19,74
2013-06-20,75
2013-06-21,75
2013-06-22,69
2013-06-23,72
2013-06-24,70
2013-06-25,74
2013-06-26,71
2013-06-27,71
2013-06-28,72
2013-06-29,77
2013-06-30,71
2013-07-01,70
2013-07-02,71
2013-07-03,73
2013-07-04,67
2013-07-05,66
2013-07-06,68
2013-07-07,63
2013-07-08,62
2013-07-09,60
2013-07-10,60
2013-07-11,60
2013-07-12,56
2013-07-13,55
2013-07-14,58
2013-07-15,63
2013-07-16,65
2013-07-17,76
2013-07-18,76
2013-07-19,76
2013-07-20,85
2013-07-21,78
2013-07-22,77
2013-07-23,81
2013-07-24,75
2013-07-25,77
2013-07-26,73
2013-07-27,75
2013-07-28,72
2013-07-29,75
2013-07-30,73
2013-07-31,73
2013-08-01,74
2013-08-02,78
2013-08-03,75
2013-08-04,76
2013-08-05,75
2013-08-06,73
2013-08-07,72
2013-08-08,72
2013-08-09,72
2013-08-10,73
2013-08-11,71
2013-08-12,68
2013-08-13,66
2013-08-14,65
2013-08-15,63
2013-08-16,68
2013-08-17,61
2013-08-18,61
2013-08-19,61
2013-08-20,61
2013-08-21,65
2013-08-22,65
2013-08-23,61
2013-08-24,62
2013-08-25,60
2013-08-26,59
2013-08-27,60
2013-08-28,59
2013-08-29,54
2013-08-30,53
2013-08-31,52
2013-09-01,56
2013-09-02,60
2013-09-03,67
2013-09-04,69
2013-09-05,76
2013-09-06,78
2013-09-07,88
2013-09-08,80
2013-09-09,77
2013-09-10,74
2013-09-11,73
2013-09-12,71
2013-09-13,65
2013-09-14,62
2013-09-15,65
2013-09-16,62
2013-09-17,67
2013-09-18,63
2013-09-19,63
2013-09-20,64
2013-09-21,67
2013-09-22,60
2013-09-23,57
2013-09-24,57
2013-09-25,50
2013-09-26,48
2013-09-27,44
2013-09-28,43
2013-09-29,43
2013-09-30,45
2013-10-01,49
2013-10-02,50
2013-10-03,51
2013-10-04,53
2013-10-05,58
2013-10-06,54
2013-10-07,56
2013-10-08,54
2013-10-09,53
2013-10-10,53
2013-10-11,53
2013-10-12,53
2013-10-13,54
2013-10-14,56
2013-10-15,57
2013-10-16,56
2013-10-17,61
2013-10-18,59
2013-10-19,59
2013-10-20,57
2013-10-21,55
2013-10-22,54
2013-10-23,53
2013-10-24,52
2013-10-25,50
2013-10-26,48
2013-10-27,51
2013-10-28,60
2013-10-29,59
2013-10-30,65
2013-10-31,66
2013-11-01,70
2013-11-02,74
2013-11-03,70
2013-11-04,69
2013-11-05,64
2013-11-06,64
2013-11-07,60
2013-11-08,55
2013-11-09,54
2013-11-10,53
2013-11-11,56
2013-11-12,61
2013-11-13,59
2013-11-14,61
2013-11-15,63
2013-11-16,65
2013-11-17,63
2013-11-18,61
2013-11-19,65
2013-11-20,58
2013-11-21,57
2013-11-22,54
2013-11-23,53
2013-11-24,55
2013-11-25,50
2013-11-26,52
2013-11-27,48
2013-11-28,47
2013-11-29,46
2013-11-30,45
2013-12-01,45
2013-12-02,46
2013-12-03,51
2013-12-04,47
2013-12-05,48
2013-12-06,49
2013-12-07,50
2013-12-08,50
2013-12-09,49
2013-12-10,49
2013-12-11,52
2013-12-12,51
2013-12-13,48
2013-12-14,48
2013-12-15,49
2013-12-16,50
2013-12-17,50
2013-12-18,51
2013-12-19,53
2013-12-20,53
2013-12-21,54
2013-12-22,54
2013-12-23,51
2013-12-24,49
2013-12-25,48
2013-12-26,46
2013-12-27,47
2013-12-28,44
2013-12-29,50
2013-12-30,49
2013-12-31,53
2014-01-01,54
2014-01-02,58
2014-01-03,60
2014-01-04,63
2014-01-05,66
2014-01-06,63
2014-01-07,66
2014-01-08,64
2014-01-09,64
2014-01-10,63
2014-01-11,63
2014-01-12,67
2014-01-13,64
2014-01-14,65
2014-01-15,72
2014-01-16,67
2014-01-17,71
2014-01-18,69
2014-01-19,68
2014-01-20,67
2014-01-21,72
2014-01-22,67
2014-01-23,64
2014-01-24,68
2014-01-25,62
2014-01-26,65
2014-01-27,69
2014-01-28,65
2014-01-29,67
2014-01-30,69
2014-01-31,71
