Date,Hyatt Hotels
2009-02-01,77
2009-02-02,76
2009-02-03,75
2009-02-04,73
2009-02-05,71
2009-02-06,70
2009-02-07,68
2009-02-08,66
2009-02-09,63
2009-02-10,61
2009-02-11,58
2009-02-12,56
2009-02-13,54
2009-02-14,52
2009-02-15,52
2009-02-16,53
2009-02-17,53
2009-02-18,54
2009-02-19,55
2009-02-20,55
2009-02-21,56
2009-02-22,55
2009-02-23,54
2009-02-24,53
2009-02-25,52
2009-02-26,51
2009-02-27,50
2009-02-28,50
2009-03-01,50
2009-03-02,50
2009-03-03,50
2009-03-04,50
2009-03-05,50
2009-03-06,50
2009-03-07,51
2009-03-08,52
2009-03-09,54
2009-03-10,56
2009-03-11,57
2009-03-12,59
2009-03-13,61
2009-03-14,63
2009-03-15,63
2009-03-16,64
2009-03-17,65
2009-03-18,65
2009-03-19,66
2009-03-20,67
2009-03-21,67
2009-03-22,67
2009-03-23,67
2009-03-24,67
2009-03-25,67
2009-03-26,67
2009-03-27,67
2009-03-28,68
2009-03-29,69
2009-05-03,71
2009-05-04,73
2009-05-05,75
2009-05-06,76
2009-05-07,78
2009-05-08,79
2009-05-09,81
2009-05-10,80
2009-05-11,79
2009-05-12,78
2009-05-13,78
2009-05-14,77
2009-05-15,76
2009-05-16,76
2009-05-17,79
2009-05-18,84
2009-05-19,87
2009-05-20,91
2009-05-21,94
2009-05-22,98
2009-05-23,102
2009-05-24,96
2009-05-25,87
2009-05-26,81
2009-05-27,74
2009-05-28,68
2009-05-29,62
2009-05-30,56
2009-05-31,54
2009-06-01,52
2009-06-02,50
2009-06-03,49
2009-06-04,47
2009-06-05,45
2009-06-06,44
2009-06-07,47
2009-06-08,51
2009-06-09,55
2009-06-10,58
2009-06-11,62
2009-06-12,65
2009-06-13,69
2009-06-14,68
2009-06-15,66
2009-06-16,65
2009-06-17,63
2009-06-18,62
2009-06-19,61
2009-06-20,60
2009-06-21,60
2009-06-22,61
2009-06-23,62
2009-06-24,63
2009-06-25,64
2009-06-26,65
2009-06-27,66
2009-06-28,65
2009-06-29,65
2009-06-30,65
2009-07-01,65
2009-07-02,64
2009-07-03,64
2009-07-04,64
2009-07-05,66
2009-07-06,67
2009-07-07,69
2009-07-08,71
2009-07-09,73
2009-07-10,75
2009-07-11,77
2009-07-12,76
2009-07-13,75
2009-07-14,75
2009-07-15,74
2009-07-16,73
2009-07-17,73
2009-07-18,72
2009-07-19,74
2009-07-20,75
2009-07-21,77
2009-07-22,78
2009-07-23,80
2009-07-24,82
2009-07-25,84
2009-07-26,83
2009-08-02,82
2009-08-03,84
2009-08-04,87
2009-08-05,89
2009-08-06,92
2009-08-07,94
2009-08-08,97
2009-08-09,94
2009-08-10,92
2009-08-11,90
2009-08-12,87
2009-08-13,85
2009-08-14,83
2009-08-15,80
2009-08-16,78
2009-08-17,76
2009-08-18,74
2009-08-19,73
2009-08-20,71
2009-08-21,69
2009-08-22,68
2009-08-23,70
2009-08-24,72
2009-08-25,74
2009-08-26,76
2009-08-27,78
2009-08-28,80
2009-08-29,83
2009-08-30,83
2009-08-31,85
2009-09-01,86
2009-09-02,86
2009-09-03,87
2009-09-04,88
2009-09-05,89
2009-09-06,88
2009-09-07,87
2009-09-08,86
2009-09-09,85
2009-09-10,84
2009-09-11,83
2009-09-12,83
2009-09-13,83
2009-09-14,83
2009-09-15,83
2009-09-16,83
2009-09-17,83
2009-09-18,83
2009-09-19,84
2009-09-20,82
2009-09-21,81
2009-09-22,80
2009-09-23,78
2009-09-24,77
2009-09-25,76
2009-09-26,75
2009-09-27,75
2009-09-28,76
2009-09-29,76
2009-09-30,76
2009-10-01,77
2009-10-02,77
2009-10-03,77
2009-10-04,74
2009-10-05,70
2009-10-06,66
2009-10-07,63
2009-10-08,59
2009-10-09,56
2009-10-10,53
2009-10-11,54
2009-10-12,56
2009-10-13,58
2009-10-14,60
2009-10-15,62
2009-10-16,64
2009-10-17,66
2009-10-18,64
2009-10-19,62
2009-10-20,60
2009-10-21,59
2009-10-22,57
2009-10-23,55
2009-10-24,54
2009-10-25,56
2009-11-01,74
2009-11-02,78
2009-11-03,82
2009-11-04,86
2009-11-05,90
2009-11-06,93
2009-11-07,97
2009-11-08,91
2009-11-09,84
2009-11-10,78
2009-11-11,71
2009-11-12,65
2009-11-13,58
2009-11-14,52
2009-11-15,50
2009-11-16,48
2009-11-17,47
2009-11-18,45
2009-11-19,43
2009-11-20,42
2009-11-21,40
2009-11-22,40
2009-11-23,40
2009-11-24,40
2009-11-25,40
2009-11-26,40
2009-11-27,40
2009-11-28,40
2009-11-29,40
2009-11-30,40
2009-12-01,40
2009-12-02,40
2009-12-03,40
2009-12-04,40
2009-12-05,40
2009-12-06,41
2009-12-07,44
2009-12-08,45
2009-12-09,47
2009-12-10,49
2009-12-11,51
2009-12-12,53
2009-12-13,50
2009-12-14,46
2009-12-15,43
2009-12-16,39
2009-12-17,36
2009-12-18,33
2009-12-19,30
2009-12-20,31
2009-12-21,32
2009-12-22,33
2009-12-23,34
2009-12-24,35
2009-12-25,36
2009-12-26,38
2009-12-27,45
2009-12-28,52
2009-12-29,60
2009-12-30,67
2009-12-31,74
2010-01-01,82
2010-01-02,89
2010-01-03,85
2010-01-04,80
2010-01-05,76
2010-01-06,71
2010-01-07,67
2010-01-08,63
2010-01-09,59
2010-01-10,59
2010-01-11,59
2010-01-12,60
2010-01-13,60
2010-01-14,61
2010-01-15,61
2010-01-16,62
2010-01-17,64
2010-01-18,67
2010-01-19,69
2010-01-20,71
2010-01-21,73
2010-01-22,76
2010-01-23,78
2010-01-24,77
2010-01-25,76
2010-01-26,75
2010-01-27,74
2010-01-28,73
2010-01-29,72
2010-01-30,72
2010-01-31,72
2010-02-07,75
2010-02-08,76
2010-02-09,77
2010-02-10,78
2010-02-11,79
2010-02-12,80
2010-02-13,81
2010-02-14,82
2010-02-15,83
2010-02-16,84
2010-02-17,85
2010-02-18,85
2010-02-19,86
2010-02-20,87
2010-02-21,86
2010-02-22,84
2010-02-23,83
2010-02-24,82
2010-02-25,81
2010-02-26,80
2010-02-27,79
2010-02-28,76
2010-03-01,73
2010-03-02,70
2010-03-03,68
2010-03-04,65
2010-03-05,62
2010-03-06,60
2010-03-07,64
2010-03-08,68
2010-03-09,72
2010-03-10,76
2010-03-11,80
2010-03-12,84
2010-03-13,89
2010-03-14,88
2010-03-15,87
2010-03-16,86
2010-03-17,86
2010-03-18,85
2010-03-19,84
2010-03-20,84
2010-03-21,82
2010-03-22,81
2010-03-23,80
2010-03-24,78
2010-03-25,76
2010-03-26,75
2010-03-27,73
2010-03-28,71
2010-05-02,63
2010-05-03,68
2010-05-04,73
2010-05-05,79
2010-05-06,84
2010-05-07,89
2010-05-08,95
2010-05-09,91
2010-05-10,88
2010-05-11,85
2010-05-12,82
2010-05-13,79
2010-05-14,76
2010-05-15,73
2010-05-16,74
2010-05-17,75
2010-05-18,76
2010-05-19,77
2010-05-20,78
2010-05-21,79
2010-05-22,80
2010-05-23,81
2010-05-24,82
2010-05-25,83
2010-05-26,85
2010-05-27,86
2010-05-28,87
2010-05-29,88
2010-05-30,82
2010-05-31,74
2010-06-01,68
2010-06-02,61
2010-06-03,55
2010-06-04,49
2010-06-05,43
2010-06-06,46
2010-06-07,49
2010-06-08,53
2010-06-09,56
2010-06-10,59
2010-06-11,62
2010-06-12,66
2010-06-13,65
2010-06-14,64
2010-06-15,63
2010-06-16,62
2010-06-17,61
2010-06-18,60
2010-06-19,59
2010-06-20,64
2010-06-21,71
2010-06-22,77
2010-06-23,83
2010-06-24,88
2010-06-25,94
2010-06-26,101
2010-06-27,93
2010-06-28,82
2010-06-29,75
2010-06-30,67
2010-07-01,60
2010-07-02,52
2010-07-03,45
2010-07-04,50
2010-07-05,56
2010-07-06,62
2010-07-07,67
2010-07-08,73
2010-07-09,78
2010-07-10,84
2010-07-11,81
2010-07-12,78
2010-07-13,75
2010-07-14,72
2010-07-15,69
2010-07-16,66
2010-07-17,63
2010-07-18,65
2010-07-19,68
2010-07-20,71
2010-07-21,74
2010-07-22,77
2010-07-23,79
2010-07-24,82
2010-07-25,77
2010-08-01,50
2010-08-02,52
2010-08-03,54
2010-08-04,56
2010-08-05,58
2010-08-06,59
2010-08-07,61
2010-08-08,57
2010-08-09,53
2010-08-10,49
2010-08-11,46
2010-08-12,42
2010-08-13,38
2010-08-14,35
2010-08-15,42
2010-08-16,51
2010-08-17,59
2010-08-18,67
2010-08-19,75
2010-08-20,83
2010-08-21,91
2010-08-22,86
2010-08-23,81
2010-08-24,77
2010-08-25,72
2010-08-26,68
2010-08-27,64
2010-08-28,60
2010-08-29,61
2010-08-30,63
2010-08-31,65
2010-09-01,67
2010-09-02,69
2010-09-03,71
2010-09-04,73
2010-09-05,70
2010-09-06,67
2010-09-07,64
2010-09-08,61
2010-09-09,58
2010-09-10,55
2010-09-11,52
2010-09-12,53
2010-09-13,55
2010-09-14,56
2010-09-15,58
2010-09-16,59
2010-09-17,61
2010-09-18,63
2010-09-19,61
2010-09-20,60
2010-09-21,58
2010-09-22,57
2010-09-23,56
2010-09-24,54
2010-09-25,53
2010-09-26,51
2010-09-27,49
2010-09-28,48
2010-09-29,46
2010-09-30,45
2010-10-01,43
2010-10-02,42
2010-10-03,45
2010-10-04,49
2010-10-05,52
2010-10-06,55
2010-10-07,59
2010-10-08,62
2010-10-09,66
2010-10-10,63
2010-10-11,59
2010-10-12,56
2010-10-13,54
2010-10-14,51
2010-10-15,48
2010-10-16,46
2010-10-17,49
2010-10-18,52
2010-10-19,55
2010-10-20,59
2010-10-21,62
2010-10-22,65
2010-10-23,68
2010-10-24,66
2010-10-25,62
2010-10-26,60
2010-10-27,57
2010-10-28,55
2010-10-29,52
2010-10-30,50
2010-10-31,51
2010-11-07,61
2010-11-08,60
2010-11-09,59
2010-11-10,58
2010-11-11,57
2010-11-12,56
2010-11-13,55
2010-11-14,56
