Date,Infinera Corp
2008-07-17,10
2008-07-18,9
2008-07-19,8
2008-07-20,8
2008-07-21,7
2008-07-22,6
2008-07-23,6
2008-07-24,5
2008-07-25,4
2008-07-26,4
2008-07-27,3
2008-07-28,2
2008-07-29,2
2008-07-30,1
2008-07-31,0
