Date,Oasis Petroleum
2010-05-08,85
2010-05-09,85
2010-05-10,86
2010-05-11,87
2010-05-12,87
2010-05-13,88
2010-05-14,88
2010-05-15,89
2010-05-16,90
2010-05-17,90
2010-05-18,91
2010-05-19,92
2010-05-20,92
2010-05-21,93
2010-05-22,93
2010-05-23,94
2010-05-24,95
2010-05-25,95
2010-05-26,96
2010-05-27,96
2010-05-28,97
2010-05-29,98
2010-05-30,98
2010-05-31,99
2010-06-01,100
2010-06-02,97
2010-06-03,95
2010-06-04,93
2010-06-05,90
2010-06-06,88
2010-06-07,86
2010-06-08,84
2010-06-09,81
2010-06-10,79
2010-06-11,77
2010-06-12,75
2010-06-13,72
2010-06-14,70
2010-06-15,68
2010-06-16,66
2010-06-17,63
2010-06-18,61
2010-06-19,59
2010-06-20,56
2010-06-21,54
2010-06-22,52
2010-06-23,50
2010-06-24,47
2010-06-25,45
2010-06-26,43
2010-06-27,41
2010-06-28,38
2010-06-29,36
2010-06-30,34
2010-07-01,32
2010-07-02,32
2010-07-03,32
2010-07-04,33
2010-07-05,33
2010-07-06,34
2010-07-07,34
2010-07-08,35
2010-07-09,35
2010-07-10,36
2010-07-11,36
2010-07-12,37
2010-07-13,37
2010-07-14,38
2010-07-15,38
2010-07-16,39
2010-07-17,39
2010-07-18,40
2010-07-19,40
2010-07-20,41
2010-07-21,41
2010-07-22,42
2010-07-23,42
2010-07-24,43
2010-07-25,43
2010-07-26,44
2010-07-27,44
2010-07-28,45
2010-07-29,45
2010-07-30,46
2010-07-31,46
2010-08-01,47
2010-08-02,47
2010-08-03,47
2010-08-04,48
2010-08-05,48
2010-08-06,49
2010-08-07,49
2010-08-08,49
2010-08-09,50
2010-08-10,50
2010-08-11,51
2010-08-12,51
2010-08-13,52
2010-08-14,52
2010-08-15,52
2010-08-16,53
2010-08-17,53
2010-08-18,54
2010-08-19,54
2010-08-20,54
2010-08-21,55
2010-08-22,55
2010-08-23,56
2010-08-24,56
2010-08-25,57
2010-08-26,57
2010-08-27,57
2010-08-28,58
2010-08-29,58
2010-08-30,59
2010-08-31,59
2010-09-01,60
2010-09-02,59
2010-09-03,59
2010-09-04,59
2010-09-05,59
2010-09-06,59
2010-09-07,58
2010-09-08,58
2010-09-09,58
2010-09-10,58
2010-09-11,58
2010-09-12,57
2010-09-13,57
2010-09-14,57
2010-09-15,57
2010-09-16,57
2010-09-17,56
2010-09-18,56
2010-09-19,56
2010-09-20,56
2010-09-21,56
2010-09-22,55
2010-09-23,55
2010-09-24,55
2010-09-25,55
2010-09-26,55
2010-09-27,54
2010-09-28,54
2010-09-29,54
2010-09-30,54
2010-10-01,54
2010-10-02,54
2010-10-03,54
2010-10-04,54
2010-10-05,55
2010-10-06,55
2010-10-07,55
2010-10-08,55
2010-10-09,56
2010-10-10,56
2010-10-11,56
2010-10-12,56
2010-10-13,57
2010-10-14,57
2010-10-15,57
2010-10-16,57
2010-10-17,58
2010-10-18,58
2010-10-19,58
2010-10-20,58
2010-10-21,59
2010-10-22,59
2010-10-23,59
2010-10-24,59
2010-10-25,60
2010-10-26,60
2010-10-27,60
2010-10-28,60
2010-10-29,61
2010-10-30,61
2010-10-31,61
2010-11-01,62
2010-11-02,61
2010-11-03,61
2010-11-04,61
2010-11-05,60
2010-11-06,60
2010-11-07,60
2010-11-08,59
2010-11-09,59
2010-11-10,59
2010-11-11,59
2010-11-12,58
2010-11-13,58
2010-11-14,58
2010-11-15,57
2010-11-16,57
2010-11-17,57
2010-11-18,56
2010-11-19,56
2010-11-20,56
2010-11-21,56
2010-11-22,55
2010-11-23,55
2010-11-24,55
2010-11-25,54
2010-11-26,54
2010-11-27,54
2010-11-28,53
2010-11-29,53
2010-11-30,53
2010-12-01,53
2010-12-02,53
2010-12-03,53
2010-12-04,53
2010-12-05,53
2010-12-06,53
2010-12-07,53
2010-12-08,53
2010-12-09,53
2010-12-10,53
2010-12-11,53
2010-12-12,53
2010-12-13,53
2010-12-14,53
2010-12-15,53
2010-12-16,53
2010-12-17,53
2010-12-18,53
2010-12-19,53
2010-12-20,53
2010-12-21,53
2010-12-22,53
2010-12-23,53
2010-12-24,53
2010-12-25,53
2010-12-26,53
2010-12-27,53
2010-12-28,53
2010-12-29,53
2010-12-30,53
2010-12-31,53
2011-01-01,54
2011-01-02,54
2011-01-03,54
2011-01-04,55
2011-01-05,55
2011-01-06,56
2011-01-07,56
2011-01-08,57
2011-01-09,57
2011-01-10,58
2011-01-11,58
2011-01-12,58
2011-01-13,59
2011-01-14,59
2011-01-15,60
2011-01-16,60
2011-01-17,61
2011-01-18,61
2011-01-19,62
2011-01-20,62
2011-01-21,63
2011-01-22,63
2011-01-23,63
2011-01-24,64
2011-01-25,64
2011-01-26,65
2011-01-27,65
2011-01-28,66
2011-01-29,66
2011-01-30,67
2011-01-31,67
2011-02-01,68
2011-02-02,68
2011-02-03,69
2011-02-04,70
2011-02-05,71
2011-02-06,72
2011-02-07,73
2011-02-08,74
2011-02-09,75
2011-02-10,76
2011-02-11,77
2011-02-12,78
2011-02-13,79
2011-02-14,80
2011-02-15,81
2011-02-16,82
2011-02-17,83
2011-02-18,84
2011-02-19,85
2011-02-20,86
2011-02-21,87
2011-02-22,88
2011-02-23,89
2011-02-24,90
2011-02-25,91
2011-02-26,92
2011-02-27,93
2011-02-28,94
2011-03-01,95
2011-03-02,93
2011-03-03,92
2011-03-04,91
2011-03-05,89
2011-03-06,88
2011-03-07,87
2011-03-08,85
2011-03-09,84
2011-03-10,83
2011-03-11,82
2011-03-12,80
2011-03-13,79
2011-03-14,78
2011-03-15,76
2011-03-16,75
2011-03-17,74
2011-03-18,73
2011-03-19,71
2011-03-20,70
2011-03-21,69
2011-03-22,67
2011-03-23,66
2011-03-24,65
2011-03-25,64
2011-03-26,62
2011-03-27,61
2011-03-28,60
2011-03-29,58
2011-03-30,57
2011-03-31,56
2011-04-01,55
2011-04-02,55
2011-04-03,55
2011-04-04,56
2011-04-05,56
2011-04-06,56
2011-04-07,57
2011-04-08,57
2011-04-09,57
2011-04-10,58
2011-04-11,58
2011-04-12,59
2011-04-13,59
2011-04-14,59
2011-04-15,60
2011-04-16,60
2011-04-17,60
2011-04-18,61
2011-04-19,61
2011-04-20,61
2011-04-21,62
2011-04-22,62
2011-04-23,63
2011-04-24,63
2011-04-25,63
2011-04-26,64
2011-04-27,64
2011-04-28,64
2011-04-29,65
2011-04-30,65
2011-05-01,66
2011-05-02,64
2011-05-03,63
2011-05-04,62
2011-05-05,60
2011-05-06,59
2011-05-07,58
2011-05-08,57
2011-05-09,55
2011-05-10,54
2011-05-11,53
2011-05-12,52
2011-05-13,50
2011-05-14,49
2011-05-15,48
2011-05-16,47
2011-05-17,45
2011-05-18,44
2011-05-19,43
2011-05-20,42
2011-05-21,40
2011-05-22,39
2011-05-23,38
2011-05-24,37
2011-05-25,35
2011-05-26,34
2011-05-27,33
2011-05-28,32
2011-05-29,30
2011-05-30,29
2011-05-31,28
2011-06-01,27
2011-06-02,28
2011-06-03,29
2011-06-04,30
2011-06-05,31
2011-06-06,33
2011-06-07,34
2011-06-08,35
2011-06-09,36
2011-06-10,37
2011-06-11,39
2011-06-12,40
2011-06-13,41
2011-06-14,42
2011-06-15,43
2011-06-16,45
2011-06-17,46
2011-06-18,47
2011-06-19,48
2011-06-20,49
2011-06-21,51
2011-06-22,52
2011-06-23,53
2011-06-24,54
2011-06-25,55
2011-06-26,57
2011-06-27,58
2011-06-28,59
2011-06-29,60
2011-06-30,61
2011-07-01,63
2011-07-02,63
2011-07-03,63
2011-07-04,63
2011-07-05,63
2011-07-06,63
2011-07-07,63
2011-07-08,63
2011-07-09,63
2011-07-10,63
2011-07-11,63
2011-07-12,63
2011-07-13,63
2011-07-14,63
2011-07-15,63
2011-07-16,63
2011-07-17,64
2011-07-18,64
2011-07-19,64
2011-07-20,64
2011-07-21,64
2011-07-22,64
2011-07-23,64
2011-07-24,64
2011-07-25,64
2011-07-26,64
2011-07-27,64
2011-07-28,64
2011-07-29,64
2011-07-30,64
2011-07-31,64
2011-08-01,65
