Date,JMP Securities
2006-08-01,71
2006-08-02,71
2006-08-03,71
2006-08-04,71
2006-08-05,71
2006-08-06,71
2006-08-07,71
2006-08-08,71
2006-08-09,71
2006-08-10,71
2006-08-11,71
2006-08-12,71
2006-08-13,71
2006-08-14,71
2006-08-15,71
2006-08-16,71
2006-08-17,71
2006-08-18,71
2006-08-19,71
2006-08-20,71
2006-08-21,71
2006-08-22,71
2006-08-23,71
2006-08-24,71
2006-08-25,71
2006-08-26,71
2006-08-27,71
2006-08-28,71
2006-08-29,71
2006-08-30,71
2006-08-31,71
2006-09-01,71
2006-09-02,71
2006-09-03,71
2006-09-04,72
2006-09-05,72
2006-09-06,72
2006-09-07,73
2006-09-08,73
2006-09-09,73
2006-09-10,74
2006-09-11,74
2006-09-12,75
2006-09-13,75
2006-09-14,75
2006-09-15,76
2006-09-16,76
2006-09-17,76
2006-09-18,77
2006-09-19,77
2006-09-20,77
2006-09-21,78
2006-09-22,78
2006-09-23,79
2006-09-24,79
2006-09-25,79
2006-09-26,80
2006-09-27,80
2006-09-28,80
2006-09-29,81
2006-09-30,81
2006-10-01,82
2006-10-02,82
2006-10-03,82
2006-10-04,82
2006-10-05,82
2006-10-06,82
2006-10-07,82
2006-10-08,82
2006-10-09,82
2006-10-10,82
2006-10-11,82
2006-10-12,82
2006-10-13,82
2006-10-14,82
2006-10-15,82
2006-10-16,82
2006-10-17,82
2006-10-18,82
2006-10-19,82
2006-10-20,82
2006-10-21,82
2006-10-22,82
2006-10-23,82
2006-10-24,82
2006-10-25,82
2006-10-26,82
2006-10-27,82
2006-10-28,82
2006-10-29,82
2006-10-30,82
2006-10-31,82
2006-11-01,83
2006-11-02,83
2006-11-03,83
2006-11-04,83
2006-11-05,83
2006-11-06,83
2006-11-07,83
2006-11-08,83
2006-11-09,83
2006-11-10,83
2006-11-11,83
2006-11-12,83
2006-11-13,83
2006-11-14,83
2006-11-15,83
2006-11-16,83
2006-11-17,83
2006-11-18,83
2006-11-19,83
2006-11-20,83
2006-11-21,83
2006-11-22,83
2006-11-23,83
2006-11-24,83
2006-11-25,83
2006-11-26,83
2006-11-27,83
2006-11-28,83
2006-11-29,83
2006-11-30,83
2006-12-01,84
2006-12-02,84
2006-12-03,84
2006-12-04,84
2006-12-05,84
2006-12-06,84
2006-12-07,84
2006-12-08,84
2006-12-09,84
2006-12-10,84
2006-12-11,84
2006-12-12,84
2006-12-13,84
2006-12-14,84
2006-12-15,84
2006-12-16,84
2006-12-17,84
2006-12-18,84
2006-12-19,84
2006-12-20,84
2006-12-21,84
2006-12-22,84
2006-12-23,84
2006-12-24,84
2006-12-25,84
2006-12-26,84
2006-12-27,84
2006-12-28,84
2006-12-29,84
2006-12-30,84
2006-12-31,84
2007-01-01,85
2007-01-02,85
2007-01-03,85
2007-01-04,86
2007-01-05,86
2007-01-06,87
2007-01-07,87
2007-01-08,88
2007-01-09,88
2007-01-10,89
2007-01-11,89
2007-01-12,90
2007-01-13,90
2007-01-14,91
2007-01-15,91
2007-01-16,92
2007-01-17,92
2007-01-18,93
2007-01-19,93
2007-01-20,94
2007-01-21,94
2007-01-22,95
2007-01-23,95
2007-01-24,96
2007-01-25,96
2007-01-26,97
2007-01-27,97
2007-01-28,98
2007-01-29,98
2007-01-30,99
2007-01-31,99
2007-02-01,100
2007-02-02,98
2007-02-03,97
2007-02-04,95
2007-02-05,94
2007-02-06,93
2007-02-07,91
2007-02-08,90
2007-02-09,89
2007-02-10,87
2007-02-11,86
2007-02-12,85
2007-02-13,83
2007-02-14,82
2007-02-15,81
2007-02-16,79
2007-02-17,78
2007-02-18,76
2007-02-19,75
2007-02-20,74
2007-02-21,72
2007-02-22,71
2007-02-23,70
2007-02-24,68
2007-02-25,67
2007-02-26,66
2007-02-27,64
2007-02-28,63
2007-03-01,62
2007-03-02,61
2007-03-03,60
2007-03-04,60
2007-03-05,59
2007-03-06,59
2007-03-07,58
2007-03-08,58
2007-03-09,57
2007-03-10,57
2007-03-11,56
2007-03-12,55
2007-03-13,55
2007-03-14,54
2007-03-15,54
2007-03-16,53
2007-03-17,53
2007-03-18,52
2007-03-19,52
2007-03-20,51
2007-03-21,51
2007-03-22,50
2007-03-23,49
2007-03-24,49
2007-03-25,48
2007-03-26,48
2007-03-27,47
2007-03-28,47
2007-03-29,46
2007-03-30,46
2007-03-31,45
2007-04-01,45
2007-04-02,45
2007-04-03,45
2007-04-04,46
2007-04-05,46
2007-04-06,47
2007-04-07,47
2007-04-08,48
2007-04-09,48
2007-04-10,49
2007-04-11,49
2007-04-12,50
2007-04-13,50
2007-04-14,51
2007-04-15,51
2007-04-16,52
2007-04-17,52
2007-04-18,52
2007-04-19,53
2007-04-20,53
2007-04-21,54
2007-04-22,54
2007-04-23,55
2007-04-24,55
2007-04-25,56
2007-04-26,56
2007-04-27,57
2007-04-28,57
2007-04-29,58
2007-04-30,58
2007-05-01,59
2007-05-02,59
2007-05-03,60
2007-05-04,61
2007-05-05,62
2007-05-06,62
2007-05-07,63
2007-05-08,64
2007-05-09,65
2007-05-10,65
2007-05-11,66
2007-05-12,67
2007-05-13,68
2007-05-14,69
2007-05-15,69
2007-05-16,70
2007-05-17,71
2007-05-18,72
2007-05-19,72
2007-05-20,73
2007-05-21,74
2007-05-22,75
2007-05-23,76
2007-05-24,76
2007-05-25,77
2007-05-26,78
2007-05-27,79
2007-05-28,79
2007-05-29,80
2007-05-30,81
2007-05-31,82
2007-06-01,83
2007-06-02,81
2007-06-03,80
2007-06-04,79
2007-06-05,78
2007-06-06,77
2007-06-07,76
2007-06-08,75
2007-06-09,74
2007-06-10,73
2007-06-11,72
2007-06-12,71
