Date,Body Central
2011-06-23,54
2011-06-24,55
2011-06-25,58
2011-06-26,52
2011-07-03,49
2011-07-04,49
2011-07-05,49
2011-07-06,49
2011-07-07,49
2011-07-08,49
2011-07-09,49
2011-07-10,49
2011-07-11,49
2011-07-12,49
2011-07-13,49
2011-07-14,49
2011-07-15,49
2011-07-16,49
2011-07-17,49
2011-07-18,49
2011-07-19,49
2011-07-20,49
2011-07-21,49
2011-07-22,49
2011-07-23,49
2011-07-24,49
2011-07-25,49
2011-07-26,49
2011-07-27,49
2011-07-28,49
2011-07-29,49
2011-07-30,49
2011-07-31,49
2011-08-01,50
2011-08-02,50
2011-08-03,51
2011-08-04,51
2011-08-05,52
2011-08-06,53
2011-08-07,59
2011-08-08,66
2011-08-09,73
2011-08-10,80
2011-08-11,87
2011-08-12,94
2011-08-13,101
2011-08-14,94
2011-08-15,87
2011-08-16,80
2011-08-17,73
2011-08-18,66
2011-08-19,60
2011-08-20,53
2011-08-21,55
2011-08-22,56
2011-08-23,58
2011-08-24,59
2011-08-25,61
2011-08-26,63
2011-08-27,65
2011-08-28,62
2011-08-29,60
2011-08-30,58
2011-08-31,56
2011-09-01,54
2011-09-02,52
2011-09-03,50
2011-09-04,49
2011-09-05,48
2011-09-06,47
2011-09-07,46
2011-09-08,45
2011-09-09,44
2011-09-10,44
2011-09-11,44
2011-09-12,45
2011-09-13,46
2011-09-14,47
2011-09-15,47
2011-09-16,48
2011-09-17,49
2011-09-18,51
2011-09-19,53
2011-09-20,56
2011-09-21,58
2011-09-22,61
2011-09-23,63
2011-09-24,66
2011-09-25,64
2011-10-02,51
2011-10-03,50
2011-10-04,49
2011-10-05,48
2011-10-06,47
2011-10-07,46
2011-10-08,46
2011-10-09,46
2011-10-10,46
2011-10-11,46
2011-10-12,46
2011-10-13,46
2011-10-14,46
2011-10-15,46
2011-10-16,51
2011-10-17,58
2011-10-18,63
2011-10-19,69
2011-10-20,75
2011-10-21,81
2011-10-22,87
2011-10-23,81
2011-10-24,73
2011-10-25,67
2011-10-26,61
2011-10-27,55
2011-10-28,49
2011-10-29,43
2011-10-30,45
2011-10-31,47
2011-11-01,49
2011-11-02,52
2011-11-03,54
2011-11-04,56
2011-11-05,59
2011-11-06,57
2011-11-07,56
2011-11-08,55
2011-11-09,54
2011-11-10,53
2011-11-11,52
2011-11-12,51
2011-11-13,51
2011-11-14,52
2011-11-15,52
2011-11-16,53
2011-11-17,53
2011-11-18,54
2011-11-19,55
2011-11-20,55
2011-11-21,56
2011-11-22,56
2011-11-23,57
2011-11-24,57
2011-11-25,58
2011-11-26,59
2011-11-27,61
2011-11-28,63
2011-11-29,65
2011-11-30,67
2011-12-01,69
2011-12-02,72
2011-12-03,74
2011-12-04,69
2011-12-05,64
2011-12-06,59
2011-12-07,55
2011-12-08,50
2011-12-09,45
2011-12-10,41
2011-12-11,48
2011-12-12,55
2011-12-13,63
2011-12-14,70
2011-12-15,77
2011-12-16,85
2011-12-17,92
2011-12-18,89
2011-12-19,87
2011-12-20,84
2011-12-21,81
2011-12-22,79
2011-12-23,76
2011-12-24,76
2011-12-25,65
