Date,First Solar
2006-11-08,19
2006-11-09,20
2006-11-10,22
2006-11-11,24
2006-11-12,27
2006-11-13,30
2006-11-14,34
2006-11-15,37
2006-11-16,40
2006-11-17,44
2006-11-18,47
2006-11-19,44
2006-11-20,42
2006-11-21,39
2006-11-22,36
2006-11-23,33
2006-11-24,31
2006-11-25,28
2006-11-26,26
2006-12-03,17
2006-12-04,18
2006-12-05,20
2006-12-06,21
2006-12-07,23
2006-12-08,24
2006-12-09,26
2006-12-10,24
2006-12-11,22
2006-12-12,20
2006-12-13,18
2006-12-14,16
2006-12-15,14
2006-12-16,13
2006-12-17,12
2006-12-18,12
2006-12-19,12
2006-12-20,11
2006-12-21,11
2006-12-22,11
2006-12-23,11
2006-12-24,11
2006-12-25,11
2006-12-26,11
2006-12-27,11
2006-12-28,11
2006-12-29,11
2006-12-30,11
2006-12-31,11
2007-01-01,11
2007-01-02,11
2007-01-03,11
2007-01-04,11
2007-01-05,11
2007-01-06,11
2007-01-07,10
2007-01-08,10
2007-01-09,10
2007-01-10,10
2007-01-11,10
2007-01-12,10
2007-01-13,10
2007-01-14,9
2007-01-15,9
2007-01-16,9
2007-01-17,8
2007-01-18,8
2007-01-19,8
2007-01-20,8
2007-01-21,8
2007-01-22,9
2007-01-23,9
2007-01-24,10
2007-01-25,10
2007-01-26,11
2007-01-27,12
2007-01-28,12
2007-01-29,12
2007-01-30,12
2007-01-31,12
2007-02-01,12
2007-02-02,12
2007-02-03,13
2007-02-04,14
2007-02-05,15
2007-02-06,16
2007-02-07,17
2007-02-08,18
2007-02-09,19
2007-02-10,21
2007-02-11,24
2007-02-12,27
2007-02-13,30
2007-02-14,34
2007-02-15,37
2007-02-16,40
2007-02-17,43
2007-02-18,41
2007-02-19,37
2007-02-20,34
2007-02-21,32
2007-02-22,29
2007-02-23,26
2007-02-24,24
2007-02-25,23
2007-03-04,24
2007-03-05,25
2007-03-06,26
2007-03-07,28
2007-03-08,29
2007-03-09,30
2007-03-10,32
2007-03-11,31
2007-03-12,31
2007-03-13,30
2007-03-14,29
2007-03-15,29
2007-03-16,28
2007-03-17,28
2007-03-18,27
2007-03-19,27
2007-03-20,27
2007-03-21,26
2007-03-22,26
2007-03-23,26
2007-03-24,26
2007-03-25,24
2007-03-26,23
2007-03-27,22
2007-03-28,21
2007-03-29,20
2007-03-30,19
2007-03-31,18
2007-04-01,18
2007-04-02,18
2007-04-03,18
2007-04-04,18
2007-04-05,18
2007-04-06,18
2007-04-07,19
2007-04-08,20
2007-04-09,21
2007-04-10,22
2007-04-11,23
2007-04-12,24
2007-04-13,25
2007-04-14,27
2007-04-15,27
2007-04-16,27
2007-04-17,27
2007-04-18,28
2007-04-19,28
2007-04-20,28
2007-04-21,29
2007-04-22,29
2007-04-23,29
2007-04-24,29
2007-04-25,29
2007-04-26,29
2007-04-27,29
2007-04-28,29
2007-04-29,29
2007-04-30,31
2007-05-01,31
2007-05-02,32
2007-05-03,33
2007-05-04,34
2007-05-05,35
2007-05-06,34
2007-05-07,31
2007-05-08,30
2007-05-09,28
2007-05-10,27
2007-05-11,25
2007-05-12,24
2007-05-13,23
2007-05-14,22
2007-05-15,21
2007-05-16,21
2007-05-17,20
2007-05-18,19
2007-05-19,19
2007-05-20,20
2007-05-21,21
2007-05-22,22
2007-05-23,23
2007-05-24,24
2007-05-25,25
2007-05-26,26
2007-05-27,24
2007-06-03,17
2007-06-04,18
2007-06-05,19
2007-06-06,19
2007-06-07,20
2007-06-08,21
2007-06-09,22
2007-06-10,21
2007-06-11,21
2007-06-12,21
2007-06-13,21
2007-06-14,21
2007-06-15,21
2007-06-16,21
2007-06-17,20
2007-06-18,19
2007-06-19,19
2007-06-20,18
2007-06-21,18
2007-06-22,17
2007-06-23,17
2007-06-24,17
2007-06-25,18
2007-06-26,18
2007-06-27,19
2007-06-28,19
2007-06-29,20
2007-06-30,21
2007-07-01,20
2007-07-02,20
2007-07-03,20
2007-07-04,20
2007-07-05,20
2007-07-06,20
2007-07-07,20
2007-07-08,25
2007-07-09,31
2007-07-10,36
2007-07-11,42
2007-07-12,47
2007-07-13,53
2007-07-14,59
2007-07-15,54
2007-07-16,49
2007-07-17,45
2007-07-18,41
2007-07-19,36
2007-07-20,32
2007-07-21,28
2007-07-22,27
2007-07-23,26
2007-07-24,25
2007-07-25,24
2007-07-26,23
2007-07-27,22
2007-07-28,22
2007-07-29,23
2007-07-30,24
2007-07-31,25
2007-08-01,26
2007-08-02,27
2007-08-03,29
2007-08-04,30
2007-08-05,28
2007-08-06,26
2007-08-07,25
2007-08-08,23
2007-08-09,22
2007-08-10,20
2007-08-11,19
2007-08-12,19
2007-08-13,20
2007-08-14,20
2007-08-15,21
2007-08-16,21
2007-08-17,22
2007-08-18,23
2007-08-19,23
2007-08-20,23
2007-08-21,24
2007-08-22,24
2007-08-23,25
2007-08-24,25
2007-08-25,26
2007-08-26,26
2007-09-01,29
2007-09-02,27
2007-09-03,26
2007-09-04,25
2007-09-05,23
2007-09-06,22
2007-09-07,21
2007-09-08,20
2007-09-09,20
2007-09-10,20
2007-09-11,21
2007-09-12,21
2007-09-13,22
2007-09-14,22
2007-09-15,23
2007-09-16,22
2007-09-17,22
2007-09-18,22
2007-09-19,22
2007-09-20,22
2007-09-21,22
2007-09-22,22
2007-09-23,22
2007-09-24,22
2007-09-25,22
2007-09-26,23
2007-09-27,23
2007-09-28,23
2007-09-29,24
2007-09-30,25
2007-10-01,27
2007-10-02,32
2007-10-03,31
2007-10-04,34
2007-10-05,35
2007-10-06,37
2007-10-07,35
2007-10-08,33
2007-10-09,31
2007-10-10,30
2007-10-11,28
2007-10-12,26
2007-10-13,25
2007-10-14,26
2007-10-15,27
2007-10-16,28
2007-10-17,29
2007-10-18,31
2007-10-19,31
2007-10-20,33
2007-10-21,32
2007-10-22,31
2007-10-23,31
2007-10-24,30
2007-10-25,30
2007-10-26,29
2007-10-27,29
2007-10-28,29
2007-10-29,30
2007-10-30,31
2007-10-31,31
2007-11-01,32
2007-11-02,33
2007-11-03,34
2007-11-04,43
2007-11-05,52
2007-11-06,66
2007-11-07,71
2007-11-08,81
2007-11-09,96
2007-11-10,108
2007-11-11,102
2007-11-12,90
2007-11-13,84
2007-11-14,81
2007-11-15,77
2007-11-16,68
2007-11-17,65
2007-11-18,60
2007-11-19,58
2007-11-20,55
2007-11-21,57
2007-11-22,50
2007-11-23,48
2007-11-24,46
2007-11-25,46
2007-11-26,46
2007-11-27,51
2007-11-28,47
2007-11-29,49
2007-11-30,47
