Date,Roadrunner Transportation
2008-08-25,63
2008-08-26,63
2008-08-27,63
2008-08-28,63
2008-08-29,63
2008-08-30,63
2008-08-31,63
2008-09-01,64
2008-09-02,64
2008-09-03,64
2008-09-04,64
2008-09-05,64
2008-09-06,64
2008-09-07,64
2008-09-08,64
2008-09-09,64
2008-09-10,64
2008-09-11,64
2008-09-12,64
2008-09-13,64
2008-09-14,64
2008-09-15,64
2008-09-16,64
2008-09-17,64
2008-09-18,64
2008-09-19,64
2008-09-20,64
2008-09-21,64
2008-09-22,64
2008-09-23,64
2008-09-24,64
2008-09-25,64
2008-09-26,64
2008-09-27,64
2008-09-28,64
2008-09-29,64
2008-09-30,64
2008-10-01,65
2008-10-02,65
2008-10-03,65
2008-10-04,65
2008-10-05,65
2008-10-06,65
2008-10-07,65
2008-10-08,65
2008-10-09,65
2008-10-10,65
2008-10-11,65
2008-10-12,65
2008-10-13,65
2008-10-14,65
2008-10-15,65
2008-10-16,65
2008-10-17,66
2008-10-18,66
2008-10-19,66
2008-10-20,66
2008-10-21,66
2008-10-22,66
2008-10-23,66
2008-10-24,66
2008-10-25,66
2008-10-26,66
2008-10-27,66
2008-10-28,66
2008-10-29,66
2008-10-30,66
2008-10-31,66
2008-11-01,67
2008-11-02,67
2008-11-03,67
2008-11-04,67
2008-11-05,67
2008-11-06,67
2008-11-07,67
2008-11-08,67
2008-11-09,67
2008-11-10,67
2008-11-11,67
2008-11-12,67
2008-11-13,67
2008-11-14,67
2008-11-15,67
2008-11-16,68
2008-11-17,68
2008-11-18,68
2008-11-19,68
2008-11-20,68
2008-11-21,68
2008-11-22,68
2008-11-23,68
2008-11-24,68
2008-11-25,68
2008-11-26,68
2008-11-27,68
2008-11-28,68
2008-11-29,68
2008-11-30,68
2008-12-01,69
2008-12-02,69
2008-12-03,69
2008-12-04,69
2008-12-05,69
2008-12-06,69
2008-12-07,69
2008-12-08,69
2008-12-09,69
2008-12-10,69
2008-12-11,69
2008-12-12,69
2008-12-13,69
2008-12-14,69
2008-12-15,69
2008-12-16,69
2008-12-17,69
2008-12-18,69
2008-12-19,69
2008-12-20,69
2008-12-21,69
2008-12-22,69
2008-12-23,69
2008-12-24,69
2008-12-25,69
2008-12-26,69
2008-12-27,69
2008-12-28,69
2008-12-29,69
2008-12-30,69
2008-12-31,69
2009-01-01,70
2009-01-02,70
2009-01-03,70
2009-01-04,70
2009-01-05,70
2009-01-06,70
2009-01-07,70
2009-01-08,70
2009-01-09,70
2009-01-10,70
2009-01-11,70
2009-01-12,70
2009-01-13,70
2009-01-14,70
2009-01-15,70
2009-01-16,70
2009-01-17,71
2009-01-18,71
2009-01-19,71
2009-01-20,71
2009-01-21,71
2009-01-22,71
2009-01-23,71
2009-01-24,71
2009-01-25,71
2009-01-26,71
2009-01-27,71
2009-01-28,71
2009-01-29,71
2009-01-30,71
2009-01-31,71
2009-02-01,72
2009-02-02,71
2009-02-03,71
2009-02-04,70
2009-02-05,70
2009-02-06,69
2009-02-07,69
2009-02-08,68
2009-02-09,68
2009-02-10,67
2009-02-11,67
2009-02-12,66
2009-02-13,66
2009-02-14,65
2009-02-15,65
2009-02-16,65
2009-02-17,64
2009-02-18,64
2009-02-19,63
2009-02-20,63
2009-02-21,62
2009-02-22,62
2009-02-23,61
2009-02-24,61
2009-02-25,60
2009-02-26,60
2009-02-27,59
2009-02-28,59
2009-03-01,59
2009-03-02,59
2009-03-03,59
2009-03-04,59
2009-03-05,59
2009-03-06,59
2009-03-07,59
2009-03-08,59
2009-03-09,59
2009-03-10,59
2009-03-11,59
2009-03-12,59
2009-03-13,59
2009-03-14,59
2009-03-15,59
2009-03-16,59
2009-03-17,60
2009-03-18,60
2009-03-19,60
2009-03-20,60
2009-03-21,60
2009-03-22,60
2009-03-23,60
2009-03-24,60
2009-03-25,60
2009-03-26,60
2009-03-27,60
2009-03-28,60
2009-03-29,60
2009-03-30,60
2009-03-31,60
2009-04-01,61
2009-04-02,61
2009-04-03,62
2009-04-04,62
2009-04-05,63
2009-04-06,63
2009-04-07,64
2009-04-08,64
2009-04-09,65
2009-04-10,66
2009-04-11,66
2009-04-12,67
2009-04-13,67
2009-04-14,68
2009-04-15,68
2009-04-16,69
2009-04-17,70
2009-04-18,70
2009-04-19,71
2009-04-20,71
2009-04-21,72
2009-04-22,72
2009-04-23,73
2009-04-24,74
2009-04-25,74
2009-04-26,75
2009-04-27,75
2009-04-28,76
2009-04-29,76
2009-04-30,77
2009-05-01,78
2009-05-02,78
2009-05-03,79
2009-05-04,79
2009-05-05,80
2009-05-06,80
2009-05-07,81
2009-05-08,81
2009-05-09,82
2009-05-10,82
2009-05-11,83
2009-05-12,83
2009-05-13,84
2009-05-14,84
2009-05-15,85
2009-05-16,85
2009-05-17,86
2009-05-18,86
2009-05-19,87
2009-05-20,87
2009-05-21,88
2009-05-22,88
2009-05-23,89
2009-05-24,89
2009-05-25,90
2009-05-26,90
2009-05-27,91
2009-05-28,91
2009-05-29,92
2009-05-30,92
2009-05-31,93
2009-06-01,94
2009-06-02,93
2009-06-03,93
2009-06-04,93
2009-06-05,93
2009-06-06,93
2009-06-07,93
2009-06-08,93
2009-06-09,93
2009-06-10,93
2009-06-11,93
2009-06-12,92
2009-06-13,92
2009-06-14,92
2009-06-15,92
2009-06-16,92
2009-06-17,92
2009-06-18,92
2009-06-19,92
2009-06-20,92
2009-06-21,92
2009-06-22,91
2009-06-23,91
2009-06-24,91
2009-06-25,91
2009-06-26,91
2009-06-27,91
2009-06-28,91
2009-06-29,91
2009-06-30,91
2009-07-01,91
2009-07-02,91
2009-07-03,91
2009-07-04,91
2009-07-05,91
2009-07-06,91
2009-07-07,91
2009-07-08,92
2009-07-09,92
2009-07-10,92
2009-07-11,92
2009-07-12,92
2009-07-13,92
2009-07-14,93
2009-07-15,93
2009-07-16,93
2009-07-17,93
2009-07-18,93
2009-07-19,93
2009-07-20,94
2009-07-21,94
2009-07-22,94
2009-07-23,94
2009-07-24,94
2009-07-25,94
2009-07-26,95
2009-07-27,95
2009-07-28,95
2009-07-29,95
2009-07-30,95
2009-07-31,95
2009-08-01,96
2009-08-02,96
2009-08-03,96
2009-08-04,96
2009-08-05,96
2009-08-06,96
2009-08-07,96
2009-08-08,96
2009-08-09,97
2009-08-10,97
2009-08-11,97
2009-08-12,97
2009-08-13,97
2009-08-14,97
2009-08-15,97
2009-08-16,97
2009-08-17,98
2009-08-18,98
2009-08-19,98
2009-08-20,98
2009-08-21,98
2009-08-22,98
2009-08-23,98
2009-08-24,98
2009-08-25,99
2009-08-26,99
2009-08-27,99
2009-08-28,99
2009-08-29,99
2009-08-30,99
2009-08-31,99
2009-09-01,100
2009-09-02,98
2009-09-03,96
2009-09-04,94
2009-09-05,92
2009-09-06,90
2009-09-07,88
2009-09-08,86
2009-09-09,85
2009-09-10,83
2009-09-11,81
2009-09-12,79
2009-09-13,77
2009-09-14,75
2009-09-15,73
2009-09-16,72
2009-09-17,70
2009-09-18,68
2009-09-19,66
2009-09-20,64
2009-09-21,62
2009-09-22,60
2009-09-23,58
2009-09-24,57
2009-09-25,55
2009-09-26,53
2009-09-27,51
2009-09-28,49
2009-09-29,47
2009-09-30,45
2009-10-01,44
2009-10-02,44
2009-10-03,45
2009-10-04,46
2009-10-05,47
2009-10-06,48
2009-10-07,49
2009-10-08,49
2009-10-09,50
2009-10-10,51
2009-10-11,52
2009-10-12,53
2009-10-13,54
2009-10-14,54
2009-10-15,55
2009-10-16,56
2009-10-17,57
2009-10-18,58
2009-10-19,59
2009-10-20,59
2009-10-21,60
2009-10-22,61
2009-10-23,62
2009-10-24,63
2009-10-25,64
2009-10-26,64
2009-10-27,65
2009-10-28,66
2009-10-29,67
2009-10-30,68
2009-10-31,69
2009-11-01,70
2009-11-02,70
2009-11-03,70
2009-11-04,71
2009-11-05,71
2009-11-06,71
2009-11-07,72
2009-11-08,72
2009-11-09,72
2009-11-10,73
2009-11-11,73
2009-11-12,74
2009-11-13,74
2009-11-14,74
2009-11-15,75
2009-11-16,75
2009-11-17,75
2009-11-18,76
2009-11-19,76
2009-11-20,76
2009-11-21,77
2009-11-22,77
2009-11-23,78
2009-11-24,78
2009-11-25,78
2009-11-26,79
2009-11-27,79
2009-11-28,79
2009-11-29,80
2009-11-30,80
2009-12-01,81
2009-12-02,80
2009-12-03,80
2009-12-04,80
2009-12-05,80
2009-12-06,80
2009-12-07,80
2009-12-08,80
2009-12-09,80
2009-12-10,80
2009-12-11,80
2009-12-12,80
2009-12-13,80
2009-12-14,80
2009-12-15,80
2009-12-16,80
2009-12-17,80
2009-12-18,80
2009-12-19,80
2009-12-20,80
2009-12-21,80
2009-12-22,80
2009-12-23,80
2009-12-24,80
2009-12-25,80
2009-12-26,80
2009-12-27,80
2009-12-28,80
2009-12-29,80
2009-12-30,80
2009-12-31,80
